"stimulus","cond","condition","correct_response"
"rkcicet","Random",4,"m"
"koop","HF",1,"n"
"rvwesie","Random",4,"m"
"eopjpe","Random",4,"m"
"uaijn","Random",4,"m"
"seten","Pseudo",3,"m"
"smyjpeg","Random",4,"m"
"boos","HF",1,"n"
"zwijntje","LF",2,"n"
"herdijl","Pseudo",3,"m"
"noud","Pseudo",3,"m"
"hangers","LF",2,"n"
"faten","Pseudo",3,"m"
"avial","Random",4,"m"
"barons","LF",2,"n"
"hoeven","HF",1,"n"
"zuster","HF",1,"n"
"kaasje","LF",2,"n"
"levert","HF",1,"n"
"neusjes","LF",2,"n"
"gooien","HF",1,"n"
"smiert","Random",4,"m"
"neius","Random",4,"m"
"csaesjht","Random",4,"m"
"slede","LF",2,"n"
"walnoot","LF",2,"n"
"wieltje","LF",2,"n"
"egtjjwi","Random",4,"m"
"aptiem","Pseudo",3,"m"
"tissen","Pseudo",3,"m"
"snobs","LF",2,"n"
"etters","LF",2,"n"
"braan","Pseudo",3,"m"
"zieltjes","LF",2,"n"
"gebrek","HF",1,"n"
"ioperon","Random",4,"m"
"maanden","HF",1,"n"
"pemdrja","Random",4,"m"
"gebeer","Pseudo",3,"m"
"sultans","LF",2,"n"
"duur","HF",1,"n"
"beste","HF",1,"n"
"nelpze","Random",4,"m"
"slaap","HF",1,"n"
"koer","LF",2,"n"
"taluepas","Random",4,"m"
"netepsr","Random",4,"m"
"nestjes","LF",2,"n"
"elfzaj","Random",4,"m"
"kert","Pseudo",3,"m"
"schak","Pseudo",3,"m"
"brengen","HF",1,"n"
"luksten","Pseudo",3,"m"
"zilde","Pseudo",3,"m"
"telkens","HF",1,"n"
"hillen","Pseudo",3,"m"
"saken","Pseudo",3,"m"
"slijper","LF",2,"n"
"bedit","Pseudo",3,"m"
"lieverds","LF",2,"n"
"gezicht","HF",1,"n"
"trutten","LF",2,"n"
"hame","Pseudo",3,"m"
"zagen","HF",1,"n"
"duels","LF",2,"n"
"lief","HF",1,"n"
"sammer","Pseudo",3,"m"
"toster","Random",4,"m"
"orgels","LF",2,"n"
"factors","LF",2,"n"
"bedacht","HF",1,"n"
"gewoon","HF",1,"n"
"vorm","HF",1,"n"
"belin","Pseudo",3,"m"
"ontbijt","HF",1,"n"
"vmeelses","Random",4,"m"
"zwaantje","LF",2,"n"
"voordier","Pseudo",3,"m"
"plort","Pseudo",3,"m"
"dond","Pseudo",3,"m"
"sraless","Random",4,"m"
"pjdnea","Random",4,"m"
"aula's","LF",2,"n"
"tmjaes","Random",4,"m"
"koospem","Random",4,"m"
"tntijere","Random",4,"m"
"rukwind","LF",2,"n"
"sfeertje","LF",2,"n"
"ojjo","Random",4,"m"
"geeft","HF",1,"n"
"rtbseoj","Random",4,"m"
"schoon","HF",1,"n"
"kist","HF",1,"n"
"aandacht","HF",1,"n"
"satten","Pseudo",3,"m"
"ruim","HF",1,"n"
"userfbf","Random",4,"m"
"strijd","HF",1,"n"
"plasjes","LF",2,"n"
"bizons","LF",2,"n"
"verkocht","HF",1,"n"
"omvat","HF",1,"n"
"pind","Pseudo",3,"m"
"fraudes","LF",2,"n"
"doopsels","LF",2,"n"
"monders","Pseudo",3,"m"
"penten","Pseudo",3,"m"
"primeurs","LF",2,"n"
"bagen","Pseudo",3,"m"
"etwjese","Random",4,"m"
"schrik","HF",1,"n"
"donors","LF",2,"n"
"dilier","Pseudo",3,"m"
"staf","HF",1,"n"
"sloot","HF",1,"n"
"uklliro","Random",4,"m"
"uijfeds","Random",4,"m"
"lotions","LF",2,"n"
"kloofjes","LF",2,"n"
"geest","HF",1,"n"
"oizbmse","Random",4,"m"
"euiltjzs","Random",4,"m"
"plateaus","LF",2,"n"
"cets","Pseudo",3,"m"
"dealen","LF",2,"n"
"tteser","Random",4,"m"
"duifjes","LF",2,"n"
"muiltje","LF",2,"n"
"knikte","HF",1,"n"
"ashc","Random",4,"m"
"voor","HF",1,"n"
"ring","HF",1,"n"
"deven","Pseudo",3,"m"
"gelzen","Pseudo",3,"m"
"neutnr","Random",4,"m"
"verblier","Pseudo",3,"m"
"kwart","HF",1,"n"
"ovkoeet","Random",4,"m"
"vergiet","LF",2,"n"
"buurtje","LF",2,"n"
"biscuits","LF",2,"n"
"toontjes","LF",2,"n"
"werk","HF",1,"n"
"meidje","LF",2,"n"
"strelg","Pseudo",3,"m"
"ttejru","Random",4,"m"
"sterren","HF",1,"n"
"nonder","Pseudo",3,"m"
"peddel","LF",2,"n"
"iejlvegs","Random",4,"m"
"schont","Pseudo",3,"m"
"klonk","HF",1,"n"
"bezwaar","HF",1,"n"
"krachtig","HF",1,"n"
"hartjes","LF",2,"n"
"hebben","HF",1,"n"
