"stimulus","cond","condition","correct_response"
"temgeen","Pseudo",3,"m"
"sultans","LF",2,"n"
"hoewel","HF",1,"n"
"muiltje","LF",2,"n"
"papier","HF",1,"n"
"ebalmss","Random",4,"m"
"aden","Pseudo",3,"m"
"truegjes","Random",4,"m"
"begook","Pseudo",3,"m"
"surfen","LF",2,"n"
"oreolb","Random",4,"m"
"kwaad","HF",1,"n"
"lezer","HF",1,"n"
"kbrfoal","Random",4,"m"
"spitcrs","Random",4,"m"
"labels","LF",2,"n"
"stapte","HF",1,"n"
"voon","Pseudo",3,"m"
"nekjes","LF",2,"n"
"hout","HF",1,"n"
"drij","Pseudo",3,"m"
"watjes","LF",2,"n"
"utiiscsb","Random",4,"m"
"jeer","Pseudo",3,"m"
"atjenrta","Random",4,"m"
"vormpjes","LF",2,"n"
"hoestand","Pseudo",3,"m"
"damer","Pseudo",3,"m"
"o'usd","Random",4,"m"
"mitting","Pseudo",3,"m"
"soepbord","LF",2,"n"
"trouw","HF",1,"n"
"anncesrs","Random",4,"m"
"sportlui","LF",2,"n"
"wenste","HF",1,"n"
"normen","HF",1,"n"
"avhjcrte","Random",4,"m"
"vloer","HF",1,"n"
"koetje","LF",2,"n"
"puut","Pseudo",3,"m"
"trailer","LF",2,"n"
"hints","LF",2,"n"
"mietjes","LF",2,"n"
"salsa","LF",2,"n"
"nooit","HF",1,"n"
"bongen","Pseudo",3,"m"
"wijs","HF",1,"n"
"verband","HF",1,"n"
"indien","HF",1,"n"
"mango's","LF",2,"n"
"plateaus","LF",2,"n"
"hoog","HF",1,"n"
"staarde","HF",1,"n"
"brechtig","Pseudo",3,"m"
"hawen","Pseudo",3,"m"
"bepaald","HF",1,"n"
"werzing","Pseudo",3,"m"
"aand","Pseudo",3,"m"
"genoer","Pseudo",3,"m"
"pasta's","LF",2,"n"
"schaan","Pseudo",3,"m"
"felle","HF",1,"n"
"osgrle","Random",4,"m"
"dauk","Pseudo",3,"m"
"ntasuls","Random",4,"m"
"geacht","HF",1,"n"
"bebest","Pseudo",3,"m"
"cross","LF",2,"n"
"schein","Pseudo",3,"m"
"fovo","Pseudo",3,"m"
"buim","Pseudo",3,"m"
"soorten","HF",1,"n"
"dikkerds","LF",2,"n"
"verliefd","HF",1,"n"
"sau'al","Random",4,"m"
"klap","HF",1,"n"
"vlokjes","LF",2,"n"
"sgnjaor","Random",4,"m"
"duurt","HF",1,"n"
"klerde","Pseudo",3,"m"
"wegen","HF",1,"n"
"esatips","Random",4,"m"
"crisis","HF",1,"n"
"sofa's","LF",2,"n"
"helder","HF",1,"n"
"gich","Pseudo",3,"m"
"jivl","Random",4,"m"
"anver","Pseudo",3,"m"
"etubrls","Random",4,"m"
"tnrio","Random",4,"m"
"mondim","Pseudo",3,"m"
"dnoser","Random",4,"m"
"voel","HF",1,"n"
"voedtal","Pseudo",3,"m"
"ueedjnts","Random",4,"m"
"spoor","HF",1,"n"
"topjes","LF",2,"n"
"verdient","HF",1,"n"
"fgsueejl","Random",4,"m"
"kwestje","Pseudo",3,"m"
"vriendin","HF",1,"n"
"semutjs","Random",4,"m"
"nogms'a","Random",4,"m"
"klichten","Pseudo",3,"m"
"plooitje","LF",2,"n"
"eilavan","Random",4,"m"
"laagjes","LF",2,"n"
"raard","Pseudo",3,"m"
"vlaktes","LF",2,"n"
"tteser","Random",4,"m"
"schatjes","LF",2,"n"
"loop","HF",1,"n"
"gezocht","HF",1,"n"
"sojeflok","Random",4,"m"
"zuiver","HF",1,"n"
"geurtje","LF",2,"n"
"bloef","Pseudo",3,"m"
"reeks","HF",1,"n"
"schaapje","LF",2,"n"
"fousen","Pseudo",3,"m"
"oijnnt","Random",4,"m"
"jongens","HF",1,"n"
"hierbij","HF",1,"n"
"gleufje","LF",2,"n"
"kicht","Pseudo",3,"m"
"ontwerp","HF",1,"n"
"derken","Pseudo",3,"m"
"bieden","HF",1,"n"
"akind","Pseudo",3,"m"
"tikker","LF",2,"n"
"deikens","Pseudo",3,"m"
"akjtesn","Random",4,"m"
"lengte","HF",1,"n"
"knipsel","LF",2,"n"
"sleetje","LF",2,"n"
"ejlztise","Random",4,"m"
"slagen","HF",1,"n"
"leiders","HF",1,"n"
"locynco","Random",4,"m"
"keiper","Pseudo",3,"m"
"toesrp","Random",4,"m"
"eeldan","Random",4,"m"
"oken","Pseudo",3,"m"
"keeewjs","Random",4,"m"
"olog","Random",4,"m"
"dorp","HF",1,"n"
"wetten","HF",1,"n"
"jargons","LF",2,"n"
"eujtds","Random",4,"m"
"gezort","Pseudo",3,"m"
"cakes","LF",2,"n"
"afses","Random",4,"m"
"biek","Pseudo",3,"m"
"esttkren","Random",4,"m"
"sprong","HF",1,"n"
"cosrs","Random",4,"m"
"vreend","Pseudo",3,"m"
"vervuld","HF",1,"n"
"resixm","Random",4,"m"
"vijl","LF",2,"n"
"begint","HF",1,"n"
"toont","HF",1,"n"
"sorbet","LF",2,"n"
"pluimpje","LF",2,"n"
"paarden","HF",1,"n"
"lijkjes","LF",2,"n"
"dweiltje","LF",2,"n"
"atsfje","Random",4,"m"
"schorp","Pseudo",3,"m"
"dijne","Pseudo",3,"m"
"bdejse","Random",4,"m"
"handel","HF",1,"n"
"wapen","HF",1,"n"
"arrsad","Random",4,"m"
"berast","Pseudo",3,"m"
"kartons","LF",2,"n"
"tetso","Pseudo",3,"m"
"vaasjes","LF",2,"n"
"zowel","HF",1,"n"
"frietjes","LF",2,"n"
"gebaan","Pseudo",3,"m"
"rudtmsel","Random",4,"m"
"trjeoo","Random",4,"m"
"mond","HF",1,"n"
"striem","LF",2,"n"
"eteelsj","Random",4,"m"
"itesegr","Random",4,"m"
"prisma's","LF",2,"n"
"ujekde","Random",4,"m"
"sotel","Pseudo",3,"m"
"hact","Pseudo",3,"m"
"o'smott","Random",4,"m"
"ripenpt","Random",4,"m"
"pandje","LF",2,"n"
"sjrieskt","Random",4,"m"
"mouwtjes","LF",2,"n"
"richtte","HF",1,"n"
"pinda","LF",2,"n"
"snepnlo","Random",4,"m"
"mondjes","LF",2,"n"
"bestaat","HF",1,"n"
"jvejtli","Random",4,"m"
"item","LF",2,"n"
"uetijps","Random",4,"m"
"gedecht","Pseudo",3,"m"
"door","HF",1,"n"
"zoentjes","LF",2,"n"
"focht","Pseudo",3,"m"
"uiltje","LF",2,"n"
"rollen","HF",1,"n"
"liggen","HF",1,"n"
"paak","Pseudo",3,"m"
"andang","Pseudo",3,"m"
"bijwoord","LF",2,"n"
"jfwole","Random",4,"m"
"elipskn","Random",4,"m"
"wiegjes","LF",2,"n"
"mahstec","Random",4,"m"
"hangers","LF",2,"n"
"zinsdeel","LF",2,"n"
"braan","Pseudo",3,"m"
"hooden","Pseudo",3,"m"
"draamt","Pseudo",3,"m"
"lkaebj","Random",4,"m"
"voorvoot","Pseudo",3,"m"
"nogal","HF",1,"n"
"zwas","Pseudo",3,"m"
"zeemeeuw","LF",2,"n"
"zwaantje","LF",2,"n"
"kiegen","Pseudo",3,"m"
"rietjes","LF",2,"n"
"zeiltje","LF",2,"n"
"roorts","Pseudo",3,"m"
"dier","HF",1,"n"
"doopsels","LF",2,"n"
"lsede","Random",4,"m"
"pdteies","Random",4,"m"
"meeten","Pseudo",3,"m"
"pjseirl","Random",4,"m"
"gehoord","HF",1,"n"
