"stimulus","cond","condition","correct_response"
"spoedig","HF",1,"n"
"lierap","Pseudo",3,"m"
"gedoerd","Pseudo",3,"m"
"gidsje","LF",2,"n"
"kelkiej","Random",4,"m"
"uaijn","Random",4,"m"
"sfeertje","LF",2,"n"
"bork","Pseudo",3,"m"
"sorbet","LF",2,"n"
"deals","LF",2,"n"
"slipjes","LF",2,"n"
"geruld","Pseudo",3,"m"
"omstag","Pseudo",3,"m"
"geurtjes","LF",2,"n"
"gevraald","Pseudo",3,"m"
"vmeelses","Random",4,"m"
"eerder","HF",1,"n"
"popcorn","LF",2,"n"
"retebjes","Random",4,"m"
"getten","Pseudo",3,"m"
"blad","HF",1,"n"
"typist","LF",2,"n"
"precies","HF",1,"n"
"feest","HF",1,"n"
"slechte","HF",1,"n"
"tijesgwj","Random",4,"m"
"dkjijes","Random",4,"m"
"dagen","HF",1,"n"
"hbnakol","Random",4,"m"
"laal","Pseudo",3,"m"
"sterkten","LF",2,"n"
"nekjes","LF",2,"n"
"maret","Pseudo",3,"m"
"edrijr","Random",4,"m"
"gebruik","HF",1,"n"
"rompen","LF",2,"n"
"kuste","HF",1,"n"
"vroeie","Pseudo",3,"m"
"ereiss","Random",4,"m"
"gedacht","HF",1,"n"
"drank","HF",1,"n"
"motto's","LF",2,"n"
"witloof","LF",2,"n"
"hadden","HF",1,"n"
"duifjes","LF",2,"n"
"bijwoord","LF",2,"n"
"keeewjs","Random",4,"m"
"tassach","Random",4,"m"
"produkt","HF",1,"n"
"luikjes","LF",2,"n"
"iepgjer","Random",4,"m"
"ujekde","Random",4,"m"
"mogel","Pseudo",3,"m"
"soepkom","LF",2,"n"
"brof","Pseudo",3,"m"
"eiljtwed","Random",4,"m"
"stersel","Pseudo",3,"m"
"mens","HF",1,"n"
"meukje","Pseudo",3,"m"
"usjem","Random",4,"m"
"doeders","Pseudo",3,"m"
"bliemen","Pseudo",3,"m"
"lassers","LF",2,"n"
"ochiejs","Random",4,"m"
"sjrieskt","Random",4,"m"
"grijden","Pseudo",3,"m"
"pilsjes","LF",2,"n"
"verstand","HF",1,"n"
"gedrult","Pseudo",3,"m"
"slotje","LF",2,"n"
"vaak","HF",1,"n"
"jeirets","Random",4,"m"
"iceet","Pseudo",3,"m"
"nksiert","Random",4,"m"
"raster","LF",2,"n"
"praters","LF",2,"n"
"ltesbei","Random",4,"m"
"vikings","LF",2,"n"
"iejfde","Random",4,"m"
"prisma's","LF",2,"n"
"daarde","Pseudo",3,"m"
"eerst","HF",1,"n"
"apkjse","Random",4,"m"
"ba's","Pseudo",3,"m"
"pisjuets","Random",4,"m"
"hoorden","HF",1,"n"
"borst","HF",1,"n"
"wratje","LF",2,"n"
"broten","Pseudo",3,"m"
"ksejeup","Random",4,"m"
"muljpepi","Random",4,"m"
"zithoek","LF",2,"n"
"verse","HF",1,"n"
"bebest","Pseudo",3,"m"
"ekjcat","Random",4,"m"
"fauna's","LF",2,"n"
"sgjkreoe","Random",4,"m"
"dingers","Pseudo",3,"m"
"varen","HF",1,"n"
"greden","Pseudo",3,"m"
"sammer","Pseudo",3,"m"
"leer","HF",1,"n"
"wieltje","LF",2,"n"
"peter","HF",1,"n"
"walnoot","LF",2,"n"
"dodent","Pseudo",3,"m"
"oetjls","Random",4,"m"
"haat","HF",1,"n"
"plateaus","LF",2,"n"
"avial","Random",4,"m"
"olog","Random",4,"m"
"best","HF",1,"n"
"vekte","Pseudo",3,"m"
"maantjes","LF",2,"n"
"buikjes","LF",2,"n"
"musje","LF",2,"n"
"rukwind","LF",2,"n"
"bedrag","HF",1,"n"
"skertjui","Random",4,"m"
"tliezju","Random",4,"m"
"pelzen","LF",2,"n"
"roopt","Pseudo",3,"m"
"locynco","Random",4,"m"
"darmpje","LF",2,"n"
"klinkt","HF",1,"n"
"oprpcno","Random",4,"m"
"prins","HF",1,"n"
"loy'lsl","Random",4,"m"
"bizons","LF",2,"n"
"etwjese","Random",4,"m"
"agenzn","Random",4,"m"
"levend","HF",1,"n"
"ejvoksr","Random",4,"m"
"sjdenom","Random",4,"m"
"dielen","Pseudo",3,"m"
"us'cac","Random",4,"m"
"legt","HF",1,"n"
"leggen","HF",1,"n"
"schadar","Pseudo",3,"m"
"nierp","Pseudo",3,"m"
"waarman","Pseudo",3,"m"
"roosjes","LF",2,"n"
"kbrfoal","Random",4,"m"
"beslag","HF",1,"n"
"iceet","Pseudo",3,"m"
"tizjwnje","Random",4,"m"
"jezelf","HF",1,"n"
"maak","HF",1,"n"
"pruikje","LF",2,"n"
"blug","Pseudo",3,"m"
"dnjesar","Random",4,"m"
"daarom","HF",1,"n"
"breeg","Pseudo",3,"m"
"hiermee","HF",1,"n"
"vraagt","HF",1,"n"
