"stimulus","cond","condition","correct_response"
"stekkers","LF",2,"n"
"steken","HF",1,"n"
"rompen","LF",2,"n"
"pakje","HF",1,"n"
"ossrbek","Random",4,"m"
"komst","HF",1,"n"
"vinden","HF",1,"n"
"olijf","LF",2,"n"
"leidde","HF",1,"n"
"meerdien","Pseudo",3,"m"
"lentes","LF",2,"n"
"brouben","Pseudo",3,"m"
"plaaiden","Pseudo",3,"m"
"c'isrmo","Random",4,"m"
"klaar","HF",1,"n"
"clowntje","LF",2,"n"
"trol","LF",2,"n"
"beste","HF",1,"n"
"olret","Pseudo",3,"m"
"waarag","Pseudo",3,"m"
"bijk","Pseudo",3,"m"
"vosje","LF",2,"n"
"designs","LF",2,"n"
"rkoe","Random",4,"m"
"steeg","HF",1,"n"
"vingers","HF",1,"n"
"vlokje","LF",2,"n"
"ebaewsr","Random",4,"m"
"mederf","Pseudo",3,"m"
"tijesgwj","Random",4,"m"
"baby","HF",1,"n"
"legagn","Random",4,"m"
"piemels","LF",2,"n"
"stas","Pseudo",3,"m"
"dmjeaasn","Random",4,"m"
"diedde","Pseudo",3,"m"
"grijs","HF",1,"n"
"bergen","HF",1,"n"
"gieters","LF",2,"n"
"vuile","HF",1,"n"
"madiek","Pseudo",3,"m"
"pelfs","Pseudo",3,"m"
"maantjes","LF",2,"n"
"auto","HF",1,"n"
"nstuts","Random",4,"m"
"sofa's","LF",2,"n"
"pauzen","LF",2,"n"
"verzoek","HF",1,"n"
"pandje","LF",2,"n"
"bowling","LF",2,"n"
"maanden","HF",1,"n"
"gezicht","HF",1,"n"
"printers","LF",2,"n"
"tekort","HF",1,"n"
"koortje","LF",2,"n"
"elden","Pseudo",3,"m"
"bespaan","Pseudo",3,"m"
"wansen","Pseudo",3,"m"
"dtjnae","Random",4,"m"
"soepkom","LF",2,"n"
"vikings","LF",2,"n"
"vrous","Pseudo",3,"m"
"zicht","HF",1,"n"
"snuitje","LF",2,"n"
"merf","Pseudo",3,"m"
"jotra","Pseudo",3,"m"
"owprjme","Random",4,"m"
"stermen","Pseudo",3,"m"
"verf","HF",1,"n"
"forums","LF",2,"n"
"noks","Pseudo",3,"m"
"deelhns","Random",4,"m"
"groot","HF",1,"n"
"sfeertje","LF",2,"n"
"markt","HF",1,"n"
"sprake","HF",1,"n"
"brukken","Pseudo",3,"m"
"object","HF",1,"n"
"slegheid","Pseudo",3,"m"
"natuur","HF",1,"n"
"gezag","HF",1,"n"
"mail","LF",2,"n"
"vloee","Pseudo",3,"m"
"nechts","Pseudo",3,"m"
"snaan","Pseudo",3,"m"
"uitrecht","Pseudo",3,"m"
"nopotr","Random",4,"m"
"uetijps","Random",4,"m"
"dakpan","LF",2,"n"
"effect","HF",1,"n"
"uetisjn","Random",4,"m"
"zeker","HF",1,"n"
"hcmoa","Random",4,"m"
"blaasje","LF",2,"n"
"ekesjh","Random",4,"m"
"olok","Random",4,"m"
"viet","Pseudo",3,"m"
"solo's","LF",2,"n"
"helel","Pseudo",3,"m"
"luister","HF",1,"n"
"attemle","Random",4,"m"
"bloot","HF",1,"n"
"eujtds","Random",4,"m"
"ijgv","Random",4,"m"
"iezer","Pseudo",3,"m"
"mour","Pseudo",3,"m"
"vraagt","HF",1,"n"
"cycloon","LF",2,"n"
"reviews","LF",2,"n"
"begen","Pseudo",3,"m"
"arrsad","Random",4,"m"
"lelen","Pseudo",3,"m"
"beertjes","LF",2,"n"
"verse","HF",1,"n"
"albums","LF",2,"n"
"schorp","Pseudo",3,"m"
"schoot","HF",1,"n"
"schempen","Pseudo",3,"m"
"desserts","LF",2,"n"
"gfsalnig","Random",4,"m"
"vermoord","HF",1,"n"
"snepnlo","Random",4,"m"
"jeefets","Random",4,"m"
"riacaal","Random",4,"m"
"ismeukt","Random",4,"m"
"sjrieskt","Random",4,"m"
"kkrestes","Random",4,"m"
"strang","Pseudo",3,"m"
"eembozs","Random",4,"m"
"cosrs","Random",4,"m"
"best","HF",1,"n"
"daarman","Pseudo",3,"m"
"wandkast","LF",2,"n"
"kritiek","HF",1,"n"
"fuist","Pseudo",3,"m"
"ackse","Random",4,"m"
"hindel","Pseudo",3,"m"
"pizza's","LF",2,"n"
"gevekt","Pseudo",3,"m"
"stilte","HF",1,"n"
"licht","HF",1,"n"
"meukje","Pseudo",3,"m"
"begriet","Pseudo",3,"m"
"berging","LF",2,"n"
"ijsbeer","LF",2,"n"
"istief","Pseudo",3,"m"
"sletten","LF",2,"n"
"ekstejes","Random",4,"m"
"asts","Pseudo",3,"m"
"open","HF",1,"n"
"vollà","Pseudo",3,"m"
"coupons","LF",2,"n"
"louter","HF",1,"n"
"buurtjes","LF",2,"n"
"kardom","Pseudo",3,"m"
"jacket","LF",2,"n"
"tekst","HF",1,"n"
"diefje","LF",2,"n"
"nhtsi","Random",4,"m"
"muiltje","LF",2,"n"
"obojegs","Random",4,"m"
"trouwen","HF",1,"n"
