"stimulus","cond","condition","correct_response"
"rechtam","Pseudo",3,"m"
"locynco","Random",4,"m"
"sojeflok","Random",4,"m"
"gouden","HF",1,"n"
"snaan","Pseudo",3,"m"
"ropisch","Pseudo",3,"m"
"trutten","LF",2,"n"
"wekkers","LF",2,"n"
"oken","Pseudo",3,"m"
"wansen","Pseudo",3,"m"
"haalde","HF",1,"n"
"eilavan","Random",4,"m"
"uetijps","Random",4,"m"
"feitjes","LF",2,"n"
"lssaa","Random",4,"m"
"kwaten","Pseudo",3,"m"
"ropisch","Pseudo",3,"m"
"iiznjb","Random",4,"m"
"deanbjr","Random",4,"m"
"gebruik","HF",1,"n"
"zien","HF",1,"n"
"fluitjes","LF",2,"n"
"object","HF",1,"n"
"hebt","HF",1,"n"
"rfomus","Random",4,"m"
"kartons","LF",2,"n"
"hlnseuc","Random",4,"m"
"aanbol","Pseudo",3,"m"
"fussen","Pseudo",3,"m"
"alevr","Random",4,"m"
"werkt","HF",1,"n"
"vocht","HF",1,"n"
"kansen","HF",1,"n"
"trsshi","Random",4,"m"
"struikje","LF",2,"n"
"klapjes","LF",2,"n"
"truegjes","Random",4,"m"
"jochies","LF",2,"n"
"brip","Pseudo",3,"m"
"prappen","Pseudo",3,"m"
"zombie","LF",2,"n"
"setje","LF",2,"n"
"tuiker","Pseudo",3,"m"
"hard","HF",1,"n"
"haasheid","Pseudo",3,"m"
"sponsen","LF",2,"n"
"terrein","HF",1,"n"
"dnjesar","Random",4,"m"
"tozen","Pseudo",3,"m"
"scripts","LF",2,"n"
"pluimpje","LF",2,"n"
"ouwe","HF",1,"n"
"pisjuets","Random",4,"m"
"cultuur","HF",1,"n"
"bloemen","HF",1,"n"
"eivnfu","Random",4,"m"
"jongen","HF",1,"n"
"kbrfoal","Random",4,"m"
"geraakt","HF",1,"n"
"disco's","LF",2,"n"
"nauw","HF",1,"n"
"verzet","HF",1,"n"
"uentttr","Random",4,"m"
"karoolsp","Random",4,"m"
"hact","Pseudo",3,"m"
"scooters","LF",2,"n"
"mentors","LF",2,"n"
"krreco","Random",4,"m"
"verband","HF",1,"n"
"doon","Pseudo",3,"m"
"laat","HF",1,"n"
"wieltje","LF",2,"n"
"knuffel","LF",2,"n"
"jfwole","Random",4,"m"
"hoogtes","LF",2,"n"
"gelud","Pseudo",3,"m"
"neiging","HF",1,"n"
"motor","HF",1,"n"
"dis'soc","Random",4,"m"
"mietjes","LF",2,"n"
"teefjes","LF",2,"n"
"mossels","LF",2,"n"
"fnstiet","Random",4,"m"
"astleps","Random",4,"m"
"spolen","Pseudo",3,"m"
"kuste","HF",1,"n"
"mitting","Pseudo",3,"m"
"enes","Pseudo",3,"m"
"slegheid","Pseudo",3,"m"
"gulden","HF",1,"n"
"upnoocs","Random",4,"m"
"wreef","HF",1,"n"
"anncesrs","Random",4,"m"
"varen","HF",1,"n"
"kejsaa","Random",4,"m"
"tausti","Random",4,"m"
"jokers","LF",2,"n"
"hielp","HF",1,"n"
"iepgjer","Random",4,"m"
"hust","Pseudo",3,"m"
"klagers","LF",2,"n"
"sturen","HF",1,"n"
"voet","HF",1,"n"
"lwipnkap","Random",4,"m"
"gaak","Pseudo",3,"m"
"paleis","HF",1,"n"
"nover","Pseudo",3,"m"
"drengt","Pseudo",3,"m"
"geacht","HF",1,"n"
"asts","Pseudo",3,"m"
"naampjes","LF",2,"n"
"grantte","Pseudo",3,"m"
"stekjes","Pseudo",3,"m"
"asbbalel","Random",4,"m"
"kwam","HF",1,"n"
"wansen","Pseudo",3,"m"
"utjbrue","Random",4,"m"
"sleetje","LF",2,"n"
"doer","Pseudo",3,"m"
"tangzaar","Pseudo",3,"m"
"ijgv","Random",4,"m"
"monders","Pseudo",3,"m"
"lijten","Pseudo",3,"m"
"houten","HF",1,"n"
"wipplank","LF",2,"n"
"links","HF",1,"n"
"fgsueejl","Random",4,"m"
"zalfje","LF",2,"n"
"rukwind","LF",2,"n"
"gine","Pseudo",3,"m"
"bijbel","HF",1,"n"
"malen","HF",1,"n"
"jematnsa","Random",4,"m"
"gegt","Pseudo",3,"m"
"kort","HF",1,"n"
"preosjt","Random",4,"m"
"bemeis","Pseudo",3,"m"
"pelososd","Random",4,"m"
"dwergjes","LF",2,"n"
"tandje","LF",2,"n"
"omedm","Random",4,"m"
"betreft","HF",1,"n"
"koning","HF",1,"n"
"band","HF",1,"n"
"bestuur","HF",1,"n"
"jo'jos","Random",4,"m"
"takken","HF",1,"n"
"lokter","Pseudo",3,"m"
"sultans","LF",2,"n"
"graadje","LF",2,"n"
"cillie","Pseudo",3,"m"
"hulpjes","LF",2,"n"
"leept","Pseudo",3,"m"
"lieverds","LF",2,"n"
"drie","HF",1,"n"
"iobwrjod","Random",4,"m"
"paus","HF",1,"n"
"ritsen","LF",2,"n"
"drank","HF",1,"n"
"ssuaqh","Random",4,"m"
"schein","Pseudo",3,"m"
"bletje","Pseudo",3,"m"
"nota","HF",1,"n"
"drinken","HF",1,"n"
"zetten","HF",1,"n"
"behat","Pseudo",3,"m"
"bewoeld","Pseudo",3,"m"
"snobs","LF",2,"n"
"eenhoorn","LF",2,"n"
"deelhns","Random",4,"m"
"pijltjes","LF",2,"n"
"biren","Pseudo",3,"m"
"zellen","Pseudo",3,"m"
"feite","HF",1,"n"
"chif","Pseudo",3,"m"
"dacht","HF",1,"n"
"oologrs","Random",4,"m"
"zweertje","LF",2,"n"
"spitcrs","Random",4,"m"
"brijpen","Pseudo",3,"m"
"schatjes","LF",2,"n"
"praters","LF",2,"n"
"naowolt","Random",4,"m"
"boos","HF",1,"n"
"oarcrtts","Random",4,"m"
"rally","LF",2,"n"
"sleun","Pseudo",3,"m"
"korfbal","LF",2,"n"
"olok","Random",4,"m"
"pty'ans","Random",4,"m"
"wmirpe","Random",4,"m"
"scanners","LF",2,"n"
"staas","Pseudo",3,"m"
"jongste","HF",1,"n"
"boom","HF",1,"n"
"autist","LF",2,"n"
"betooft","Pseudo",3,"m"
"toekomst","HF",1,"n"
"riep","HF",1,"n"
"buurtjes","LF",2,"n"
"lotions","LF",2,"n"
"etsefji","Random",4,"m"
"slijmen","LF",2,"n"
"mour","Pseudo",3,"m"
"jlkeikes","Random",4,"m"
"vosje","LF",2,"n"
"bezoek","HF",1,"n"
"erkst","Pseudo",3,"m"
"twijgjes","LF",2,"n"
"cola's","LF",2,"n"
"aand","Pseudo",3,"m"
"satten","Pseudo",3,"m"
"azenpu","Random",4,"m"
"rand","HF",1,"n"
"henger","Pseudo",3,"m"
"leept","Pseudo",3,"m"
"rmuds","Random",4,"m"
"gebouw","HF",1,"n"
"gevaar","HF",1,"n"
"jtliejps","Random",4,"m"
"schip","HF",1,"n"
"jopje","Pseudo",3,"m"
"gefeurd","Pseudo",3,"m"
"zwijntje","LF",2,"n"
"keinen","Pseudo",3,"m"
"buffers","LF",2,"n"
"eeldan","Random",4,"m"
"iplc","Random",4,"m"
"ivignsk","Random",4,"m"
"sandaal","LF",2,"n"
"wjzetere","Random",4,"m"
"rosndo","Random",4,"m"
"aula's","LF",2,"n"
"modem","LF",2,"n"
"bans","Pseudo",3,"m"
"matches","LF",2,"n"
"sutilpor","Random",4,"m"
"ookljef","Random",4,"m"
"aardbei","LF",2,"n"
"cycloon","LF",2,"n"
