"stimulus","cond","condition","correct_response"
"bieg","Pseudo",3,"m"
"ansa'uf","Random",4,"m"
"semfar","Random",4,"m"
"eesfejtr","Random",4,"m"
"rbz'aes","Random",4,"m"
"levert","HF",1,"n"
"roogden","Pseudo",3,"m"
"ochiejs","Random",4,"m"
"hierin","HF",1,"n"
"eerel","Pseudo",3,"m"
"stem","HF",1,"n"
"tespja","Random",4,"m"
"papa","HF",1,"n"
"erkst","Pseudo",3,"m"
"lotjes","LF",2,"n"
"gouden","HF",1,"n"
"drumstel","LF",2,"n"
"twijgje","LF",2,"n"
"larve","LF",2,"n"
"plus","HF",1,"n"
"jorpesot","Random",4,"m"
"zoete","HF",1,"n"
"roze","HF",1,"n"
"blijkt","HF",1,"n"
"appis","Pseudo",3,"m"
"donden","Pseudo",3,"m"
"nakken","Pseudo",3,"m"
"denken","HF",1,"n"
"mozij","Pseudo",3,"m"
"donding","Pseudo",3,"m"
"wimper","LF",2,"n"
"sgisend","Random",4,"m"
"neuiks","Random",4,"m"
"slaebl","Random",4,"m"
"vleeuw","Pseudo",3,"m"
"tseej","Random",4,"m"
"olpshee","Random",4,"m"
"gezocht","HF",1,"n"
"glak","Pseudo",3,"m"
"kljove","Random",4,"m"
"etsefji","Random",4,"m"
"ltdea's","Random",4,"m"
"gezegd","HF",1,"n"
"deanbjr","Random",4,"m"
"vind","HF",1,"n"
"wekkers","LF",2,"n"
"balseja","Random",4,"m"
"bijzin","LF",2,"n"
"slede","LF",2,"n"
"schulk","Pseudo",3,"m"
"deuntjes","LF",2,"n"
"pandig","Pseudo",3,"m"
"printers","LF",2,"n"
"vonkjes","LF",2,"n"
"sgnjaor","Random",4,"m"
"wreef","HF",1,"n"
"lolly","LF",2,"n"
"buitse","Pseudo",3,"m"
"boot","HF",1,"n"
"atjenrta","Random",4,"m"
"took","Pseudo",3,"m"
"relsgak","Random",4,"m"
"nover","Pseudo",3,"m"
"traantje","LF",2,"n"
"sinds","HF",1,"n"
"spront","Pseudo",3,"m"
"usjem","Random",4,"m"
"tekstje","LF",2,"n"
"took","Pseudo",3,"m"
"shirts","LF",2,"n"
"rokjes","LF",2,"n"
"hoger","HF",1,"n"
"plant","HF",1,"n"
"breeg","Pseudo",3,"m"
"kloofjes","LF",2,"n"
"behurg","Pseudo",3,"m"
"eeejlutw","Random",4,"m"
"oetjls","Random",4,"m"
"rustig","HF",1,"n"
"zoezer","Pseudo",3,"m"
"veraakt","Pseudo",3,"m"
"bereekt","Pseudo",3,"m"
"praktijk","HF",1,"n"
"brugje","LF",2,"n"
"braag","Pseudo",3,"m"
"tselke","Random",4,"m"
"vour","Pseudo",3,"m"
"bezit","HF",1,"n"
"tien","HF",1,"n"
"polsjes","LF",2,"n"
"earrspt","Random",4,"m"
"gala","LF",2,"n"
"ntasuls","Random",4,"m"
"tneprpos","Random",4,"m"
"zullen","HF",1,"n"
"wagen","HF",1,"n"
"ereiss","Random",4,"m"
"kliekjes","LF",2,"n"
"deider","Pseudo",3,"m"
"loorden","Pseudo",3,"m"
"popcorn","LF",2,"n"
"meken","Pseudo",3,"m"
"traaien","Pseudo",3,"m"
"neel","Pseudo",3,"m"
"zestig","HF",1,"n"
"soepbord","LF",2,"n"
"serpent","LF",2,"n"
"tjszie","Random",4,"m"
"rdum","Random",4,"m"
"neoornhe","Random",4,"m"
"blacht","Pseudo",3,"m"
"gelk","Pseudo",3,"m"
"meidde","Pseudo",3,"m"
"vliegje","LF",2,"n"
"hoewel","HF",1,"n"
"beertjes","LF",2,"n"
"grijden","Pseudo",3,"m"
"tegen","HF",1,"n"
"buiven","Pseudo",3,"m"
"cingen","Pseudo",3,"m"
"spatje","LF",2,"n"
"oologrs","Random",4,"m"
"maakten","HF",1,"n"
"drank","HF",1,"n"
"waarman","Pseudo",3,"m"
"ontdekt","HF",1,"n"
"zieltje","LF",2,"n"
"handgag","Pseudo",3,"m"
"jivl","Random",4,"m"
"polo","LF",2,"n"
"keizer","HF",1,"n"
"sgjkreoe","Random",4,"m"
"oosten","HF",1,"n"
"haps","Pseudo",3,"m"
"ervan","HF",1,"n"
"uren","HF",1,"n"
"vrode","Pseudo",3,"m"
"slecht","HF",1,"n"
"herst","Pseudo",3,"m"
"sterkten","LF",2,"n"
"stand","HF",1,"n"
"vermoord","HF",1,"n"
"keste","Pseudo",3,"m"
"bertend","Pseudo",3,"m"
"jopverms","Random",4,"m"
"walnoot","LF",2,"n"
"zwijrend","Pseudo",3,"m"
"begriet","Pseudo",3,"m"
"python","LF",2,"n"
"dakpan","LF",2,"n"
"mrkneom","Random",4,"m"
"ebnfof","Random",4,"m"
"blijgt","Pseudo",3,"m"
"ztwjanae","Random",4,"m"
"verdrok","Pseudo",3,"m"
"wandkast","LF",2,"n"
"letsels","LF",2,"n"
"drums","LF",2,"n"
"balies","LF",2,"n"
"grootte","HF",1,"n"
"rgbuej","Random",4,"m"
"tranen","HF",1,"n"
"gevolg","HF",1,"n"
"etwjese","Random",4,"m"
"dikkerds","LF",2,"n"
"jatneash","Random",4,"m"
"ajuin","LF",2,"n"
"nabij","HF",1,"n"
"ssuaqh","Random",4,"m"
"albums","LF",2,"n"
"sonbs","Random",4,"m"
"prisma's","LF",2,"n"
"lignwob","Random",4,"m"
"soorten","HF",1,"n"
"moeilijk","HF",1,"n"
"beide","HF",1,"n"
"plen","Pseudo",3,"m"
"dieren","HF",1,"n"
"vijg","LF",2,"n"
"schiet","HF",1,"n"
"kraker","LF",2,"n"
"praat","HF",1,"n"
"baan","HF",1,"n"
"spatels","LF",2,"n"
"torden","Pseudo",3,"m"
"dulp","Pseudo",3,"m"
"gegt","Pseudo",3,"m"
"waarag","Pseudo",3,"m"
"csa'lo","Random",4,"m"
"sjdenom","Random",4,"m"
"striem","LF",2,"n"
"typist","LF",2,"n"
"hoofd","HF",1,"n"
"hete","HF",1,"n"
"blijven","HF",1,"n"
"coupons","LF",2,"n"
"mjlisne","Random",4,"m"
"ojjo","Random",4,"m"
"nhtsi","Random",4,"m"
"cijzelk","Pseudo",3,"m"
"drig","Pseudo",3,"m"
"jievelg","Random",4,"m"
"rondes","LF",2,"n"
"noemde","HF",1,"n"
"olog","Random",4,"m"
"afses","Random",4,"m"
"akjtesn","Random",4,"m"
"autist","LF",2,"n"
"luid","HF",1,"n"
"ryu'js","Random",4,"m"
"vlaktes","LF",2,"n"
"duis","Pseudo",3,"m"
"leider","HF",1,"n"
"zuiltje","LF",2,"n"
"cola's","LF",2,"n"
"derde","HF",1,"n"
"tlrslee","Random",4,"m"
"lolly's","LF",2,"n"
"etters","LF",2,"n"
"volkjes","LF",2,"n"
"roggen","LF",2,"n"
"elfzaj","Random",4,"m"
"raciaal","LF",2,"n"
"krommen","LF",2,"n"
"streng","HF",1,"n"
"irkkujse","Random",4,"m"
"dunne","HF",1,"n"
"mango's","LF",2,"n"
"kiegen","Pseudo",3,"m"
"vanken","Pseudo",3,"m"
"wesdergj","Random",4,"m"
"loop","HF",1,"n"
"gezend","Pseudo",3,"m"
"fouten","HF",1,"n"
"precekt","Pseudo",3,"m"
"kaasjes","LF",2,"n"
"uaijn","Random",4,"m"
"gedend","Pseudo",3,"m"
"verkeerd","HF",1,"n"
"wuejtoms","Random",4,"m"
