"stimulus","cond","condition","correct_response"
"stel","HF",1,"n"
"begrijpt","HF",1,"n"
"secjepsh","Random",4,"m"
"gerust","HF",1,"n"
"sauan's","Random",4,"m"
"maken","HF",1,"n"
"piemels","LF",2,"n"
"toster","Random",4,"m"
"jfwole","Random",4,"m"
"kartons","LF",2,"n"
"krokus","LF",2,"n"
"effect","HF",1,"n"
"keuze","HF",1,"n"
"madiek","Pseudo",3,"m"
"loy'lsl","Random",4,"m"
"etsefji","Random",4,"m"
"psepjo","Random",4,"m"
"mooiste","HF",1,"n"
"geilig","Pseudo",3,"m"
"zalfjes","LF",2,"n"
"beelden","HF",1,"n"
"zwaantje","LF",2,"n"
"tnrio","Random",4,"m"
"gedaap","Pseudo",3,"m"
"panters","LF",2,"n"
"kijn","Pseudo",3,"m"
"zaaltjes","LF",2,"n"
"lege","HF",1,"n"
"zwak","HF",1,"n"
"verblier","Pseudo",3,"m"
"preosjt","Random",4,"m"
"slipjes","LF",2,"n"
"flipper","LF",2,"n"
"keotj","Random",4,"m"
"hoorden","HF",1,"n"
"project","HF",1,"n"
"donors","LF",2,"n"
"csaesjht","Random",4,"m"
"geven","HF",1,"n"
"us'cac","Random",4,"m"
"greerde","Pseudo",3,"m"
"wachten","HF",1,"n"
"hookte","Pseudo",3,"m"
"kapjes","LF",2,"n"
"uentttr","Random",4,"m"
"sturen","HF",1,"n"
"mixers","LF",2,"n"
"python","LF",2,"n"
"gact","Pseudo",3,"m"
"piniek","Pseudo",3,"m"
"onilost","Random",4,"m"
"breeg","Pseudo",3,"m"
"o'smott","Random",4,"m"
"vlijven","Pseudo",3,"m"
"ereiss","Random",4,"m"
"wijzen","HF",1,"n"
"nieuws","HF",1,"n"
"gewerkt","HF",1,"n"
"geschikt","HF",1,"n"
"waarva","Pseudo",3,"m"
"ontreit","Pseudo",3,"m"
"doopsels","LF",2,"n"
"mango's","LF",2,"n"
"jury's","LF",2,"n"
"galgen","LF",2,"n"
"geden","Pseudo",3,"m"
"kenst","Pseudo",3,"m"
"gevormd","HF",1,"n"
"bdejas","Random",4,"m"
"melster","Pseudo",3,"m"
"ojjo","Random",4,"m"
"teveel","HF",1,"n"
"plepfir","Random",4,"m"
"vant","Pseudo",3,"m"
"mochten","HF",1,"n"
"nemen","HF",1,"n"
"tijfje","Pseudo",3,"m"
"mormels","LF",2,"n"
"soepje","LF",2,"n"
"jeer","Pseudo",3,"m"
"hierop","HF",1,"n"
"noks","Pseudo",3,"m"
"tieden","Pseudo",3,"m"
"ksejeup","Random",4,"m"
"wand","HF",1,"n"
"miertje","LF",2,"n"
"jonge","HF",1,"n"
"geug","Pseudo",3,"m"
"klagers","LF",2,"n"
"borst","HF",1,"n"
"kijn","Pseudo",3,"m"
"pelososd","Random",4,"m"
"laat","HF",1,"n"
"rimeupsr","Random",4,"m"
"vrazen","Pseudo",3,"m"
"geteel","Pseudo",3,"m"
"olrt","Random",4,"m"
"olders","Pseudo",3,"m"
"zocht","HF",1,"n"
"poede","Pseudo",3,"m"
"brand","HF",1,"n"
"watjes","LF",2,"n"
"iplc","Random",4,"m"
"eruit","HF",1,"n"
"oorbel","LF",2,"n"
"ulswar","Random",4,"m"
"cross","LF",2,"n"
"ntasuls","Random",4,"m"
"mrojewps","Random",4,"m"
"boord","HF",1,"n"
"velatks","Random",4,"m"
"frietjes","LF",2,"n"
"dames","HF",1,"n"
"andslaa","Random",4,"m"
"rondes","LF",2,"n"
"gegaan","HF",1,"n"
"gehoem","Pseudo",3,"m"
"uijfeds","Random",4,"m"
"daartoe","HF",1,"n"
"glijbaan","LF",2,"n"
"strijm","Pseudo",3,"m"
"zangen","LF",2,"n"
"spatels","LF",2,"n"
"tnjoteso","Random",4,"m"
"nestjes","LF",2,"n"
"mesjes","LF",2,"n"
"gebeer","Pseudo",3,"m"
"reviews","LF",2,"n"
"draait","HF",1,"n"
"gefeurd","Pseudo",3,"m"
