"stimulus","cond","condition","correct_response"
"spolen","Pseudo",3,"m"
"weekjes","LF",2,"n"
"gingen","HF",1,"n"
"watjes","LF",2,"n"
"breive","Pseudo",3,"m"
"wiegjes","LF",2,"n"
"haantjes","LF",2,"n"
"cash","LF",2,"n"
"slecht","HF",1,"n"
"nierp","Pseudo",3,"m"
"koevoet","LF",2,"n"
"leter","Pseudo",3,"m"
"ortanco","Random",4,"m"
"ijgv","Random",4,"m"
"bebest","Pseudo",3,"m"
"oesjnets","Random",4,"m"
"tlrslee","Random",4,"m"
"ojjo","Random",4,"m"
"rvwesie","Random",4,"m"
"bermaal","Pseudo",3,"m"
"ujekde","Random",4,"m"
"gevuld","HF",1,"n"
"cross","LF",2,"n"
"padjes","LF",2,"n"
"ltejeiw","Random",4,"m"
"knuffel","LF",2,"n"
"greep","HF",1,"n"
"diede","Pseudo",3,"m"
"fooitje","LF",2,"n"
"bizons","LF",2,"n"
"haad","Pseudo",3,"m"
"handen","HF",1,"n"
"rerslait","Random",4,"m"
"blikken","HF",1,"n"
"utjbrue","Random",4,"m"
"fles","HF",1,"n"
"treffen","HF",1,"n"
"pjdnea","Random",4,"m"
"rijk","HF",1,"n"
"destoor","Pseudo",3,"m"
"verdand","Pseudo",3,"m"
"asbbalel","Random",4,"m"
"gelard","Pseudo",3,"m"
"negen","HF",1,"n"
"wijs","HF",1,"n"
"jorpesot","Random",4,"m"
"touw","HF",1,"n"
"meidje","LF",2,"n"
"pruikje","LF",2,"n"
"jullen","Pseudo",3,"m"
"snoetjes","LF",2,"n"
"corat","Pseudo",3,"m"
"racist","LF",2,"n"
"astleps","Random",4,"m"
"ontbijt","HF",1,"n"
"lsede","Random",4,"m"
"striem","LF",2,"n"
"kilms","Pseudo",3,"m"
"geklees","Pseudo",3,"m"
"stitie","Pseudo",3,"m"
"twijlen","Pseudo",3,"m"
"weirig","Pseudo",3,"m"
"dwergjes","LF",2,"n"
"jupvrouw","Pseudo",3,"m"
"primeurs","LF",2,"n"
"muren","HF",1,"n"
"wratje","LF",2,"n"
"cabt","Pseudo",3,"m"
"scat","Random",4,"m"
"vmeelses","Random",4,"m"
"ruilte","Pseudo",3,"m"
"eloe","Pseudo",3,"m"
"ejposm","Random",4,"m"
"stropje","LF",2,"n"
"kruikjes","LF",2,"n"
"hoestand","Pseudo",3,"m"
"wellicht","HF",1,"n"
"eddal","Random",4,"m"
"'gantos","Random",4,"m"
"beide","HF",1,"n"
"krokus","LF",2,"n"
"helaar","Pseudo",3,"m"
"breeg","Pseudo",3,"m"
"papjes","LF",2,"n"
"gine","Pseudo",3,"m"
"kloofjes","LF",2,"n"
"slegheid","Pseudo",3,"m"
"usjem","Random",4,"m"
"vanwels","Pseudo",3,"m"
"hoorntje","LF",2,"n"
"jngiogg","Random",4,"m"
"kwaaltje","LF",2,"n"
"mutsjes","LF",2,"n"
"vliessej","Random",4,"m"
"dand","Pseudo",3,"m"
"zeiltje","LF",2,"n"
"keeltje","LF",2,"n"
"mopjes","LF",2,"n"
"grootte","HF",1,"n"
"jecht","Pseudo",3,"m"
"oekejt","Random",4,"m"
"vliesjes","LF",2,"n"
"zullen","HF",1,"n"
"zoutvat","LF",2,"n"
"ajewts","Random",4,"m"
"visie","HF",1,"n"
"eenhoorn","LF",2,"n"
"badjes","LF",2,"n"
"dakpan","LF",2,"n"
"toga's","LF",2,"n"
"provikt","Pseudo",3,"m"
