"stimulus","cond","condition","correct_response"
"tassach","Random",4,"m"
"schuldig","HF",1,"n"
"zuiltje","LF",2,"n"
"trailer","LF",2,"n"
"aktcer","Random",4,"m"
"isjtenwj","Random",4,"m"
"blug","Pseudo",3,"m"
"striem","LF",2,"n"
"vanwels","Pseudo",3,"m"
"kamer","HF",1,"n"
"zweertje","LF",2,"n"
"moruts","Random",4,"m"
"spatje","LF",2,"n"
"prijzen","HF",1,"n"
"mossels","LF",2,"n"
"juli","HF",1,"n"
"luttig","Pseudo",3,"m"
"glaarde","Pseudo",3,"m"
"ietm","Random",4,"m"
"strippen","LF",2,"n"
"gebracht","HF",1,"n"
"warte","Pseudo",3,"m"
"hcmoa","Random",4,"m"
"crbesoh","Random",4,"m"
"treffen","HF",1,"n"
"bedinct","Pseudo",3,"m"
"drons","Pseudo",3,"m"
"walnoot","LF",2,"n"
"jorpesot","Random",4,"m"
"jiksube","Random",4,"m"
"jargons","LF",2,"n"
"sgao't","Random",4,"m"
"meken","Pseudo",3,"m"
"gesprek","HF",1,"n"
"eigen","HF",1,"n"
"puiver","Pseudo",3,"m"
"heette","HF",1,"n"
"spiertje","LF",2,"n"
"stemle","Pseudo",3,"m"
"hoepels","LF",2,"n"
"kijzen","Pseudo",3,"m"
"litte","Pseudo",3,"m"
"anders","HF",1,"n"
"ulswar","Random",4,"m"
"etlens","Random",4,"m"
"schaapje","LF",2,"n"
"cricket","LF",2,"n"
"rief","Pseudo",3,"m"
"moenen","Pseudo",3,"m"
"heutel","Pseudo",3,"m"
"kringen","HF",1,"n"
"fussen","Pseudo",3,"m"
"truegjes","Random",4,"m"
"liever","HF",1,"n"
"jonge","HF",1,"n"
"uetisjn","Random",4,"m"
"steken","HF",1,"n"
"jojo","LF",2,"n"
"drums","LF",2,"n"
"dielen","Pseudo",3,"m"
"stenen","HF",1,"n"
"koede","Pseudo",3,"m"
"bebijk","Pseudo",3,"m"
"pukkel","LF",2,"n"
"koortje","LF",2,"n"
"bebest","Pseudo",3,"m"
"geet","Pseudo",3,"m"
"nstuts","Random",4,"m"
"pnoesns","Random",4,"m"
"smokings","LF",2,"n"
"gien","Pseudo",3,"m"
