"stimulus","cond","condition","correct_response"
"dond","Pseudo",3,"m"
"eembozs","Random",4,"m"
"griepje","LF",2,"n"
"vond","HF",1,"n"
"voorvoot","Pseudo",3,"m"
"wilde","HF",1,"n"
"onter","Pseudo",3,"m"
"voeft","Pseudo",3,"m"
"kist","HF",1,"n"
"kijk","HF",1,"n"
"eddal","Random",4,"m"
"zich","HF",1,"n"
"schreef","HF",1,"n"
"iacrts","Random",4,"m"
"kortom","HF",1,"n"
"zichzelf","HF",1,"n"
"csa'lo","Random",4,"m"
"raakt","HF",1,"n"
"tespja","Random",4,"m"
"broers","HF",1,"n"
"jekoops","Random",4,"m"
"almeid","Pseudo",3,"m"
"lotjes","LF",2,"n"
"koopjes","LF",2,"n"
"rteawj","Random",4,"m"
"molgde","Pseudo",3,"m"
"doer","Pseudo",3,"m"
"jojo","LF",2,"n"
"hockey","LF",2,"n"
"wesdergj","Random",4,"m"
"zwijden","Pseudo",3,"m"
"grenzen","HF",1,"n"
"ramen","HF",1,"n"
"cotaal","Pseudo",3,"m"
"schaats","LF",2,"n"
"acarabne","Random",4,"m"
"eignrgb","Random",4,"m"
"racebaan","LF",2,"n"
"anncesrs","Random",4,"m"
"ldosoje","Random",4,"m"
"moelde","Pseudo",3,"m"
"pinda","LF",2,"n"
"bepaalt","HF",1,"n"
"boog","HF",1,"n"
"soepje","LF",2,"n"
"deng","Pseudo",3,"m"
"uentttr","Random",4,"m"
"lijk","HF",1,"n"
"dpaakn","Random",4,"m"
"alleen","HF",1,"n"
"esatips","Random",4,"m"
"bord","HF",1,"n"
"fezjee","Random",4,"m"
"haast","HF",1,"n"
"vloog","HF",1,"n"
"sgisend","Random",4,"m"
"naowolt","Random",4,"m"
"kartons","LF",2,"n"
"verblijf","HF",1,"n"
"likjes","LF",2,"n"
"coudt","Pseudo",3,"m"
"sector","HF",1,"n"
"struikje","LF",2,"n"
"schak","Pseudo",3,"m"
"alde","Pseudo",3,"m"
"zuster","HF",1,"n"
"dieptes","LF",2,"n"
"toch","HF",1,"n"
"spoedig","HF",1,"n"
"raster","LF",2,"n"
"steags","Random",4,"m"
"honger","HF",1,"n"
"o'mpaes","Random",4,"m"
"tractors","LF",2,"n"
"vleesmes","LF",2,"n"
"fipts","Pseudo",3,"m"
"keeltje","LF",2,"n"
"stemle","Pseudo",3,"m"
"reebok","LF",2,"n"
"wansen","Pseudo",3,"m"
"vijg","LF",2,"n"
"zomaar","HF",1,"n"
"squash","LF",2,"n"
"malen","HF",1,"n"
"dikkerds","LF",2,"n"
"rioeer","Random",4,"m"
"o'usd","Random",4,"m"
"derton","Pseudo",3,"m"
"flipper","LF",2,"n"
"jgdraae","Random",4,"m"
"kijn","Pseudo",3,"m"
"hotel","HF",1,"n"
"jipelss","Random",4,"m"
"tfsroac","Random",4,"m"
"foden","Pseudo",3,"m"
"swille","Pseudo",3,"m"
"werzing","Pseudo",3,"m"
"beetje","HF",1,"n"
"sassjeu","Random",4,"m"
"partij","HF",1,"n"
"jatkalwe","Random",4,"m"
"onel","Pseudo",3,"m"
"jecht","Pseudo",3,"m"
"trekken","HF",1,"n"
"lawaai","HF",1,"n"
"hiermee","HF",1,"n"
"armen","HF",1,"n"
"rijder","LF",2,"n"
"mail","LF",2,"n"
"hbnakol","Random",4,"m"
"daakt","Pseudo",3,"m"
"slotje","LF",2,"n"
"naampjes","LF",2,"n"
"wekkers","LF",2,"n"
"prijgen","Pseudo",3,"m"
"erkst","Pseudo",3,"m"
"walrus","LF",2,"n"
"monders","Pseudo",3,"m"
"framboos","LF",2,"n"
"merkt","HF",1,"n"
"ontstond","HF",1,"n"
"klotte","Pseudo",3,"m"
"vorkjes","LF",2,"n"
"buurtjes","LF",2,"n"
"mrojewps","Random",4,"m"
"mentors","LF",2,"n"
"viel","HF",1,"n"
"henger","Pseudo",3,"m"
"buiven","Pseudo",3,"m"
"emjsite","Random",4,"m"
"traantje","LF",2,"n"
"blaan","Pseudo",3,"m"
"orse","Pseudo",3,"m"
"ceptuur","Pseudo",3,"m"
"zitjes","LF",2,"n"
"eopjpe","Random",4,"m"
"gezond","HF",1,"n"
"utjbrue","Random",4,"m"
"oetjls","Random",4,"m"
"knikjes","LF",2,"n"
"joden","HF",1,"n"
"ijlfo","Random",4,"m"
"glazen","HF",1,"n"
"aktcer","Random",4,"m"
"kapjes","LF",2,"n"
"iertmje","Random",4,"m"
"eteljs","Random",4,"m"
"stinker","LF",2,"n"
"toen","HF",1,"n"
"brins","Pseudo",3,"m"
"naus","Pseudo",3,"m"
"schone","HF",1,"n"
"vlaai","LF",2,"n"
"vaasjes","LF",2,"n"
"pijn","HF",1,"n"
"gaat","HF",1,"n"
"nelpze","Random",4,"m"
"maandje","LF",2,"n"
"stekjes","Pseudo",3,"m"
"slon","Pseudo",3,"m"
"rkoe","Random",4,"m"
"biscuits","LF",2,"n"
"zware","HF",1,"n"
"semfar","Random",4,"m"
"kuddes","LF",2,"n"
"maap","Pseudo",3,"m"
"paleis","HF",1,"n"
"muljpepi","Random",4,"m"
"cirla","Pseudo",3,"m"
"brnaso","Random",4,"m"
"brochten","Pseudo",3,"m"
"dieken","Pseudo",3,"m"
"reviews","LF",2,"n"
"ojjo","Random",4,"m"
"facht","Pseudo",3,"m"
"pemdrja","Random",4,"m"
"verbaald","Pseudo",3,"m"
"brechtig","Pseudo",3,"m"
"aalg","Random",4,"m"
"flechts","Pseudo",3,"m"
"geid","Pseudo",3,"m"
"hints","LF",2,"n"
"jongen","HF",1,"n"
"nmoerts","Random",4,"m"
"motto's","LF",2,"n"
"buren","HF",1,"n"
"vade","Pseudo",3,"m"
"panters","LF",2,"n"
"tselke","Random",4,"m"
"uiltje","LF",2,"n"
"desserts","LF",2,"n"
"richting","HF",1,"n"
"sau'al","Random",4,"m"
"keurig","HF",1,"n"
"goudstuk","LF",2,"n"
"boffen","LF",2,"n"
"stille","HF",1,"n"
"tikker","LF",2,"n"
"keuze","HF",1,"n"
"schoden","Pseudo",3,"m"
"spiegel","HF",1,"n"
"eplukk","Random",4,"m"
"grehans","Random",4,"m"
"mesjes","LF",2,"n"
"rjteiefs","Random",4,"m"
"hierwee","Pseudo",3,"m"
"hame","Pseudo",3,"m"
"utiiscsb","Random",4,"m"
"droog","HF",1,"n"
"nood","HF",1,"n"
"provikt","Pseudo",3,"m"
"mensheid","HF",1,"n"
"meken","Pseudo",3,"m"
"pnoesns","Random",4,"m"
"spiepen","Pseudo",3,"m"
"popcorn","LF",2,"n"
"mlione","Random",4,"m"
"kassiers","LF",2,"n"
"cultuur","HF",1,"n"
"dond","Pseudo",3,"m"
"hiek","Pseudo",3,"m"
"duo's","LF",2,"n"
"boep","Pseudo",3,"m"
"jtliejps","Random",4,"m"
"fase","HF",1,"n"
"roosjes","LF",2,"n"
"games","LF",2,"n"
"ejzeewps","Random",4,"m"
"faatste","Pseudo",3,"m"
"oesjnets","Random",4,"m"
"ejlztise","Random",4,"m"
"wimper","LF",2,"n"
"iemand","HF",1,"n"
"vmeelses","Random",4,"m"
"ksejeup","Random",4,"m"
"doctors","LF",2,"n"
"koedend","Pseudo",3,"m"
"vormen","HF",1,"n"
"viet","Pseudo",3,"m"
"jury's","LF",2,"n"
