"stimulus","cond","condition","correct_response"
"hoorntje","LF",2,"n"
"vuilbak","LF",2,"n"
"stanen","Pseudo",3,"m"
"termen","HF",1,"n"
"uiltje","LF",2,"n"
"darmpje","LF",2,"n"
"eembozs","Random",4,"m"
"zithoek","LF",2,"n"
"fiom","Pseudo",3,"m"
"cola's","LF",2,"n"
"bewoeld","Pseudo",3,"m"
"oorzaak","HF",1,"n"
"tellers","LF",2,"n"
"koopjes","LF",2,"n"
"broek","HF",1,"n"
"ismeukt","Random",4,"m"
"eiksnjk","Random",4,"m"
"disco's","LF",2,"n"
"glak","Pseudo",3,"m"
"hujcvrte","Random",4,"m"
"dikkerds","LF",2,"n"
"fabriek","HF",1,"n"
"voont","Pseudo",3,"m"
"zoek","HF",1,"n"
"jurtbeus","Random",4,"m"
"volkjes","LF",2,"n"
"ltdea's","Random",4,"m"
"slijper","LF",2,"n"
"jotra","Pseudo",3,"m"
"netepsr","Random",4,"m"
"wijntjes","LF",2,"n"
"gezort","Pseudo",3,"m"
"poort","HF",1,"n"
"kartons","LF",2,"n"
"truitjes","LF",2,"n"
"brochten","Pseudo",3,"m"
"solsmes","Random",4,"m"
"cakes","LF",2,"n"
"eemeuwez","Random",4,"m"
"ejzeewps","Random",4,"m"
"kelkiej","Random",4,"m"
"akkoord","HF",1,"n"
"winst","HF",1,"n"
"tekort","HF",1,"n"
"ijsbeer","LF",2,"n"
"teefjes","LF",2,"n"
"laal","Pseudo",3,"m"
"smiert","Random",4,"m"
"spal","Pseudo",3,"m"
"buffers","LF",2,"n"
"ervoor","HF",1,"n"
"bloot","HF",1,"n"
"pakti","Pseudo",3,"m"
"bevond","HF",1,"n"
"edbjsonl","Random",4,"m"
"tneprpos","Random",4,"m"
"diede","Pseudo",3,"m"
"gelerd","Pseudo",3,"m"
"igwjees","Random",4,"m"
"daakt","Pseudo",3,"m"
"dorg","Pseudo",3,"m"
"dieren","HF",1,"n"
"jgdraae","Random",4,"m"
"rolkraag","LF",2,"n"
"lach","HF",1,"n"
"gamma's","LF",2,"n"
"ajsped","Random",4,"m"
