"stimulus","cond","condition","correct_response"
"voormeen","Pseudo",3,"m"
"flora's","LF",2,"n"
"trsshi","Random",4,"m"
"vlokjes","LF",2,"n"
"feit","HF",1,"n"
"consact","Pseudo",3,"m"
"azenpu","Random",4,"m"
"puiver","Pseudo",3,"m"
"sproet","LF",2,"n"
"ujekde","Random",4,"m"
"gelard","Pseudo",3,"m"
"hood","Pseudo",3,"m"
"neoornhe","Random",4,"m"
"boksers","LF",2,"n"
"scibuit","Random",4,"m"
"jojo","LF",2,"n"
"geboop","Pseudo",3,"m"
"cartoon","LF",2,"n"
"praten","HF",1,"n"
"dier","HF",1,"n"
"dasten","Pseudo",3,"m"
"toga's","LF",2,"n"
"matches","LF",2,"n"
"dijne","Pseudo",3,"m"
"aangiep","Pseudo",3,"m"
"donzaam","Pseudo",3,"m"
"snack","LF",2,"n"
"hien","Pseudo",3,"m"
"mrojewps","Random",4,"m"
"best","HF",1,"n"
"daakt","Pseudo",3,"m"
"hezet","Pseudo",3,"m"
"rust","HF",1,"n"
"baby","HF",1,"n"
"roosjes","LF",2,"n"
"fiete","Pseudo",3,"m"
"krreco","Random",4,"m"
"fussen","Pseudo",3,"m"
"geen","HF",1,"n"
"sorbet","LF",2,"n"
"jacket","LF",2,"n"
"goede","HF",1,"n"
"fluitjes","LF",2,"n"
"gezot","Pseudo",3,"m"
"doorten","Pseudo",3,"m"
"jklevos","Random",4,"m"
"blijken","HF",1,"n"
"doctors","LF",2,"n"
"wilde","HF",1,"n"
"besje","LF",2,"n"
"krommen","LF",2,"n"
"eeldan","Random",4,"m"
"dwars","HF",1,"n"
"geemt","Pseudo",3,"m"
"ulswar","Random",4,"m"
"solsmes","Random",4,"m"
"clip","LF",2,"n"
"koning","HF",1,"n"
"eilavan","Random",4,"m"
"o'usd","Random",4,"m"
"zegt","HF",1,"n"
"verbeld","Pseudo",3,"m"
"schrok","HF",1,"n"
"hulpjes","LF",2,"n"
"dame","HF",1,"n"
"tramen","Pseudo",3,"m"
"ioperon","Random",4,"m"
"musje","LF",2,"n"
"lignwob","Random",4,"m"
"brop","Pseudo",3,"m"
"heent","Pseudo",3,"m"
"lucter","Pseudo",3,"m"
"kraad","Pseudo",3,"m"
"theed","Pseudo",3,"m"
"bsireej","Random",4,"m"
"brieken","Pseudo",3,"m"
"sluit","HF",1,"n"
"leed","HF",1,"n"
"ueadfrs","Random",4,"m"
"likjes","LF",2,"n"
"streken","HF",1,"n"
"wijnen","HF",1,"n"
"keeewjs","Random",4,"m"
"holken","Pseudo",3,"m"
"aardbei","LF",2,"n"
"omforbas","Random",4,"m"
"zoon","HF",1,"n"
"hookte","Pseudo",3,"m"
"eletjiz","Random",4,"m"
"klonk","HF",1,"n"
"molgde","Pseudo",3,"m"
"bestemd","HF",1,"n"
"jojo's","LF",2,"n"
"sau'al","Random",4,"m"
"verkeerd","HF",1,"n"
"nksiert","Random",4,"m"
"eeelngt","Random",4,"m"
"jong","HF",1,"n"
"leren","HF",1,"n"
"zoezer","Pseudo",3,"m"
"tetozn","Random",4,"m"
"otscheid","Pseudo",3,"m"
"kennen","HF",1,"n"
