"stimulus","cond","condition","correct_response"
"snajaled","Random",4,"m"
"ergste","HF",1,"n"
"slagen","HF",1,"n"
"jiksube","Random",4,"m"
"twijgje","LF",2,"n"
"object","HF",1,"n"
"rustig","HF",1,"n"
"hoge","HF",1,"n"
"korfbal","LF",2,"n"
"wuid","Pseudo",3,"m"
"maapte","Pseudo",3,"m"
"savsjae","Random",4,"m"
"oesjnets","Random",4,"m"
"hetgeen","HF",1,"n"
"jeer","Pseudo",3,"m"
"schepjes","LF",2,"n"
"rudtmsel","Random",4,"m"
"kbrfoal","Random",4,"m"
"esdoorn","LF",2,"n"
"buikjes","LF",2,"n"
"desserts","LF",2,"n"
"ripenpt","Random",4,"m"
"blijft","HF",1,"n"
"asbbalel","Random",4,"m"
"retebjes","Random",4,"m"
"vermoord","HF",1,"n"
"ropisch","Pseudo",3,"m"
"voeft","Pseudo",3,"m"
"butlers","LF",2,"n"
"hbnakol","Random",4,"m"
"hermen","Pseudo",3,"m"
"ujitlefs","Random",4,"m"
"upnoocs","Random",4,"m"
"emters","Pseudo",3,"m"
"keiper","Pseudo",3,"m"
"plezier","HF",1,"n"
"uuagrk","Random",4,"m"
"klichten","Pseudo",3,"m"
"zusters","HF",1,"n"
"helaar","Pseudo",3,"m"
"iplc","Random",4,"m"
"gieters","LF",2,"n"
"volgden","HF",1,"n"
"flechts","Pseudo",3,"m"
"schijnt","HF",1,"n"
"ortste","Pseudo",3,"m"
"lippen","HF",1,"n"
"skertjui","Random",4,"m"
"vergiet","LF",2,"n"
"cobra's","LF",2,"n"
"links","HF",1,"n"
"coupons","LF",2,"n"
"dindbaar","Pseudo",3,"m"
"jooi","Pseudo",3,"m"
"primeurs","LF",2,"n"
"slechte","HF",1,"n"
"belpt","Pseudo",3,"m"
"gebracht","HF",1,"n"
"tussen","HF",1,"n"
"motto's","LF",2,"n"
"jogging","LF",2,"n"
"neesztjo","Random",4,"m"
"lshjpeu","Random",4,"m"
"straat","HF",1,"n"
"keinen","Pseudo",3,"m"
"zeurdibs","Random",4,"m"
"nksiert","Random",4,"m"
"zitting","HF",1,"n"
"dwals","Pseudo",3,"m"
"voordeel","HF",1,"n"
"disco's","LF",2,"n"
"verniet","Pseudo",3,"m"
"trutten","LF",2,"n"
"hulpjes","LF",2,"n"
"snelheid","HF",1,"n"
"kaasje","LF",2,"n"
"vezig","Pseudo",3,"m"
"gdisje","Random",4,"m"
"kruikjes","LF",2,"n"
"lachte","HF",1,"n"
"betooft","Pseudo",3,"m"
"slede","LF",2,"n"
"leel","Pseudo",3,"m"
"omedm","Random",4,"m"
"treden","HF",1,"n"
"watjes","LF",2,"n"
"lddepe","Random",4,"m"
"mango's","LF",2,"n"
"mondjes","LF",2,"n"
"jatneash","Random",4,"m"
"lijkt","HF",1,"n"
"gulden","HF",1,"n"
"schat","HF",1,"n"
"drum","LF",2,"n"
"iaml","Random",4,"m"
"daad","HF",1,"n"
"pty'ans","Random",4,"m"
"jedselps","Random",4,"m"
"pasta's","LF",2,"n"
"stoesen","Pseudo",3,"m"
"praatte","HF",1,"n"
"boezems","LF",2,"n"
"feiten","HF",1,"n"
"rolkraag","LF",2,"n"
"ltesoj","Random",4,"m"
"kerden","Pseudo",3,"m"
"zebra's","LF",2,"n"
"gemied","Pseudo",3,"m"
"ashc","Random",4,"m"
"leeuwtje","LF",2,"n"
"weesjes","LF",2,"n"
"isjtenwj","Random",4,"m"
"merries","LF",2,"n"
"waaruit","HF",1,"n"
"hoofd","HF",1,"n"
"tassach","Random",4,"m"
"lbuvaki","Random",4,"m"
"lotjes","LF",2,"n"
"zinsdeel","LF",2,"n"
"peukjes","LF",2,"n"
"voormeen","Pseudo",3,"m"
"ponmer","Random",4,"m"
"scheppen","HF",1,"n"
"joodse","HF",1,"n"
"noet","Pseudo",3,"m"
"prsuten","Random",4,"m"
"tijesgwj","Random",4,"m"
"frames","LF",2,"n"
"liefde","HF",1,"n"
"klagers","LF",2,"n"
"brepen","Pseudo",3,"m"
"vaven","Pseudo",3,"m"
"muskiet","LF",2,"n"
"nstuts","Random",4,"m"
"neem","HF",1,"n"
"bosbes","LF",2,"n"
"kroegjes","LF",2,"n"
"dansen","HF",1,"n"
"laal","Pseudo",3,"m"
"mard","Pseudo",3,"m"
"spitcrs","Random",4,"m"
"eenhoorn","LF",2,"n"
"brop","Pseudo",3,"m"
"soepje","LF",2,"n"
"framboos","LF",2,"n"
"sjaalf","Pseudo",3,"m"
"druifjes","LF",2,"n"
"dand","Pseudo",3,"m"
"kadir","Pseudo",3,"m"
"gabat","Pseudo",3,"m"
"strikje","LF",2,"n"
"iotofej","Random",4,"m"
"jo'jos","Random",4,"m"
"project","HF",1,"n"
"hood","Pseudo",3,"m"
"voorwerp","HF",1,"n"
"oarcrtts","Random",4,"m"
"honden","HF",1,"n"
"jpoees","Random",4,"m"
"buizerds","LF",2,"n"
"hankoor","Pseudo",3,"m"
"ltejeiw","Random",4,"m"
"brof","Pseudo",3,"m"
"sterk","HF",1,"n"
"tango's","LF",2,"n"
"erdesl","Random",4,"m"
"staat","HF",1,"n"
"uodj","Random",4,"m"
"nekjes","LF",2,"n"
"gebeurt","HF",1,"n"
"behurg","Pseudo",3,"m"
"kanaf","Pseudo",3,"m"
"owprjme","Random",4,"m"
"paak","Pseudo",3,"m"
"ejposm","Random",4,"m"
"gedecht","Pseudo",3,"m"
"paniek","HF",1,"n"
"afkeer","HF",1,"n"
"dronken","HF",1,"n"
"nopotr","Random",4,"m"
"schatjes","LF",2,"n"
"verlelt","Pseudo",3,"m"
"eiland","HF",1,"n"
"wolken","HF",1,"n"
"kraker","LF",2,"n"
"meester","HF",1,"n"
"kansen","HF",1,"n"
"eoggrn","Random",4,"m"
"masuur","Pseudo",3,"m"
"izobsn","Random",4,"m"
"geboop","Pseudo",3,"m"
"mogel","Pseudo",3,"m"
"salgo","Random",4,"m"
"verdrok","Pseudo",3,"m"
"vekte","Pseudo",3,"m"
"verricht","HF",1,"n"
"trailers","LF",2,"n"
"pelososd","Random",4,"m"
"ejzeewps","Random",4,"m"
"hockey","LF",2,"n"
"ivignsk","Random",4,"m"
"goden","HF",1,"n"
"pizza's","LF",2,"n"
"macho","LF",2,"n"
"huimen","Pseudo",3,"m"
"aldes","Pseudo",3,"m"
"daaf","Pseudo",3,"m"
"groonste","Pseudo",3,"m"
"starters","LF",2,"n"
"satten","Pseudo",3,"m"
"oprpcno","Random",4,"m"
"dsael","Random",4,"m"
"beetje","HF",1,"n"
"segs","Pseudo",3,"m"
"aktes","LF",2,"n"
"spolen","Pseudo",3,"m"
"brieven","HF",1,"n"
"wandkast","LF",2,"n"
"nonder","Pseudo",3,"m"
"doorten","Pseudo",3,"m"
"jochies","LF",2,"n"
"haasheid","Pseudo",3,"m"
"plont","Pseudo",3,"m"
"eisen","HF",1,"n"
"eijlks","Random",4,"m"
"rteawj","Random",4,"m"
"lees","HF",1,"n"
"autist","LF",2,"n"
"boksers","LF",2,"n"
"ontstaat","HF",1,"n"
"slinke","Pseudo",3,"m"
"groter","HF",1,"n"
"reden","HF",1,"n"
"kelkiej","Random",4,"m"
"likjes","LF",2,"n"
"tlrslee","Random",4,"m"
"usjesne","Random",4,"m"
"gezin","HF",1,"n"
"wetten","HF",1,"n"
"ilwotfo","Random",4,"m"
