"stimulus","cond","condition","correct_response"
"rijder","LF",2,"n"
"erdesl","Random",4,"m"
"ujitlefs","Random",4,"m"
"ilus","Pseudo",3,"m"
"zagen","HF",1,"n"
"tausti","Random",4,"m"
"feitjes","LF",2,"n"
"jlsueki","Random",4,"m"
"streng","HF",1,"n"
"aardig","HF",1,"n"
"snobs","LF",2,"n"
"witloof","LF",2,"n"
"nassen","Pseudo",3,"m"
"sterktes","LF",2,"n"
"koordjes","LF",2,"n"
"bloef","Pseudo",3,"m"
"helfde","Pseudo",3,"m"
"hoking","Pseudo",3,"m"
"tassach","Random",4,"m"
"geval","HF",1,"n"
"macho","LF",2,"n"
"kopje","HF",1,"n"
"vour","Pseudo",3,"m"
"serpent","LF",2,"n"
"trouwen","HF",1,"n"
"roosjes","LF",2,"n"
"heidt","Pseudo",3,"m"
"fiom","Pseudo",3,"m"
"truitjes","LF",2,"n"
"prsetpin","Random",4,"m"
"doben","Pseudo",3,"m"
"tnjoteso","Random",4,"m"
"vast","HF",1,"n"
"plooitje","LF",2,"n"
"edbjsonl","Random",4,"m"
"dragen","HF",1,"n"
"eiksnjk","Random",4,"m"
"items","LF",2,"n"
"vonkjes","LF",2,"n"
"macht","HF",1,"n"
"schoon","HF",1,"n"
"sofa's","LF",2,"n"
"jort","Pseudo",3,"m"
"nover","Pseudo",3,"m"
"greffen","Pseudo",3,"m"
"disco's","LF",2,"n"
"liek","Pseudo",3,"m"
"huisje","HF",1,"n"
"beelden","HF",1,"n"
"bleek","HF",1,"n"
"pingpong","LF",2,"n"
"legagn","Random",4,"m"
"vliegje","LF",2,"n"
"trippen","LF",2,"n"
"scibuit","Random",4,"m"
"hendels","LF",2,"n"
"mutsjes","LF",2,"n"
"genorgd","Pseudo",3,"m"
"baseball","LF",2,"n"
"dier","HF",1,"n"
"turnen","LF",2,"n"
"hoogte","HF",1,"n"
"alevr","Random",4,"m"
"peent","Pseudo",3,"m"
"kaarten","HF",1,"n"
"sauna's","LF",2,"n"
"duo's","LF",2,"n"
"knikke","Pseudo",3,"m"
"niks","HF",1,"n"
"brieken","Pseudo",3,"m"
"leegten","LF",2,"n"
"lart","Pseudo",3,"m"
"izobsn","Random",4,"m"
"esttkren","Random",4,"m"
"lolly","LF",2,"n"
"oesjnets","Random",4,"m"
"gewoon","HF",1,"n"
"tervas","Pseudo",3,"m"
"maakt","HF",1,"n"
"roze","HF",1,"n"
"jkbees","Random",4,"m"
"buizerd","LF",2,"n"
"drumstel","LF",2,"n"
"tlentse","Random",4,"m"
"barons","LF",2,"n"
"betaald","HF",1,"n"
"taal","HF",1,"n"
"hien","Pseudo",3,"m"
"tieden","Pseudo",3,"m"
"ztwjanae","Random",4,"m"
"smiert","Random",4,"m"
"weet","HF",1,"n"
"ceggen","Pseudo",3,"m"
"wratjes","LF",2,"n"
"uknp","Random",4,"m"
"gouden","HF",1,"n"
"eignrgb","Random",4,"m"
"diede","Pseudo",3,"m"
"praters","LF",2,"n"
"winkel","HF",1,"n"
"ejrhtas","Random",4,"m"
"pprelis","Random",4,"m"
"schaats","LF",2,"n"
"rerslait","Random",4,"m"
"viet","Pseudo",3,"m"
"verliefd","HF",1,"n"
"niet","HF",1,"n"
"kaasje","LF",2,"n"
"verkeerd","HF",1,"n"
"osvat","Pseudo",3,"m"
"skejtte","Random",4,"m"
"ontblam","Pseudo",3,"m"
"zucht","HF",1,"n"
"lawant","Pseudo",3,"m"
"butlers","LF",2,"n"
"diva","LF",2,"n"
"behat","Pseudo",3,"m"
"twintig","HF",1,"n"
"lssaa","Random",4,"m"
"franse","HF",1,"n"
"vlokje","LF",2,"n"
"buim","Pseudo",3,"m"
"diepe","HF",1,"n"
"micro's","LF",2,"n"
"neoornhe","Random",4,"m"
"zieltje","LF",2,"n"
"probeer","HF",1,"n"
"ejvoksr","Random",4,"m"
"broek","HF",1,"n"
"tonaar","Pseudo",3,"m"
"waarheid","HF",1,"n"
"sorbet","LF",2,"n"
"dauk","Pseudo",3,"m"
"eujtds","Random",4,"m"
"waarvan","HF",1,"n"
"lbuvaki","Random",4,"m"
"adzie","Pseudo",3,"m"
"fijne","HF",1,"n"
"gesmeeld","Pseudo",3,"m"
"luikjes","LF",2,"n"
"hart","HF",1,"n"
"zokte","Pseudo",3,"m"
"gemal","Pseudo",3,"m"
"markt","HF",1,"n"
"behoel","Pseudo",3,"m"
"ekjcat","Random",4,"m"
"zinsdeel","LF",2,"n"
"bouden","Pseudo",3,"m"
"buim","Pseudo",3,"m"
"alleen","HF",1,"n"
"uaijn","Random",4,"m"
"sutilpor","Random",4,"m"
"gauw","HF",1,"n"
"rens","Pseudo",3,"m"
"prsuten","Random",4,"m"
"utiiscsb","Random",4,"m"
"kanons","LF",2,"n"
"ceggen","Pseudo",3,"m"
"zelf","HF",1,"n"
"schoop","Pseudo",3,"m"
"truegjes","Random",4,"m"
"stoelen","HF",1,"n"
"tselke","Random",4,"m"
"vikings","LF",2,"n"
"fouw","Pseudo",3,"m"
"coho's","Pseudo",3,"m"
"paahjcse","Random",4,"m"
"begen","Pseudo",3,"m"
"jpoees","Random",4,"m"
"koorbaar","Pseudo",3,"m"
"dedden","Pseudo",3,"m"
"ojstep","Random",4,"m"
"woonde","HF",1,"n"
"racebaan","LF",2,"n"
"graag","HF",1,"n"
"rgaif","Random",4,"m"
"maar","HF",1,"n"
"hoeg","Pseudo",3,"m"
"schepjes","LF",2,"n"
"taluepas","Random",4,"m"
"haad","Pseudo",3,"m"
"gelard","Pseudo",3,"m"
"proces","HF",1,"n"
"trailer","LF",2,"n"
"locynco","Random",4,"m"
"rudtmsel","Random",4,"m"
"geheim","HF",1,"n"
"kregen","HF",1,"n"
"brechtig","Pseudo",3,"m"
"dansjes","LF",2,"n"
"waarif","Pseudo",3,"m"
"stanen","Pseudo",3,"m"
"twijlen","Pseudo",3,"m"
"mensen","HF",1,"n"
"miertje","LF",2,"n"
"balsems","LF",2,"n"
"o'smott","Random",4,"m"
"iplc","Random",4,"m"
"kruis","HF",1,"n"
"gevekt","Pseudo",3,"m"
"krommen","LF",2,"n"
"trailers","LF",2,"n"
"kanaf","Pseudo",3,"m"
"boom","HF",1,"n"
"ueedjnts","Random",4,"m"
"cosrs","Random",4,"m"
"ltesoj","Random",4,"m"
"ackse","Random",4,"m"
"kruikjes","LF",2,"n"
"partij","HF",1,"n"
"jroteok","Random",4,"m"
"okjres","Random",4,"m"
"rgbuej","Random",4,"m"
"rompen","LF",2,"n"
"wind","HF",1,"n"
"stekel","LF",2,"n"
"tumors","LF",2,"n"
"lesud","Random",4,"m"
"gezicht","HF",1,"n"
"kwap","Pseudo",3,"m"
"stiften","LF",2,"n"
"glijbaan","LF",2,"n"
"moze","Pseudo",3,"m"
"igwjees","Random",4,"m"
"beperkt","HF",1,"n"
"fgsueejl","Random",4,"m"
"past","HF",1,"n"
"besjes","LF",2,"n"
"week","HF",1,"n"
"heeft","HF",1,"n"
"jark","Pseudo",3,"m"
"musje","LF",2,"n"
"eirtsn","Random",4,"m"
"jatneash","Random",4,"m"
"iacrts","Random",4,"m"
"grantte","Pseudo",3,"m"
"brins","Pseudo",3,"m"
"snuitje","LF",2,"n"
"zonde","HF",1,"n"
"fezjee","Random",4,"m"
