"stimulus","cond","condition","correct_response"
"kusrko","Random",4,"m"
"zover","HF",1,"n"
"liek","Pseudo",3,"m"
"bril","HF",1,"n"
"saren","Pseudo",3,"m"
"neutnr","Random",4,"m"
"otscheid","Pseudo",3,"m"
"mossels","LF",2,"n"
"earrspt","Random",4,"m"
"noemde","HF",1,"n"
"ackse","Random",4,"m"
"hoken","Pseudo",3,"m"
"kleurtje","LF",2,"n"
"tandje","LF",2,"n"
"bepaald","HF",1,"n"
"momlers","Random",4,"m"
"clip","LF",2,"n"
"gerden","Pseudo",3,"m"
"gympjes","LF",2,"n"
"donzaam","Pseudo",3,"m"
"fnstiet","Random",4,"m"
"sogdaal","Pseudo",3,"m"
"aavgrsej","Random",4,"m"
"speemt","Pseudo",3,"m"
"fave","Pseudo",3,"m"
"heus","HF",1,"n"
"obojegs","Random",4,"m"
"koevoet","LF",2,"n"
"indien","HF",1,"n"
"cartoons","LF",2,"n"
"stinker","LF",2,"n"
"moed","HF",1,"n"
"dienst","HF",1,"n"
"steekt","HF",1,"n"
"factors","LF",2,"n"
"jngiogg","Random",4,"m"
"iaml","Random",4,"m"
"ijlekjs","Random",4,"m"
"vergiet","LF",2,"n"
"scraken","Pseudo",3,"m"
"csa'lo","Random",4,"m"
"stem","HF",1,"n"
"vindt","HF",1,"n"
"sleutel","HF",1,"n"
"baby","HF",1,"n"
"hierwee","Pseudo",3,"m"
"reviews","LF",2,"n"
"stermen","Pseudo",3,"m"
"deze","HF",1,"n"
"twijgje","LF",2,"n"
"oren","HF",1,"n"
"snelheid","HF",1,"n"
"suiker","HF",1,"n"
"laetrir","Random",4,"m"
"voortaan","HF",1,"n"
"eirtsn","Random",4,"m"
"karoolsp","Random",4,"m"
"hoed","HF",1,"n"
"stafje","LF",2,"n"
"hoge","HF",1,"n"
"eddal","Random",4,"m"
"kskderid","Random",4,"m"
"beroep","HF",1,"n"
"judo","LF",2,"n"
"hctjzues","Random",4,"m"
"item","LF",2,"n"
"ereiss","Random",4,"m"
"smyjpeg","Random",4,"m"
"ovkoeet","Random",4,"m"
"tausti","Random",4,"m"
"gemeen","HF",1,"n"
"brufte","Pseudo",3,"m"
"oijnnt","Random",4,"m"
"dame","HF",1,"n"
"ergste","HF",1,"n"
"mogel","Pseudo",3,"m"
"kalfje","LF",2,"n"
"jekoops","Random",4,"m"
"soepje","LF",2,"n"
"neel","Pseudo",3,"m"
"bomen","HF",1,"n"
"otters","LF",2,"n"
"beertjes","LF",2,"n"
"wild","HF",1,"n"
"trief","Pseudo",3,"m"
"ito'rs","Random",4,"m"
"eijlks","Random",4,"m"
"prisma's","LF",2,"n"
"noeit","Pseudo",3,"m"
"kwart","HF",1,"n"
"hindel","Pseudo",3,"m"
"aard","HF",1,"n"
"duifjes","LF",2,"n"
"boep","Pseudo",3,"m"
"zwijden","Pseudo",3,"m"
"roorts","Pseudo",3,"m"
"bsireej","Random",4,"m"
"lijkjes","LF",2,"n"
