"stimulus","cond","condition","correct_response"
"otters","LF",2,"n"
"zuchtjes","LF",2,"n"
"naaldjes","LF",2,"n"
"beertjes","LF",2,"n"
"grees","Pseudo",3,"m"
"droep","Pseudo",3,"m"
"krrame","Random",4,"m"
"zooie","Pseudo",3,"m"
"atoornsc","Random",4,"m"
"bedinct","Pseudo",3,"m"
"geluid","HF",1,"n"
"grantte","Pseudo",3,"m"
"balkjes","LF",2,"n"
"schrak","Pseudo",3,"m"
"kruikjes","LF",2,"n"
"delde","Pseudo",3,"m"
"kning","Pseudo",3,"m"
"besjes","LF",2,"n"
"zien","HF",1,"n"
"leger","HF",1,"n"
"prisma's","LF",2,"n"
"koevoet","LF",2,"n"
"racist","LF",2,"n"
"haarband","LF",2,"n"
"trailers","LF",2,"n"
"almes","Pseudo",3,"m"
"eilabs","Random",4,"m"
"keeewjs","Random",4,"m"
"sraless","Random",4,"m"
"belde","HF",1,"n"
"keste","Pseudo",3,"m"
"geschurd","Pseudo",3,"m"
"voordom","Pseudo",3,"m"
"faarden","Pseudo",3,"m"
"vrije","HF",1,"n"
"kuisen","LF",2,"n"
"taal","HF",1,"n"
"slechts","HF",1,"n"
"stapte","HF",1,"n"
"nsesjad","Random",4,"m"
"verwacht","HF",1,"n"
"verviend","Pseudo",3,"m"
"knikjes","LF",2,"n"
"nagjabil","Random",4,"m"
"autist","LF",2,"n"
"abant","Pseudo",3,"m"
"doorgaan","HF",1,"n"
"draamt","Pseudo",3,"m"
"gelden","HF",1,"n"
"reviews","LF",2,"n"
"vrachtje","LF",2,"n"
"zotten","LF",2,"n"
"wipplank","LF",2,"n"
"treijsh","Random",4,"m"
"najaars","LF",2,"n"
"geslaagd","HF",1,"n"
"pode","Pseudo",3,"m"
"asnact","Pseudo",3,"m"
"mjlisne","Random",4,"m"
"desserts","LF",2,"n"
"biek","Pseudo",3,"m"
"nergens","HF",1,"n"
"faarten","Pseudo",3,"m"
"ueadfrs","Random",4,"m"
"gekleed","HF",1,"n"
"ijlekjs","Random",4,"m"
"meester","HF",1,"n"
"jievelg","Random",4,"m"
"lijkjes","LF",2,"n"
"giraf","LF",2,"n"
"smank","Pseudo",3,"m"
"danken","HF",1,"n"
"drons","Pseudo",3,"m"
"cola's","LF",2,"n"
"mlione","Random",4,"m"
"staat","HF",1,"n"
"anncesrs","Random",4,"m"
"toekomst","HF",1,"n"
"brugje","LF",2,"n"
"vullen","HF",1,"n"
"balies","LF",2,"n"
"centraal","HF",1,"n"
"olpshee","Random",4,"m"
"voordier","Pseudo",3,"m"
"toga's","LF",2,"n"
"café","HF",1,"n"
"laagjes","LF",2,"n"
"rorde","Pseudo",3,"m"
"blosde","Pseudo",3,"m"
"tetozn","Random",4,"m"
"vervoen","Pseudo",3,"m"
"deanbjr","Random",4,"m"
"heus","HF",1,"n"
"ocsrotes","Random",4,"m"
"gelegd","HF",1,"n"
"vertrek","HF",1,"n"
"besje","LF",2,"n"
"frietjes","LF",2,"n"
"kurwndi","Random",4,"m"
"eenmaal","HF",1,"n"
"sobbool","Pseudo",3,"m"
"izobsn","Random",4,"m"
"prachtig","HF",1,"n"
"clip","LF",2,"n"
"snopte","Pseudo",3,"m"
"dieken","Pseudo",3,"m"
"stropje","LF",2,"n"
"coupon","LF",2,"n"
"stijl","HF",1,"n"
"kassiers","LF",2,"n"
"speelt","HF",1,"n"
"bebijk","Pseudo",3,"m"
"pgonnpgi","Random",4,"m"
