"stimulus","cond","condition","correct_response"
"ueedjnts","Random",4,"m"
"droge","HF",1,"n"
"ochtend","HF",1,"n"
"lamen","Pseudo",3,"m"
"sehrfifs","Random",4,"m"
"outsen","Pseudo",3,"m"
"regels","HF",1,"n"
"paslejs","Random",4,"m"
"hiervan","HF",1,"n"
"horen","HF",1,"n"
"omedm","Random",4,"m"
"sporen","HF",1,"n"
"mopor","Pseudo",3,"m"
"lolly","LF",2,"n"
"robtu","Random",4,"m"
"eemeuwez","Random",4,"m"
"nieuws","HF",1,"n"
"zeemeeuw","LF",2,"n"
"ltesbei","Random",4,"m"
"diedde","Pseudo",3,"m"
"hiek","Pseudo",3,"m"
"bever","LF",2,"n"
"graadje","LF",2,"n"
"belde","HF",1,"n"
"walrus","LF",2,"n"
"geurtje","LF",2,"n"
"krechten","Pseudo",3,"m"
"disco's","LF",2,"n"
"leeuwtje","LF",2,"n"
"tnrio","Random",4,"m"
"pinda","LF",2,"n"
"onze","HF",1,"n"
"lachts","Pseudo",3,"m"
"tumors","LF",2,"n"
"speemt","Pseudo",3,"m"
"stekjes","Pseudo",3,"m"
"laetrir","Random",4,"m"
"pnoesns","Random",4,"m"
"daar","HF",1,"n"
"iaml","Random",4,"m"
"doorten","Pseudo",3,"m"
"paak","Pseudo",3,"m"
"jokers","LF",2,"n"
"belpt","Pseudo",3,"m"
"laler","Pseudo",3,"m"
"rudtmsel","Random",4,"m"
"kartons","LF",2,"n"
"cartoons","LF",2,"n"
"kskderid","Random",4,"m"
"ijeplss","Random",4,"m"
"cout","Pseudo",3,"m"
"diek","Pseudo",3,"m"
"belang","HF",1,"n"
"priester","HF",1,"n"
"ekstejes","Random",4,"m"
"snalling","Pseudo",3,"m"
"verbaald","Pseudo",3,"m"
"jorm","Pseudo",3,"m"
"droden","Pseudo",3,"m"
"griezels","LF",2,"n"
"ldosoje","Random",4,"m"
"korfbal","LF",2,"n"
"gebouw","HF",1,"n"
"kroegjes","LF",2,"n"
"iets","HF",1,"n"
"nfekufl","Random",4,"m"
"wasbeer","LF",2,"n"
"trap","HF",1,"n"
"nabij","HF",1,"n"
"pukkel","LF",2,"n"
"speldjes","LF",2,"n"
"shirts","LF",2,"n"
"bijzin","LF",2,"n"
"koft","Pseudo",3,"m"
"vraagjes","LF",2,"n"
"ereiss","Random",4,"m"
"sfa'os","Random",4,"m"
"panters","LF",2,"n"
"srejitep","Random",4,"m"
"aktcer","Random",4,"m"
"brandje","LF",2,"n"
"hege","Pseudo",3,"m"
"blijft","HF",1,"n"
"glak","Pseudo",3,"m"
"neutnr","Random",4,"m"
"duren","HF",1,"n"
"glaarde","Pseudo",3,"m"
"prsetpin","Random",4,"m"
"tneprpos","Random",4,"m"
"uittejrs","Random",4,"m"
"desten","Pseudo",3,"m"
"ondanks","HF",1,"n"
"duur","HF",1,"n"
"gdisje","Random",4,"m"
"sletje","LF",2,"n"
"slkovje","Random",4,"m"
"zuiden","HF",1,"n"
"voorwerp","HF",1,"n"
"deelhns","Random",4,"m"
"sleetje","LF",2,"n"
"slaven","HF",1,"n"
"kljove","Random",4,"m"
"zeer","HF",1,"n"
"buizerds","LF",2,"n"
"geleerd","HF",1,"n"
"glikken","Pseudo",3,"m"
"riacaal","Random",4,"m"
"dadel","LF",2,"n"
"krijgen","HF",1,"n"
"larve","LF",2,"n"
"plen","Pseudo",3,"m"
"itesegr","Random",4,"m"
"strikje","LF",2,"n"
"goger","Pseudo",3,"m"
"mouwtjes","LF",2,"n"
"stap","HF",1,"n"
"nieno","Pseudo",3,"m"
"nstuts","Random",4,"m"
"dechtte","Pseudo",3,"m"
"koospem","Random",4,"m"
"haasheid","Pseudo",3,"m"
"brouben","Pseudo",3,"m"
"wame","Pseudo",3,"m"
"laag","HF",1,"n"
"vrij","HF",1,"n"
"ejzeewps","Random",4,"m"
"brieken","Pseudo",3,"m"
"lelen","Pseudo",3,"m"
"bijwoord","LF",2,"n"
"aard","HF",1,"n"
"ijlekjs","Random",4,"m"
"zithoek","LF",2,"n"
"krrame","Random",4,"m"
"psepjo","Random",4,"m"
"maantjes","LF",2,"n"
"idee","HF",1,"n"
"kicht","Pseudo",3,"m"
"slijper","LF",2,"n"
"eiksnjk","Random",4,"m"
"eignrgb","Random",4,"m"
"bedrag","HF",1,"n"
"hoddat","Pseudo",3,"m"
"bopen","Pseudo",3,"m"
"egtjjwi","Random",4,"m"
"walnoot","LF",2,"n"
"hege","Pseudo",3,"m"
"stons","Pseudo",3,"m"
"sauna's","LF",2,"n"
"lsede","Random",4,"m"
"ujitlefs","Random",4,"m"
"waarif","Pseudo",3,"m"
"bleek","HF",1,"n"
"nacsk","Random",4,"m"
"tseej","Random",4,"m"
"userfbf","Random",4,"m"
"westerns","LF",2,"n"
"ijsbeer","LF",2,"n"
"radars","LF",2,"n"
"zuchtjes","LF",2,"n"
"eestijk","Pseudo",3,"m"
"midden","HF",1,"n"
"totaal","HF",1,"n"
"tmliuje","Random",4,"m"
"zweertje","LF",2,"n"
"kstwadan","Random",4,"m"
"komst","HF",1,"n"
"turbo","LF",2,"n"
"gied","Pseudo",3,"m"
"komt","HF",1,"n"
"koctor","Pseudo",3,"m"
"gezet","HF",1,"n"
"vrous","Pseudo",3,"m"
"savsjae","Random",4,"m"
"adries","Pseudo",3,"m"
"broot","Pseudo",3,"m"
