"stimulus","cond","condition","correct_response"
"lmabus","Random",4,"m"
"ieder","HF",1,"n"
"rocker","LF",2,"n"
"frames","LF",2,"n"
"muskiet","LF",2,"n"
"frietje","LF",2,"n"
"jbeess","Random",4,"m"
"bdejse","Random",4,"m"
"tsrjike","Random",4,"m"
"merries","LF",2,"n"
"galgen","LF",2,"n"
"eilavan","Random",4,"m"
"lachen","HF",1,"n"
"maken","HF",1,"n"
"hete","HF",1,"n"
"koedend","Pseudo",3,"m"
"slecht","HF",1,"n"
"mederf","Pseudo",3,"m"
"uiltje","LF",2,"n"
"jogging","LF",2,"n"
"t'aasps","Random",4,"m"
"vrachtje","LF",2,"n"
"dikke","HF",1,"n"
"uismaal","Pseudo",3,"m"
"framboos","LF",2,"n"
"espnrta","Random",4,"m"
"gevelk","Pseudo",3,"m"
"opyhtn","Random",4,"m"
"donter","Pseudo",3,"m"
"ltejeiw","Random",4,"m"
"cosans","Pseudo",3,"m"
"jecht","Pseudo",3,"m"
"wekkers","LF",2,"n"
"greffen","Pseudo",3,"m"
"tikker","LF",2,"n"
"hierkij","Pseudo",3,"m"
"keel","HF",1,"n"
"miertje","LF",2,"n"
"begen","Pseudo",3,"m"
"zuiltje","LF",2,"n"
"bericht","HF",1,"n"
"kejsaa","Random",4,"m"
"schaats","LF",2,"n"
"verniet","Pseudo",3,"m"
"wormpjes","LF",2,"n"
"etubrls","Random",4,"m"
"gesstig","Pseudo",3,"m"
"bergen","HF",1,"n"
"gepricht","Pseudo",3,"m"
"tien","HF",1,"n"
"iejlvegs","Random",4,"m"
"verslaak","Pseudo",3,"m"
"dechting","Pseudo",3,"m"
"onze","HF",1,"n"
"brang","Pseudo",3,"m"
"ulswar","Random",4,"m"
"fooitje","LF",2,"n"
"stel","HF",1,"n"
"cross","LF",2,"n"
"buurtjes","LF",2,"n"
"oarcrtts","Random",4,"m"
"leeuwtje","LF",2,"n"
"heel","HF",1,"n"
"groot","HF",1,"n"
"kantoor","HF",1,"n"
"deimje","Random",4,"m"
"vanden","Pseudo",3,"m"
"bracht","HF",1,"n"
"vleesmes","LF",2,"n"
"slipper","LF",2,"n"
"spoor","HF",1,"n"
"besef","HF",1,"n"
"serres","LF",2,"n"
"eoggrn","Random",4,"m"
"upnoocs","Random",4,"m"
"glijbaan","LF",2,"n"
"indruk","HF",1,"n"
"tnjoteso","Random",4,"m"
"o'smott","Random",4,"m"
"nuttig","HF",1,"n"
"poede","Pseudo",3,"m"
"hierbij","HF",1,"n"
"bamp","Pseudo",3,"m"
"npdia","Random",4,"m"
"ismeukt","Random",4,"m"
"uentttr","Random",4,"m"
"vaatst","Pseudo",3,"m"
"gympjes","LF",2,"n"
"etlens","Random",4,"m"
"hulpjes","LF",2,"n"
"strag","Pseudo",3,"m"
"hien","Pseudo",3,"m"
"kijkt","HF",1,"n"
"griwen","Pseudo",3,"m"
"stortbui","LF",2,"n"
"morgen","HF",1,"n"
"leger","HF",1,"n"
"iiznjb","Random",4,"m"
"brots","Pseudo",3,"m"
"tieden","Pseudo",3,"m"
"beloofd","HF",1,"n"
"klees","Pseudo",3,"m"
"tjszie","Random",4,"m"
"piemels","LF",2,"n"
"acts","LF",2,"n"
"krijk","Pseudo",3,"m"
"aftijn","Pseudo",3,"m"
"dames","HF",1,"n"
"vruchtje","LF",2,"n"
"stages","LF",2,"n"
"zalfjes","LF",2,"n"
"geemt","Pseudo",3,"m"
"fuiven","LF",2,"n"
"sekjne","Random",4,"m"
"tmjaes","Random",4,"m"
"voorstok","Pseudo",3,"m"
"scanners","LF",2,"n"
"tfsroac","Random",4,"m"
