"stimulus","cond","condition","correct_response"
"taal","HF",1,"n"
"boksers","LF",2,"n"
"cartoons","LF",2,"n"
"jeeks","Pseudo",3,"m"
"iotofej","Random",4,"m"
"truegjes","Random",4,"m"
"schat","HF",1,"n"
"keotj","Random",4,"m"
"toster","Random",4,"m"
"blijven","HF",1,"n"
"eesewsj","Random",4,"m"
"jiksube","Random",4,"m"
"meken","Pseudo",3,"m"
"wuid","Pseudo",3,"m"
"trachten","HF",1,"n"
"boffen","LF",2,"n"
"gidsje","LF",2,"n"
"vooraf","HF",1,"n"
"techniek","HF",1,"n"
"oreolb","Random",4,"m"
"tervas","Pseudo",3,"m"
"party's","LF",2,"n"
"pizza's","LF",2,"n"
"fgsueejl","Random",4,"m"
"bank","HF",1,"n"
"schien","Pseudo",3,"m"
"ekstejes","Random",4,"m"
"verlies","HF",1,"n"
"gleufjes","LF",2,"n"
"sassjeu","Random",4,"m"
"schieten","HF",1,"n"
"mahstec","Random",4,"m"
"dwergjes","LF",2,"n"
"apkjse","Random",4,"m"
"verkt","Pseudo",3,"m"
"niemand","HF",1,"n"
"heeft","HF",1,"n"
"rukwind","LF",2,"n"
"leefde","HF",1,"n"
"us'cac","Random",4,"m"
"hangen","HF",1,"n"
"bomen","HF",1,"n"
"clowntje","LF",2,"n"
"fouw","Pseudo",3,"m"
"drumstel","LF",2,"n"
"tfsroac","Random",4,"m"
"beperkt","HF",1,"n"
"sletje","LF",2,"n"
"jlsueki","Random",4,"m"
"pelzen","LF",2,"n"
"uitters","Pseudo",3,"m"
"uuagrk","Random",4,"m"
"paluis","Pseudo",3,"m"
"avial","Random",4,"m"
"brnaso","Random",4,"m"
"deiring","Pseudo",3,"m"
"lbuvaki","Random",4,"m"
"eeejlutw","Random",4,"m"
"zeven","HF",1,"n"
"nechzelf","Pseudo",3,"m"
"gedoord","Pseudo",3,"m"
"fluitjes","LF",2,"n"
"tneprpos","Random",4,"m"
"trollen","LF",2,"n"
"breeg","Pseudo",3,"m"
"sterkten","LF",2,"n"
"touw","HF",1,"n"
"sletten","LF",2,"n"
"zwaal","Pseudo",3,"m"
"bechte","Pseudo",3,"m"
"belin","Pseudo",3,"m"
"waarman","Pseudo",3,"m"
"erdesl","Random",4,"m"
"tante","HF",1,"n"
"diepe","HF",1,"n"
"treintje","LF",2,"n"
"lengtes","LF",2,"n"
"icht","Pseudo",3,"m"
"zangen","LF",2,"n"
"olpshee","Random",4,"m"
"reis","HF",1,"n"
"wesdergj","Random",4,"m"
"otters","LF",2,"n"
"racist","LF",2,"n"
"slamp","Pseudo",3,"m"
"mondjes","LF",2,"n"
"greerde","Pseudo",3,"m"
"dieptes","LF",2,"n"
"rtbseoj","Random",4,"m"
"anncesrs","Random",4,"m"
"raster","LF",2,"n"
"serres","LF",2,"n"
"zitten","HF",1,"n"
"bechte","Pseudo",3,"m"
"ochiejs","Random",4,"m"
"stemle","Pseudo",3,"m"
"dpaakn","Random",4,"m"
"labels","LF",2,"n"
"ossrbek","Random",4,"m"
"duut","Pseudo",3,"m"
"wegens","HF",1,"n"
"helpt","HF",1,"n"
"ansa'uf","Random",4,"m"
"vlaai","LF",2,"n"
"balsems","LF",2,"n"
"ponmer","Random",4,"m"
"buimen","Pseudo",3,"m"
"sleckte","Pseudo",3,"m"
"ramen","HF",1,"n"
"epaspj","Random",4,"m"
"kront","Pseudo",3,"m"
"ring","HF",1,"n"
"bggyu","Random",4,"m"
"geneigd","HF",1,"n"
"raciaal","LF",2,"n"
"jo'jos","Random",4,"m"
"eignrgb","Random",4,"m"
"maandjes","LF",2,"n"
"moek","Pseudo",3,"m"
"dsael","Random",4,"m"
"spreekt","HF",1,"n"
"ujekde","Random",4,"m"
"deukje","LF",2,"n"
"schatjes","LF",2,"n"
"bdejas","Random",4,"m"
"prijgen","Pseudo",3,"m"
"eirtnprs","Random",4,"m"
"begen","Pseudo",3,"m"
"gelk","Pseudo",3,"m"
"slijper","LF",2,"n"
"rook","HF",1,"n"
"zoosje","Pseudo",3,"m"
"brieven","HF",1,"n"
"gewend","HF",1,"n"
"zwijntje","LF",2,"n"
"narmen","Pseudo",3,"m"
