"stimulus","cond","condition","correct_response"
"dieptes","LF",2,"n"
"kaastig","Pseudo",3,"m"
"lefer","Pseudo",3,"m"
"indands","Pseudo",3,"m"
"bewust","HF",1,"n"
"dijkjes","LF",2,"n"
"avhjcrte","Random",4,"m"
"kaart","HF",1,"n"
"semutjs","Random",4,"m"
"zagen","HF",1,"n"
"polsjes","LF",2,"n"
"ejsdfrui","Random",4,"m"
"sgnjaor","Random",4,"m"
"uiltje","LF",2,"n"
"naabhdar","Random",4,"m"
"plateaus","LF",2,"n"
"lannen","Pseudo",3,"m"
"rgbuej","Random",4,"m"
"salgo","Random",4,"m"
"rook","HF",1,"n"
"volle","HF",1,"n"
"jalf","Pseudo",3,"m"
"irkkujse","Random",4,"m"
"jngiogg","Random",4,"m"
"tnjeesv","Random",4,"m"
"glijbaan","LF",2,"n"
"deurt","Pseudo",3,"m"
"eoggrn","Random",4,"m"
"belder","Pseudo",3,"m"
"hooden","Pseudo",3,"m"
"gedecht","Pseudo",3,"m"
"trsshi","Random",4,"m"
"techniek","HF",1,"n"
"lolly","LF",2,"n"
"aard","HF",1,"n"
"ivignsk","Random",4,"m"
"kelkiej","Random",4,"m"
"userfbf","Random",4,"m"
"vuilbak","LF",2,"n"
"doopsels","LF",2,"n"
"dame","HF",1,"n"
"kanten","HF",1,"n"
"intro","LF",2,"n"
"aelkbjs","Random",4,"m"
"olpshee","Random",4,"m"
"nsesjad","Random",4,"m"
"vage","HF",1,"n"
"staten","HF",1,"n"
"jedselps","Random",4,"m"
"muskiet","LF",2,"n"
"paast","Pseudo",3,"m"
"medoor","Pseudo",3,"m"
"strikjes","LF",2,"n"
"fede","Pseudo",3,"m"
"cazin","Pseudo",3,"m"
"rmuds","Random",4,"m"
"dasbom","Pseudo",3,"m"
"gevekt","Pseudo",3,"m"
"snalling","Pseudo",3,"m"
"wilden","HF",1,"n"
"randjes","LF",2,"n"
"skejtte","Random",4,"m"
"sehrfifs","Random",4,"m"
"binnen","HF",1,"n"
"lorneel","Pseudo",3,"m"
"volkjes","LF",2,"n"
"wirze","Pseudo",3,"m"
"eilavan","Random",4,"m"
"bedjes","LF",2,"n"
"unies","LF",2,"n"
"micro's","LF",2,"n"
"vikings","LF",2,"n"
"zokte","Pseudo",3,"m"
"schos","Pseudo",3,"m"
"dwals","Pseudo",3,"m"
"turnen","LF",2,"n"
"komen","HF",1,"n"
"rollen","HF",1,"n"
"donden","Pseudo",3,"m"
"dangen","Pseudo",3,"m"
"wansen","Pseudo",3,"m"
"houdt","HF",1,"n"
"omedm","Random",4,"m"
"thuis","HF",1,"n"
"twee","HF",1,"n"
"atoornsc","Random",4,"m"
"tnokars","Random",4,"m"
"tnrio","Random",4,"m"
"vroog","Pseudo",3,"m"
"armen","HF",1,"n"
"nachtjes","LF",2,"n"
"wasbeer","LF",2,"n"
"krrame","Random",4,"m"
"helaas","HF",1,"n"
"stopte","HF",1,"n"
"oasj","Random",4,"m"
"sjdenom","Random",4,"m"
"zief","Pseudo",3,"m"
"loodjes","LF",2,"n"
"neius","Random",4,"m"
"eilabs","Random",4,"m"
"soepje","LF",2,"n"
"erkel","Pseudo",3,"m"
"pape","Pseudo",3,"m"
"tseej","Random",4,"m"
"daakt","Pseudo",3,"m"
"rerslait","Random",4,"m"
"riacaal","Random",4,"m"
"nakken","Pseudo",3,"m"
"balies","LF",2,"n"
"smyjpeg","Random",4,"m"
"muilen","LF",2,"n"
"griepje","LF",2,"n"
"boezier","Pseudo",3,"m"
"eiksnjk","Random",4,"m"
"clip","LF",2,"n"
"acts","LF",2,"n"
"drinken","HF",1,"n"
"gemaakt","HF",1,"n"
"slede","LF",2,"n"
"krijgen","HF",1,"n"
"jipelss","Random",4,"m"
"leegten","LF",2,"n"
"gamma's","LF",2,"n"
"kalp","Pseudo",3,"m"
"olkracht","Pseudo",3,"m"
"alde","Pseudo",3,"m"
"gebruik","HF",1,"n"
"tizjwnje","Random",4,"m"
"honden","HF",1,"n"
"gommen","LF",2,"n"
"wendde","HF",1,"n"
"barons","LF",2,"n"
"deimje","Random",4,"m"
"krokus","LF",2,"n"
"verder","HF",1,"n"
"borstje","LF",2,"n"
"macho","LF",2,"n"
"vruchtje","LF",2,"n"
"beeke","Pseudo",3,"m"
"doont","Pseudo",3,"m"
"bekeek","HF",1,"n"
"slinke","Pseudo",3,"m"
"tonijn","LF",2,"n"
"sfa'os","Random",4,"m"
"buggy","LF",2,"n"
"klaproos","LF",2,"n"
"zich","HF",1,"n"
"frames","LF",2,"n"
"links","HF",1,"n"
"tocht","HF",1,"n"
"dond","Pseudo",3,"m"
"leed","HF",1,"n"
"ugrteje","Random",4,"m"
"hoeft","HF",1,"n"
"spiertje","LF",2,"n"
"maadden","Pseudo",3,"m"
"locynco","Random",4,"m"
"bemen","Pseudo",3,"m"
"steags","Random",4,"m"
"wratjes","LF",2,"n"
"kriegt","Pseudo",3,"m"
"szza'ip","Random",4,"m"
"schaats","LF",2,"n"
"seten","Pseudo",3,"m"
"ofpsr","Random",4,"m"
"winter","HF",1,"n"
"ijlfo","Random",4,"m"
"syndeem","Pseudo",3,"m"
"gepad","Pseudo",3,"m"
"bijzin","LF",2,"n"
"eroot","Pseudo",3,"m"
"vrees","HF",1,"n"
"gestuurd","HF",1,"n"
"borst","HF",1,"n"
"koortje","LF",2,"n"
"wuid","Pseudo",3,"m"
"jojo's","LF",2,"n"
"kuste","HF",1,"n"
"lshjpeu","Random",4,"m"
"sultans","LF",2,"n"
"dankbaar","HF",1,"n"
"geurtje","LF",2,"n"
"aand","Pseudo",3,"m"
"meker","Pseudo",3,"m"
"jooi","Pseudo",3,"m"
"cartoons","LF",2,"n"
"slaebl","Random",4,"m"
"sneeuw","HF",1,"n"
"zomer","HF",1,"n"
"park","HF",1,"n"
"diva","LF",2,"n"
"koevoet","LF",2,"n"
"ontstaat","HF",1,"n"
"forums","LF",2,"n"
"haven","HF",1,"n"
"zweepjes","LF",2,"n"
"tassach","Random",4,"m"
"volgens","HF",1,"n"
"belpt","Pseudo",3,"m"
"pdteies","Random",4,"m"
"veertien","HF",1,"n"
"vaklui","LF",2,"n"
"utjbrue","Random",4,"m"
"vlaaien","LF",2,"n"
"terrein","HF",1,"n"
"enrdoos","Random",4,"m"
"jroteok","Random",4,"m"
"atsfje","Random",4,"m"
"mist","HF",1,"n"
"etters","LF",2,"n"
"keer","HF",1,"n"
"tandje","LF",2,"n"
"inhoud","HF",1,"n"
"lmabus","Random",4,"m"
"'gantos","Random",4,"m"
"verdand","Pseudo",3,"m"
"sgao't","Random",4,"m"
"vrochten","Pseudo",3,"m"
"leiten","Pseudo",3,"m"
"geleigd","Pseudo",3,"m"
"merkt","HF",1,"n"
"vogel","HF",1,"n"
"krachtig","HF",1,"n"
"pakte","HF",1,"n"
"gezas","Pseudo",3,"m"
"apkjse","Random",4,"m"
"dames","HF",1,"n"
"albums","LF",2,"n"
"werking","HF",1,"n"
"hoeten","Pseudo",3,"m"
"andslaa","Random",4,"m"
"ontwerp","HF",1,"n"
"pauzen","LF",2,"n"
"berder","Pseudo",3,"m"
"wrontig","Pseudo",3,"m"
"ceptuur","Pseudo",3,"m"
"loed","Pseudo",3,"m"
"bomen","HF",1,"n"
"banden","HF",1,"n"
