"stimulus","cond","condition","correct_response"
"eijlks","Random",4,"m"
"belder","Pseudo",3,"m"
"hulpjes","LF",2,"n"
"solpejs","Random",4,"m"
"meetlat","LF",2,"n"
"laler","Pseudo",3,"m"
"otters","LF",2,"n"
"mijn","HF",1,"n"
"dijkjes","LF",2,"n"
"iejfde","Random",4,"m"
"zeefje","LF",2,"n"
"warme","HF",1,"n"
"ueedjnts","Random",4,"m"
"beloofd","HF",1,"n"
"bevaalt","Pseudo",3,"m"
"hening","Pseudo",3,"m"
"ldosoje","Random",4,"m"
"deurt","Pseudo",3,"m"
"slipjes","LF",2,"n"
"item","LF",2,"n"
"leuk","HF",1,"n"
"zooie","Pseudo",3,"m"
"meidde","Pseudo",3,"m"
"zoon","HF",1,"n"
"rgaif","Random",4,"m"
"aantal","HF",1,"n"
"vier","HF",1,"n"
"begint","HF",1,"n"
"spaties","LF",2,"n"
"toch","HF",1,"n"
"bloed","HF",1,"n"
"dielen","Pseudo",3,"m"
"ookten","Pseudo",3,"m"
"kezens","Pseudo",3,"m"
"hoemen","Pseudo",3,"m"
"oesjnets","Random",4,"m"
"sfa'os","Random",4,"m"
"tmjaes","Random",4,"m"
"scat","Random",4,"m"
"wimper","LF",2,"n"
"drij","Pseudo",3,"m"
"aardbei","LF",2,"n"
"fgsueejl","Random",4,"m"
"muskiet","LF",2,"n"
"beuden","Pseudo",3,"m"
"nmoerts","Random",4,"m"
"niks","HF",1,"n"
"tankjes","LF",2,"n"
"blondjes","LF",2,"n"
"borstje","LF",2,"n"
"schebe","Pseudo",3,"m"
"keeltje","LF",2,"n"
"tende","Pseudo",3,"m"
"binnen","HF",1,"n"
"deel","HF",1,"n"
"bruine","HF",1,"n"
"afses","Random",4,"m"
"liggen","HF",1,"n"
"alsof","HF",1,"n"
"ttejru","Random",4,"m"
"liep","HF",1,"n"
"eiljtwed","Random",4,"m"
"wormpjes","LF",2,"n"
"begen","Pseudo",3,"m"
"groepen","HF",1,"n"
"krant","HF",1,"n"
"graf","HF",1,"n"
"smalle","HF",1,"n"
"wjzetere","Random",4,"m"
"rijden","HF",1,"n"
"mail","LF",2,"n"
"verbeld","Pseudo",3,"m"
"grootte","HF",1,"n"
"gerul","Pseudo",3,"m"
"jeeg","Pseudo",3,"m"
"stortbui","LF",2,"n"
"klaproos","LF",2,"n"
"bechte","Pseudo",3,"m"
"sekjne","Random",4,"m"
"rede","HF",1,"n"
"lieverds","LF",2,"n"
"leept","Pseudo",3,"m"
"zwaar","HF",1,"n"
"vezig","Pseudo",3,"m"
"goeie","HF",1,"n"
"crbesoh","Random",4,"m"
"eitujl","Random",4,"m"
"horgen","Pseudo",3,"m"
"waar","HF",1,"n"
"jatkalwe","Random",4,"m"
"deuntjes","LF",2,"n"
"vijken","Pseudo",3,"m"
"vosje","LF",2,"n"
"markt","HF",1,"n"
"beus","Pseudo",3,"m"
"bestuur","HF",1,"n"
"musje","LF",2,"n"
"koetje","LF",2,"n"
"kenk","Pseudo",3,"m"
"wasbeer","LF",2,"n"
"gevoerd","HF",1,"n"
"broeg","Pseudo",3,"m"
"zuiltjes","LF",2,"n"
"lbuvaki","Random",4,"m"
"krachten","HF",1,"n"
"graadje","LF",2,"n"
"dikke","HF",1,"n"
"vaasjes","LF",2,"n"
"klerde","Pseudo",3,"m"
"olaavc","Random",4,"m"
"party's","LF",2,"n"
"ortste","Pseudo",3,"m"
"mondim","Pseudo",3,"m"
"kaasjes","LF",2,"n"
"lelen","Pseudo",3,"m"
"duifjes","LF",2,"n"
"sleetje","LF",2,"n"
"mitting","Pseudo",3,"m"
"bezoel","Pseudo",3,"m"
"mouwtjes","LF",2,"n"
"uaijn","Random",4,"m"
"eroot","Pseudo",3,"m"
"besteed","HF",1,"n"
"bemen","Pseudo",3,"m"
"slon","Pseudo",3,"m"
"games","LF",2,"n"
"erdesl","Random",4,"m"
"piemels","LF",2,"n"
"zolf","Pseudo",3,"m"
"zalfje","LF",2,"n"
"spuitjes","LF",2,"n"
"streek","HF",1,"n"
"puistje","LF",2,"n"
"oasj","Random",4,"m"
"keeewjs","Random",4,"m"
"ewekrsk","Random",4,"m"
"paarden","HF",1,"n"
"strijd","HF",1,"n"
"ejrhtas","Random",4,"m"
"kicht","Pseudo",3,"m"
"jeefets","Random",4,"m"
"groeien","HF",1,"n"
"selder","LF",2,"n"
"aand","Pseudo",3,"m"
"omedm","Random",4,"m"
"cash","LF",2,"n"
"mocht","HF",1,"n"
"wratjes","LF",2,"n"
"lijpt","Pseudo",3,"m"
"staren","HF",1,"n"
"doer","Pseudo",3,"m"
"meima","Pseudo",3,"m"
"trtsersa","Random",4,"m"
"toegang","HF",1,"n"
"zuiltje","LF",2,"n"
"balies","LF",2,"n"
"rerslait","Random",4,"m"
"vraagjes","LF",2,"n"
"prsuten","Random",4,"m"
"april","HF",1,"n"
"jekoops","Random",4,"m"
"steert","Pseudo",3,"m"
