"stimulus","cond","condition","correct_response"
"boest","Pseudo",3,"m"
"flipper","LF",2,"n"
"accent","HF",1,"n"
"vermeld","HF",1,"n"
"zinnen","HF",1,"n"
"factor","HF",1,"n"
"buizerds","LF",2,"n"
"bedoel","HF",1,"n"
"verdrok","Pseudo",3,"m"
"fuiven","LF",2,"n"
"bier","HF",1,"n"
"duurde","HF",1,"n"
"ervoor","HF",1,"n"
"sloeg","HF",1,"n"
"vrouwen","HF",1,"n"
"arts","HF",1,"n"
"iezer","Pseudo",3,"m"
"hockey","LF",2,"n"
"faten","Pseudo",3,"m"
"baag","Pseudo",3,"m"
"neesztjo","Random",4,"m"
"toontjes","LF",2,"n"
"dikkerds","LF",2,"n"
"desserts","LF",2,"n"
"mivoor","Pseudo",3,"m"
"gelocht","Pseudo",3,"m"
"voont","Pseudo",3,"m"
"jroteok","Random",4,"m"
"stuur","HF",1,"n"
"luid","HF",1,"n"
"sultans","LF",2,"n"
"blondjes","LF",2,"n"
"afses","Random",4,"m"
"clisas","Pseudo",3,"m"
"saren","Pseudo",3,"m"
"nergens","HF",1,"n"
"rolkraag","LF",2,"n"
"paak","Pseudo",3,"m"
"vraagjes","LF",2,"n"
"schatjes","LF",2,"n"
"gfsalnig","Random",4,"m"
"tteser","Random",4,"m"
"iaml","Random",4,"m"
"besje","LF",2,"n"
"neem","HF",1,"n"
"gemal","Pseudo",3,"m"
"stofjes","LF",2,"n"
"pasta's","LF",2,"n"
"cekker","Pseudo",3,"m"
"zebra's","LF",2,"n"
"oarcrtts","Random",4,"m"
"meter","HF",1,"n"
"luttig","Pseudo",3,"m"
"ojjo","Random",4,"m"
"bevaalt","Pseudo",3,"m"
"verboor","Pseudo",3,"m"
"voodden","Pseudo",3,"m"
"sgjkreoe","Random",4,"m"
"ashc","Random",4,"m"
"spolen","Pseudo",3,"m"
"hadden","HF",1,"n"
"smalel","Pseudo",3,"m"
"fauna's","LF",2,"n"
"dnoser","Random",4,"m"
"hekjes","LF",2,"n"
"termijn","HF",1,"n"
"deals","LF",2,"n"
"lieuws","Pseudo",3,"m"
"zoter","Pseudo",3,"m"
"dintraal","Pseudo",3,"m"
"minaag","Pseudo",3,"m"
"bestemd","HF",1,"n"
"lbuvaki","Random",4,"m"
"rgaif","Random",4,"m"
"keeltje","LF",2,"n"
"naabhdar","Random",4,"m"
"iejlvegs","Random",4,"m"
"rvwesie","Random",4,"m"
"ismeukt","Random",4,"m"
"vijg","LF",2,"n"
"vaid","Random",4,"m"
"proces","HF",1,"n"
"lshjpeu","Random",4,"m"
"ienuml","Random",4,"m"
"begrijp","HF",1,"n"
"mogel","Pseudo",3,"m"
"zwart","HF",1,"n"
"scanners","LF",2,"n"
"zwarm","Pseudo",3,"m"
"procent","HF",1,"n"
"vertel","HF",1,"n"
"warten","Pseudo",3,"m"
"vandaan","HF",1,"n"
"zuiltjes","LF",2,"n"
"kezens","Pseudo",3,"m"
"speldjes","LF",2,"n"
"huid","HF",1,"n"
"roonde","Pseudo",3,"m"
"slon","Pseudo",3,"m"
"snuitje","LF",2,"n"
"us'cac","Random",4,"m"
"dieper","HF",1,"n"
"obojegs","Random",4,"m"
"ldosoje","Random",4,"m"
"mahstec","Random",4,"m"
"rukwind","LF",2,"n"
"rinden","Pseudo",3,"m"
"gact","Pseudo",3,"m"
"twijgje","LF",2,"n"
"amme","Pseudo",3,"m"
"leven","HF",1,"n"
"sogdaal","Pseudo",3,"m"
"tolgen","Pseudo",3,"m"
"moeslijk","Pseudo",3,"m"
"aankeen","Pseudo",3,"m"
"sinds","HF",1,"n"
"immers","HF",1,"n"
"luikjes","LF",2,"n"
"kunnen","HF",1,"n"
"stortbui","LF",2,"n"
"kruikjes","LF",2,"n"
"andslaa","Random",4,"m"
"recht","HF",1,"n"
"bggyu","Random",4,"m"
"eirtsn","Random",4,"m"
"blinnen","Pseudo",3,"m"
"klopt","HF",1,"n"
"stekel","LF",2,"n"
"cola's","LF",2,"n"
"uaijn","Random",4,"m"
"glijbaan","LF",2,"n"
"slaebl","Random",4,"m"
"oosten","HF",1,"n"
"schaapje","LF",2,"n"
"honger","HF",1,"n"
"etlens","Random",4,"m"
"ejlztise","Random",4,"m"
"rjteiefs","Random",4,"m"
"polo","LF",2,"n"
"voordeel","HF",1,"n"
"jacket","LF",2,"n"
"vruchtje","LF",2,"n"
"emjsite","Random",4,"m"
"treintje","LF",2,"n"
"vinter","Pseudo",3,"m"
"krrame","Random",4,"m"
"deanbjr","Random",4,"m"
"buim","Pseudo",3,"m"
"schrak","Pseudo",3,"m"
"hartjes","LF",2,"n"
"advies","HF",1,"n"
"izobsn","Random",4,"m"
"binnen","HF",1,"n"
"rally","LF",2,"n"
"wjzetere","Random",4,"m"
"minst","HF",1,"n"
"eteljs","Random",4,"m"
"eiden","Pseudo",3,"m"
"tellers","LF",2,"n"
"snepnlo","Random",4,"m"
"uetijps","Random",4,"m"
"dansjes","LF",2,"n"
"spitcrs","Random",4,"m"
"renking","Pseudo",3,"m"
"borsten","HF",1,"n"
"zitten","HF",1,"n"
"sfeen","Pseudo",3,"m"
"paak","Pseudo",3,"m"
"vliessej","Random",4,"m"
"vorm","HF",1,"n"
"plateaus","LF",2,"n"
"gevoel","HF",1,"n"
"cange","Pseudo",3,"m"
"begin","HF",1,"n"
"sleetje","LF",2,"n"
"letsels","LF",2,"n"
"richting","HF",1,"n"
"tikker","LF",2,"n"
"dis'soc","Random",4,"m"
"zien","HF",1,"n"
"okjres","Random",4,"m"
"edbjsonl","Random",4,"m"
"sliep","HF",1,"n"
"wekkers","LF",2,"n"
"ajewts","Random",4,"m"
"berast","Pseudo",3,"m"
"soepkom","LF",2,"n"
"locynco","Random",4,"m"
"vrije","HF",1,"n"
"blat","Pseudo",3,"m"
"besaald","Pseudo",3,"m"
"sekjne","Random",4,"m"
"wratjes","LF",2,"n"
"juffrouw","HF",1,"n"
"ovkoeet","Random",4,"m"
"trsshi","Random",4,"m"
"sutilpor","Random",4,"m"
"vingers","HF",1,"n"
"o'smott","Random",4,"m"
"poepje","LF",2,"n"
"gooide","HF",1,"n"
"sfeer","HF",1,"n"
"zaak","HF",1,"n"
"belin","Pseudo",3,"m"
"kloofjes","LF",2,"n"
"jngiogg","Random",4,"m"
"ltdea's","Random",4,"m"
"strag","Pseudo",3,"m"
"skertjui","Random",4,"m"
"oopt","Pseudo",3,"m"
"jopje","Pseudo",3,"m"
"jongens","HF",1,"n"
"apteer","Pseudo",3,"m"
"goudstuk","LF",2,"n"
"vlaktes","LF",2,"n"
"brof","Pseudo",3,"m"
"klotte","Pseudo",3,"m"
"nksiert","Random",4,"m"
"rerslait","Random",4,"m"
"noende","Pseudo",3,"m"
"ietm","Random",4,"m"
"arrsad","Random",4,"m"
"dringen","HF",1,"n"
"kunst","HF",1,"n"
"biscuit","LF",2,"n"
"derken","Pseudo",3,"m"
"vraagt","HF",1,"n"
"serpent","LF",2,"n"
"o'usd","Random",4,"m"
"leeding","Pseudo",3,"m"
"beus","Pseudo",3,"m"
"krokus","LF",2,"n"
"tonijn","LF",2,"n"
"panty's","LF",2,"n"
"keste","Pseudo",3,"m"
"niet","HF",1,"n"
"mesjes","LF",2,"n"
"sprake","HF",1,"n"
"rond","HF",1,"n"
"haarband","LF",2,"n"
