"stimulus","cond","condition","correct_response"
"voel","HF",1,"n"
"surfen","LF",2,"n"
"trtsseek","Random",4,"m"
"vikings","LF",2,"n"
"denkt","HF",1,"n"
"keeltje","LF",2,"n"
"dsael","Random",4,"m"
"zombie","LF",2,"n"
"jansara","Random",4,"m"
"nagjabil","Random",4,"m"
"spurten","LF",2,"n"
"behoort","HF",1,"n"
"genoemd","HF",1,"n"
"onilost","Random",4,"m"
"voort","HF",1,"n"
"ruersfs","Random",4,"m"
"rijder","LF",2,"n"
"erkel","Pseudo",3,"m"
"hield","HF",1,"n"
"eoggrn","Random",4,"m"
"vleesmes","LF",2,"n"
"loorden","Pseudo",3,"m"
"delta's","LF",2,"n"
"vlaktes","LF",2,"n"
"meetlat","LF",2,"n"
"badjes","LF",2,"n"
"zitten","HF",1,"n"
"snajaled","Random",4,"m"
"besje","LF",2,"n"
"woeie","Pseudo",3,"m"
"oarcrtts","Random",4,"m"
"tevens","HF",1,"n"
"hoek","HF",1,"n"
"vreemde","HF",1,"n"
"leden","HF",1,"n"
"vreles","Random",4,"m"
"ejsdfrui","Random",4,"m"
"frames","LF",2,"n"
"iaml","Random",4,"m"
"eerzet","Pseudo",3,"m"
"stroof","Pseudo",3,"m"
"bezoek","HF",1,"n"
"gifslang","LF",2,"n"
"begen","Pseudo",3,"m"
"pastoor","HF",1,"n"
"brop","Pseudo",3,"m"
"zijde","HF",1,"n"
"kelkiej","Random",4,"m"
"dichter","HF",1,"n"
"ipystt","Random",4,"m"
"uentttr","Random",4,"m"
"robtu","Random",4,"m"
"simgkons","Random",4,"m"
"lijk","HF",1,"n"
"hcmoa","Random",4,"m"
"berder","Pseudo",3,"m"
"prijzen","HF",1,"n"
"jvejtli","Random",4,"m"
"sauan's","Random",4,"m"
"roord","Pseudo",3,"m"
"duizend","HF",1,"n"
"'artyps","Random",4,"m"
"gengde","Pseudo",3,"m"
"plek","HF",1,"n"
"rekkit","Random",4,"m"
"menter","Pseudo",3,"m"
"soepje","LF",2,"n"
"bijpen","Pseudo",3,"m"
"stortbui","LF",2,"n"
"esjmse","Random",4,"m"
"alders","Pseudo",3,"m"
"gieve","Pseudo",3,"m"
"ijsbeer","LF",2,"n"
"neusjes","LF",2,"n"
"trollen","LF",2,"n"
"galgen","LF",2,"n"
"ttejru","Random",4,"m"
"stenker","Pseudo",3,"m"
"vergiet","LF",2,"n"
"taluepas","Random",4,"m"
"daarop","HF",1,"n"
"weirig","Pseudo",3,"m"
"mond","HF",1,"n"
"moekten","Pseudo",3,"m"
"nksiert","Random",4,"m"
"gouden","HF",1,"n"
"eddal","Random",4,"m"
"zelf","HF",1,"n"
"sliep","HF",1,"n"
"voeft","Pseudo",3,"m"
"gelud","Pseudo",3,"m"
"goudstuk","LF",2,"n"
"staken","HF",1,"n"
"zangen","LF",2,"n"
"vertoont","HF",1,"n"
"vonkjes","LF",2,"n"
"sjersoo","Random",4,"m"
"proton","LF",2,"n"
"kroegjes","LF",2,"n"
"broot","Pseudo",3,"m"
"keed","Pseudo",3,"m"
"ilwotfo","Random",4,"m"
"broubens","Pseudo",3,"m"
"subies","Pseudo",3,"m"
"niks","HF",1,"n"
"ltejeiw","Random",4,"m"
"drukte","HF",1,"n"
"lijten","Pseudo",3,"m"
"schatjes","LF",2,"n"
"trok","HF",1,"n"
"missen","HF",1,"n"
"oopl","Random",4,"m"
"eivnfu","Random",4,"m"
"werkmaas","Pseudo",3,"m"
"erbij","HF",1,"n"
"borst","HF",1,"n"
"kaastig","Pseudo",3,"m"
"moeizaam","HF",1,"n"
"sebje","Random",4,"m"
"koom","Pseudo",3,"m"
"eiden","Pseudo",3,"m"
"kleiren","Pseudo",3,"m"
"slipper","LF",2,"n"
"meester","HF",1,"n"
"kassiers","LF",2,"n"
"bowling","LF",2,"n"
"trol","LF",2,"n"
"haamde","Pseudo",3,"m"
"plaats","HF",1,"n"
"setje","LF",2,"n"
"forums","LF",2,"n"
"tuin","HF",1,"n"
"vlokjes","LF",2,"n"
"bongen","Pseudo",3,"m"
"tango's","LF",2,"n"
"jgdraae","Random",4,"m"
"sgao't","Random",4,"m"
"uuagrk","Random",4,"m"
"nabij","HF",1,"n"
"erger","HF",1,"n"
"anders","HF",1,"n"
"bewaard","HF",1,"n"
"farder","Pseudo",3,"m"
"werkzaam","HF",1,"n"
"item","LF",2,"n"
"ruim","HF",1,"n"
"plateaus","LF",2,"n"
"ijgv","Random",4,"m"
"karoolsp","Random",4,"m"
"haad","Pseudo",3,"m"
"hatte","Pseudo",3,"m"
"bamp","Pseudo",3,"m"
"izobsn","Random",4,"m"
"mjlisne","Random",4,"m"
"bevel","HF",1,"n"
"vijl","LF",2,"n"
"crbesoh","Random",4,"m"
"egen","Pseudo",3,"m"
"naus","Pseudo",3,"m"
"doordan","Pseudo",3,"m"
"lassers","LF",2,"n"
"ritsen","LF",2,"n"
"doon","Pseudo",3,"m"
"kurwndi","Random",4,"m"
"muiltje","LF",2,"n"
"ocsrotes","Random",4,"m"
"eiljtwed","Random",4,"m"
"rechten","HF",1,"n"
"tetozn","Random",4,"m"
"pilsjes","LF",2,"n"
"koft","Pseudo",3,"m"
"balies","LF",2,"n"
"nekjes","LF",2,"n"
"ewekrsk","Random",4,"m"
"npisjers","Random",4,"m"
"pavroot","Pseudo",3,"m"
"hitte","HF",1,"n"
"erop","HF",1,"n"
"broer","HF",1,"n"
"druifjes","LF",2,"n"
"aanbol","Pseudo",3,"m"
"stees","Pseudo",3,"m"
"hermen","Pseudo",3,"m"
"primeurs","LF",2,"n"
"tissen","Pseudo",3,"m"
"zoutvat","LF",2,"n"
"bepaalt","HF",1,"n"
"schadar","Pseudo",3,"m"
"lenger","Pseudo",3,"m"
"sleetje","LF",2,"n"
"beste","HF",1,"n"
"koetje","LF",2,"n"
"deze","HF",1,"n"
"bezig","HF",1,"n"
"lmabus","Random",4,"m"
"schoden","Pseudo",3,"m"
"etubrls","Random",4,"m"
"etlens","Random",4,"m"
"unies","LF",2,"n"
"laler","Pseudo",3,"m"
"hoogste","HF",1,"n"
"deukje","LF",2,"n"
"valt","HF",1,"n"
"usjesne","Random",4,"m"
"blijgen","Pseudo",3,"m"
"bekjes","LF",2,"n"
"bliemen","Pseudo",3,"m"
"lamen","Pseudo",3,"m"
"banden","HF",1,"n"
"jeer","Pseudo",3,"m"
"asbbalel","Random",4,"m"
"strippen","LF",2,"n"
"ssuaqh","Random",4,"m"
"gebeurt","HF",1,"n"
"ming","Pseudo",3,"m"
"obojegs","Random",4,"m"
"verslag","HF",1,"n"
"trailers","LF",2,"n"
"kraker","LF",2,"n"
"eiksnjk","Random",4,"m"
"zegt","HF",1,"n"
"gidsje","LF",2,"n"
"vaasjes","LF",2,"n"
"inhoud","HF",1,"n"
"ulswar","Random",4,"m"
"werk","HF",1,"n"
"skejtte","Random",4,"m"
"bestapt","Pseudo",3,"m"
"gegt","Pseudo",3,"m"
"vosje","LF",2,"n"
"eplukk","Random",4,"m"
"slucht","Pseudo",3,"m"
"jlkeikes","Random",4,"m"
"volkjes","LF",2,"n"
"leter","Pseudo",3,"m"
"papjes","LF",2,"n"
"verliefd","HF",1,"n"
"acarabne","Random",4,"m"
"breeg","Pseudo",3,"m"
"tatel","Pseudo",3,"m"
