"stimulus","cond","condition","correct_response"
"krechten","Pseudo",3,"m"
"fraat","Pseudo",3,"m"
"kwirt","Pseudo",3,"m"
"eiljtwed","Random",4,"m"
"poema's","LF",2,"n"
"koetje","LF",2,"n"
"feest","HF",1,"n"
"haantjes","LF",2,"n"
"terrein","HF",1,"n"
"popcorn","LF",2,"n"
"straks","HF",1,"n"
"slaren","Pseudo",3,"m"
"stanen","Pseudo",3,"m"
"verkeer","HF",1,"n"
"verdient","HF",1,"n"
"fetssoj","Random",4,"m"
"smiert","Random",4,"m"
"zaak","HF",1,"n"
"wratje","LF",2,"n"
"ribeuzd","Random",4,"m"
"crbesoh","Random",4,"m"
"tespja","Random",4,"m"
"jeefets","Random",4,"m"
"tekstje","LF",2,"n"
"tjszie","Random",4,"m"
"lange","HF",1,"n"
"ueedjnts","Random",4,"m"
"eeejlutw","Random",4,"m"
"roopt","Pseudo",3,"m"
"cola's","LF",2,"n"
"fijn","HF",1,"n"
"paak","Pseudo",3,"m"
"hoop","HF",1,"n"
"forums","LF",2,"n"
"stafje","LF",2,"n"
"proton","LF",2,"n"
"ontplaat","Pseudo",3,"m"
"doopsels","LF",2,"n"
"sponsen","LF",2,"n"
"gestegd","Pseudo",3,"m"
"naabhdar","Random",4,"m"
"bongen","Pseudo",3,"m"
"satten","Pseudo",3,"m"
"o'mpaes","Random",4,"m"
"tfsroac","Random",4,"m"
"lelen","Pseudo",3,"m"
"nekjes","LF",2,"n"
"aktes","LF",2,"n"
"gidsje","LF",2,"n"
"bergen","HF",1,"n"
"scooters","LF",2,"n"
"nstuts","Random",4,"m"
"geluk","HF",1,"n"
"bedjes","LF",2,"n"
"monste","Pseudo",3,"m"
"gevoomd","Pseudo",3,"m"
"storm","HF",1,"n"
"jfwole","Random",4,"m"
"flipper","LF",2,"n"
"vrerde","Pseudo",3,"m"
"sprong","HF",1,"n"
"moord","HF",1,"n"
"gefeurd","Pseudo",3,"m"
"meukje","Pseudo",3,"m"
"tolgen","Pseudo",3,"m"
"rolluik","LF",2,"n"
"zeefje","LF",2,"n"
"geraakt","HF",1,"n"
"meter","HF",1,"n"
"ztwjanae","Random",4,"m"
"omedm","Random",4,"m"
"nestjes","LF",2,"n"
"eiksnjk","Random",4,"m"
"ocsrotes","Random",4,"m"
"dieren","HF",1,"n"
"broeg","Pseudo",3,"m"
"tumors","LF",2,"n"
"npdia","Random",4,"m"
"verdoep","Pseudo",3,"m"
"iiznjb","Random",4,"m"
"nieuwe","HF",1,"n"
"fede","Pseudo",3,"m"
"kilms","Pseudo",3,"m"
"coupon","LF",2,"n"
"prosact","Pseudo",3,"m"
"zomer","HF",1,"n"
"rends","Pseudo",3,"m"
"rseart","Random",4,"m"
"kstwadan","Random",4,"m"
"stijt","Pseudo",3,"m"
"deel","HF",1,"n"
"truitjes","LF",2,"n"
"doeder","Pseudo",3,"m"
"taluepas","Random",4,"m"
"rioeer","Random",4,"m"
"salgo","Random",4,"m"
"peinten","Pseudo",3,"m"
"normen","HF",1,"n"
"klopte","HF",1,"n"
"brede","HF",1,"n"
"euiltjzs","Random",4,"m"
"jury's","LF",2,"n"
"clip","LF",2,"n"
