"stimulus","cond","condition","correct_response"
"lastig","HF",1,"n"
"popcorn","LF",2,"n"
"roggen","LF",2,"n"
"edbjsonl","Random",4,"m"
"rvdliees","Random",4,"m"
"glijbaan","LF",2,"n"
"scheben","Pseudo",3,"m"
"hillen","Pseudo",3,"m"
"vier","HF",1,"n"
"schons","Pseudo",3,"m"
"schaats","LF",2,"n"
"wors","Pseudo",3,"m"
"npisjers","Random",4,"m"
"inhoud","HF",1,"n"
"uiteen","HF",1,"n"
"pemdrja","Random",4,"m"
"solpejs","Random",4,"m"
"cobra's","LF",2,"n"
"jooi","Pseudo",3,"m"
"neius","Random",4,"m"
"prooien","LF",2,"n"
"uiltje","LF",2,"n"
"broeg","Pseudo",3,"m"
"usfren","Random",4,"m"
"krijg","HF",1,"n"
"rvwesie","Random",4,"m"
"anncesrs","Random",4,"m"
"prsuten","Random",4,"m"
"eerder","HF",1,"n"
"huimen","Pseudo",3,"m"
"dames","HF",1,"n"
"redden","HF",1,"n"
"sliem","Pseudo",3,"m"
"kollens","Pseudo",3,"m"
"slamen","Pseudo",3,"m"
"tnjoteso","Random",4,"m"
"zwas","Pseudo",3,"m"
"ejsdfrui","Random",4,"m"
"slaebl","Random",4,"m"
"randjes","LF",2,"n"
"egams","Random",4,"m"
"ajsped","Random",4,"m"
"mlione","Random",4,"m"
"kijn","Pseudo",3,"m"
"kraker","LF",2,"n"
"ligt","HF",1,"n"
"gele","HF",1,"n"
"vloee","Pseudo",3,"m"
"sebje","Random",4,"m"
"prappen","Pseudo",3,"m"
"moeten","HF",1,"n"
"jkbees","Random",4,"m"
"irkkujse","Random",4,"m"
"eerjtlku","Random",4,"m"
"seenstj","Random",4,"m"
"aand","Pseudo",3,"m"
"jfwole","Random",4,"m"
"fipts","Pseudo",3,"m"
"erkst","Pseudo",3,"m"
"buizerds","LF",2,"n"
"zaak","HF",1,"n"
"desserts","LF",2,"n"
"atsfje","Random",4,"m"
"leegten","LF",2,"n"
"geschikt","HF",1,"n"
"twijgje","LF",2,"n"
"ritsen","LF",2,"n"
"tellen","HF",1,"n"
"rief","Pseudo",3,"m"
"dodent","Pseudo",3,"m"
"malen","HF",1,"n"
"olijf","LF",2,"n"
"mixers","LF",2,"n"
"verlies","HF",1,"n"
"userfbf","Random",4,"m"
"punk","LF",2,"n"
"vliesjes","LF",2,"n"
"coudt","Pseudo",3,"m"
"deek","Pseudo",3,"m"
"olrt","Random",4,"m"
"medoor","Pseudo",3,"m"
"apteer","Pseudo",3,"m"
"koedend","Pseudo",3,"m"
"buizerd","LF",2,"n"
"lmabus","Random",4,"m"
"trjeoo","Random",4,"m"
"spatels","LF",2,"n"
"sturen","HF",1,"n"
"aktcer","Random",4,"m"
"klapjes","LF",2,"n"
"motto's","LF",2,"n"
"eddal","Random",4,"m"
"treden","HF",1,"n"
"lelen","Pseudo",3,"m"
"drumstel","LF",2,"n"
"brak","HF",1,"n"
"ocsrotes","Random",4,"m"
"geur","HF",1,"n"
"panters","LF",2,"n"
"gleufjes","LF",2,"n"
"zending","HF",1,"n"
"fauna's","LF",2,"n"
"tteser","Random",4,"m"
"rondom","HF",1,"n"
"wijntjes","LF",2,"n"
"broee","Pseudo",3,"m"
"zwakke","HF",1,"n"
"kemen","Pseudo",3,"m"
"skertjui","Random",4,"m"
"slkovje","Random",4,"m"
"lbuvaki","Random",4,"m"
"even","HF",1,"n"
"gevraald","Pseudo",3,"m"
"groepen","HF",1,"n"
"rgaif","Random",4,"m"
"hoofdzin","LF",2,"n"
"meent","HF",1,"n"
"o'mpaes","Random",4,"m"
"lokter","Pseudo",3,"m"
"kleine","HF",1,"n"
"jonteohr","Random",4,"m"
"aard","HF",1,"n"
"pinda","LF",2,"n"
"bouden","Pseudo",3,"m"
"korfbal","LF",2,"n"
"duurt","HF",1,"n"
"nieuw","HF",1,"n"
"dintraal","Pseudo",3,"m"
"bieg","Pseudo",3,"m"
"wirze","Pseudo",3,"m"
"moed","HF",1,"n"
"zoek","HF",1,"n"
"sandaal","LF",2,"n"
"bloot","HF",1,"n"
"druifjes","LF",2,"n"
"ernaar","HF",1,"n"
"tridiek","Pseudo",3,"m"
"heet","HF",1,"n"
"seorbt","Random",4,"m"
"dsgktuuo","Random",4,"m"
"hemel","HF",1,"n"
"destijds","HF",1,"n"
"uklliro","Random",4,"m"
"ltejeiw","Random",4,"m"
"trots","HF",1,"n"
"sheriffs","LF",2,"n"
"galgen","LF",2,"n"
"kiezen","HF",1,"n"
"orgels","LF",2,"n"
"vertrok","HF",1,"n"
"emters","Pseudo",3,"m"
"broog","Pseudo",3,"m"
"attemle","Random",4,"m"
"rteawj","Random",4,"m"
"fuder","Pseudo",3,"m"
"lorte","Pseudo",3,"m"
"zeer","HF",1,"n"
"maagten","Pseudo",3,"m"
"jargons","LF",2,"n"
"ortocds","Random",4,"m"
"zweertje","LF",2,"n"
"wegen","HF",1,"n"
"hals","HF",1,"n"
"gfsalnig","Random",4,"m"
"geven","HF",1,"n"
"ksejeup","Random",4,"m"
"ribeuzd","Random",4,"m"
"dmjeaasn","Random",4,"m"
"hiek","Pseudo",3,"m"
"autist","LF",2,"n"
"bevat","HF",1,"n"
"lotions","LF",2,"n"
"gezicht","HF",1,"n"
"gulden","HF",1,"n"
"ortste","Pseudo",3,"m"
"ceptuur","Pseudo",3,"m"
"scheben","Pseudo",3,"m"
"tavztou","Random",4,"m"
"lryla","Random",4,"m"
"daarman","Pseudo",3,"m"
"toesrp","Random",4,"m"
"kartons","LF",2,"n"
"raster","LF",2,"n"
"zeefje","LF",2,"n"
"ryu'js","Random",4,"m"
"beloofd","HF",1,"n"
"zawel","Pseudo",3,"m"
"tumors","LF",2,"n"
"marker","LF",2,"n"
"schepjes","LF",2,"n"
"haal","HF",1,"n"
"meerdig","Pseudo",3,"m"
"trio's","LF",2,"n"
"mondim","Pseudo",3,"m"
"strippen","LF",2,"n"
"saesriks","Random",4,"m"
"enrdoos","Random",4,"m"
"eivnfu","Random",4,"m"
"gaven","HF",1,"n"
"henger","Pseudo",3,"m"
"paleis","HF",1,"n"
"balies","LF",2,"n"
"bijd","Pseudo",3,"m"
"groppen","Pseudo",3,"m"
"drie","HF",1,"n"
"baag","Pseudo",3,"m"
"balsems","LF",2,"n"
"schien","Pseudo",3,"m"
"langer","HF",1,"n"
"bijzin","LF",2,"n"
"vertrek","HF",1,"n"
"zombie","LF",2,"n"
"braag","Pseudo",3,"m"
"bedram","Pseudo",3,"m"
"minstens","HF",1,"n"
"stenk","Pseudo",3,"m"
"printers","LF",2,"n"
"schelen","HF",1,"n"
"erkel","Pseudo",3,"m"
"nestjes","LF",2,"n"
"veld","HF",1,"n"
"zaaltjes","LF",2,"n"
"lshjpeu","Random",4,"m"
"ssjaeak","Random",4,"m"
"verde","Pseudo",3,"m"
"puiver","Pseudo",3,"m"
"ykceoh","Random",4,"m"
"rekst","Pseudo",3,"m"
"neesztjo","Random",4,"m"
"mochten","HF",1,"n"
"voort","HF",1,"n"
"intro","LF",2,"n"
"daartje","Pseudo",3,"m"
"rokjes","LF",2,"n"
"poortjes","LF",2,"n"
"lso'os","Random",4,"m"
"werkt","HF",1,"n"
"jury's","LF",2,"n"
"sletje","LF",2,"n"
"muskiet","LF",2,"n"
