"stimulus","cond","condition","correct_response"
"brots","Pseudo",3,"m"
"verwucht","Pseudo",3,"m"
"letsels","LF",2,"n"
"belpt","Pseudo",3,"m"
"brugje","LF",2,"n"
"woonde","HF",1,"n"
"lachen","HF",1,"n"
"kwaten","Pseudo",3,"m"
"jupvrouw","Pseudo",3,"m"
"kuste","HF",1,"n"
"veld","HF",1,"n"
"ivignsk","Random",4,"m"
"uodj","Random",4,"m"
"racket","LF",2,"n"
"ripenpt","Random",4,"m"
"stuur","HF",1,"n"
"cash","LF",2,"n"
"paard","HF",1,"n"
"jvejtli","Random",4,"m"
"toontjes","LF",2,"n"
"mossels","LF",2,"n"
"ueadfrs","Random",4,"m"
"olpshee","Random",4,"m"
"klagers","LF",2,"n"
"ontdiet","Pseudo",3,"m"
"bezorgd","HF",1,"n"
"hookte","Pseudo",3,"m"
"geid","Pseudo",3,"m"
"meester","HF",1,"n"
"lshjpeu","Random",4,"m"
"treedt","HF",1,"n"
"andicht","Pseudo",3,"m"
"best","HF",1,"n"
"rapport","HF",1,"n"
"vmeelses","Random",4,"m"
"kwirt","Pseudo",3,"m"
"stiften","LF",2,"n"
"ylllo","Random",4,"m"
"zuchtte","HF",1,"n"
"balseja","Random",4,"m"
"oude","HF",1,"n"
"mentors","LF",2,"n"
"kuddes","LF",2,"n"
"serpent","LF",2,"n"
"gesplik","Pseudo",3,"m"
"deelhns","Random",4,"m"
"saesriks","Random",4,"m"
"cangs","Pseudo",3,"m"
"jokers","LF",2,"n"
"rvwesie","Random",4,"m"
"rest","HF",1,"n"
"factors","LF",2,"n"
"mlione","Random",4,"m"
"dojkoers","Random",4,"m"
"buurtje","LF",2,"n"
"ltesoj","Random",4,"m"
"eembozs","Random",4,"m"
"rceuiss","Random",4,"m"
"blacht","Pseudo",3,"m"
"aktcer","Random",4,"m"
"item","LF",2,"n"
"vallaan","Pseudo",3,"m"
"uetijps","Random",4,"m"
"harder","HF",1,"n"
"prisma's","LF",2,"n"
"rolluik","LF",2,"n"
"verdeeld","HF",1,"n"
"tollenr","Random",4,"m"
"rjteiefs","Random",4,"m"
"forums","LF",2,"n"
"pamers","Pseudo",3,"m"
"faarden","Pseudo",3,"m"
"pelososd","Random",4,"m"
"snuitje","LF",2,"n"
"sles","Pseudo",3,"m"
"raad","HF",1,"n"
"plen","Pseudo",3,"m"
"olrt","Random",4,"m"
"vekte","Pseudo",3,"m"
"gaten","HF",1,"n"
"nksiert","Random",4,"m"
"speelde","HF",1,"n"
"gala","LF",2,"n"
"bobjet","Pseudo",3,"m"
"hoeveel","HF",1,"n"
"eemeuwez","Random",4,"m"
"zorg","HF",1,"n"
"schons","Pseudo",3,"m"
"greerde","Pseudo",3,"m"
"luid","HF",1,"n"
"ewjnclot","Random",4,"m"
"dansjes","LF",2,"n"
"iceet","Pseudo",3,"m"
"cout","Pseudo",3,"m"
"eoggrn","Random",4,"m"
"bever","LF",2,"n"
"donter","Pseudo",3,"m"
"gelocht","Pseudo",3,"m"
"galgen","LF",2,"n"
"ujitlefs","Random",4,"m"
"haantjes","LF",2,"n"
"doopsels","LF",2,"n"
"puistje","LF",2,"n"
"nsesjad","Random",4,"m"
"vocaal","LF",2,"n"
"viet","Pseudo",3,"m"
"snobs","LF",2,"n"
"reis","HF",1,"n"
"hoemen","Pseudo",3,"m"
"musje","LF",2,"n"
"iepgjer","Random",4,"m"
"butlers","LF",2,"n"
"strelg","Pseudo",3,"m"
"spoedig","HF",1,"n"
"enorm","HF",1,"n"
"boord","HF",1,"n"
"hoorntje","LF",2,"n"
"vleesmes","LF",2,"n"
"iejlvegs","Random",4,"m"
"fuder","Pseudo",3,"m"
"esttkren","Random",4,"m"
"lddepe","Random",4,"m"
"snepnlo","Random",4,"m"
"radars","LF",2,"n"
"hact","Pseudo",3,"m"
"pty'ans","Random",4,"m"
"pelfs","Pseudo",3,"m"
"ackse","Random",4,"m"
"modem","LF",2,"n"
"trutje","LF",2,"n"
"saren","Pseudo",3,"m"
"trtsersa","Random",4,"m"
"meken","Pseudo",3,"m"
"gepraat","HF",1,"n"
"stoppen","HF",1,"n"
"zieltje","LF",2,"n"
"csaesjht","Random",4,"m"
"papjes","LF",2,"n"
"kader","HF",1,"n"
"eenmaal","HF",1,"n"
"rerslait","Random",4,"m"
"maapte","Pseudo",3,"m"
"sa'ammg","Random",4,"m"
"vermoord","HF",1,"n"
"fuist","Pseudo",3,"m"
"sausjes","LF",2,"n"
"sjdenom","Random",4,"m"
"omforbas","Random",4,"m"
"steekjes","LF",2,"n"
"foden","Pseudo",3,"m"
"bezat","HF",1,"n"
"stroppen","LF",2,"n"
"bermaal","Pseudo",3,"m"
"tellers","LF",2,"n"
"euiltjzs","Random",4,"m"
"schien","Pseudo",3,"m"
"luikjes","LF",2,"n"
"nassen","Pseudo",3,"m"
"oorbel","LF",2,"n"
"grantte","Pseudo",3,"m"
"hield","HF",1,"n"
"bemen","Pseudo",3,"m"
"straf","HF",1,"n"
"iccens","Pseudo",3,"m"
"lentes","LF",2,"n"
"kalfje","LF",2,"n"
"brandje","LF",2,"n"
"stroof","Pseudo",3,"m"
"lryla","Random",4,"m"
"dkjijes","Random",4,"m"
"boog","HF",1,"n"
"rdum","Random",4,"m"
"zuiltjes","LF",2,"n"
"voelde","HF",1,"n"
"stilte","HF",1,"n"
"daarna","HF",1,"n"
"strikje","LF",2,"n"
"ezgreils","Random",4,"m"
"mivoor","Pseudo",3,"m"
"waartij","Pseudo",3,"m"
"betooft","Pseudo",3,"m"
"uklliro","Random",4,"m"
"lang","HF",1,"n"
"kestig","Pseudo",3,"m"
"werzing","Pseudo",3,"m"
"haal","HF",1,"n"
"verband","HF",1,"n"
"omvang","HF",1,"n"
"menter","Pseudo",3,"m"
"buurtjes","LF",2,"n"
"punt","HF",1,"n"
"schone","HF",1,"n"
"jeirets","Random",4,"m"
"laatst","HF",1,"n"
"trsshi","Random",4,"m"
"leegten","LF",2,"n"
"otters","LF",2,"n"
"uiltje","LF",2,"n"
"meidde","Pseudo",3,"m"
"mutsjes","LF",2,"n"
"huilen","HF",1,"n"
"fezjee","Random",4,"m"
"klinkt","HF",1,"n"
"denk","HF",1,"n"
"lamen","Pseudo",3,"m"
"bodem","HF",1,"n"
"peinten","Pseudo",3,"m"
"vreemde","HF",1,"n"
"klusse","Pseudo",3,"m"
"goudstuk","LF",2,"n"
"niemand","HF",1,"n"
"traantje","LF",2,"n"
"ebaewsr","Random",4,"m"
"heerlijk","HF",1,"n"
"bamier","Pseudo",3,"m"
"eesewsj","Random",4,"m"
"vorren","Pseudo",3,"m"
"straat","HF",1,"n"
"noud","Pseudo",3,"m"
"python","LF",2,"n"
"dier","HF",1,"n"
"speldjes","LF",2,"n"
"ltejeiw","Random",4,"m"
"wuid","Pseudo",3,"m"
"schaats","LF",2,"n"
"neemt","HF",1,"n"
"heidt","Pseudo",3,"m"
"keotj","Random",4,"m"
"dokter","HF",1,"n"
"lieve","HF",1,"n"
"prsuten","Random",4,"m"
"trtsseek","Random",4,"m"
"fiets","HF",1,"n"
"krommen","LF",2,"n"
"jipelss","Random",4,"m"
"ajuin","LF",2,"n"
"boest","Pseudo",3,"m"
"wijnen","HF",1,"n"
"karoolsp","Random",4,"m"
"noemt","HF",1,"n"
