"stimulus","cond","condition","correct_response"
"omforbas","Random",4,"m"
"pingpong","LF",2,"n"
"toekunst","Pseudo",3,"m"
"tellers","LF",2,"n"
"eembozs","Random",4,"m"
"volgt","HF",1,"n"
"sassjeu","Random",4,"m"
"mour","Pseudo",3,"m"
"moekten","Pseudo",3,"m"
"diedt","Pseudo",3,"m"
"boffen","LF",2,"n"
"etters","LF",2,"n"
"surfers","LF",2,"n"
"daarom","HF",1,"n"
"spoeg","Pseudo",3,"m"
"ergste","HF",1,"n"
"poede","Pseudo",3,"m"
"lelen","Pseudo",3,"m"
"ooit","HF",1,"n"
"beus","Pseudo",3,"m"
"zalfjes","LF",2,"n"
"look","LF",2,"n"
"gehoord","HF",1,"n"
"roorde","Pseudo",3,"m"
"inze","Pseudo",3,"m"
"bekjes","LF",2,"n"
"stenk","Pseudo",3,"m"
"glazen","HF",1,"n"
"zacht","HF",1,"n"
"slechte","HF",1,"n"
"lang","HF",1,"n"
"vliessej","Random",4,"m"
"popjes","LF",2,"n"
"cange","Pseudo",3,"m"
"sneeuw","HF",1,"n"
"leegten","LF",2,"n"
"snobs","LF",2,"n"
"trsshi","Random",4,"m"
"auteur","HF",1,"n"
"veraakt","Pseudo",3,"m"
"proeien","Pseudo",3,"m"
"kaasjes","LF",2,"n"
"breed","HF",1,"n"
"derde","HF",1,"n"
"boogjes","LF",2,"n"
"kestig","Pseudo",3,"m"
"dansjes","LF",2,"n"
"zijde","HF",1,"n"
"kskderid","Random",4,"m"
"blad","HF",1,"n"
"rarde","Pseudo",3,"m"
"enkel","HF",1,"n"
"item","LF",2,"n"
"rosndo","Random",4,"m"
"egen","Pseudo",3,"m"
"psepjo","Random",4,"m"
"ntasuls","Random",4,"m"
"alles","HF",1,"n"
"pisjuets","Random",4,"m"
"elipskn","Random",4,"m"
"kwamen","HF",1,"n"
"brnaso","Random",4,"m"
"leul","Pseudo",3,"m"
"ontbijt","HF",1,"n"
"zeker","HF",1,"n"
"jklevos","Random",4,"m"
"lieks","Pseudo",3,"m"
"toonde","HF",1,"n"
"watjes","LF",2,"n"
"spiertje","LF",2,"n"
"edrijr","Random",4,"m"
"loojitpe","Random",4,"m"
"korte","HF",1,"n"
"lwipnkap","Random",4,"m"
"jeeg","Pseudo",3,"m"
"lorneel","Pseudo",3,"m"
"snoetjes","LF",2,"n"
"buurtjes","LF",2,"n"
"ojjo","Random",4,"m"
"waarif","Pseudo",3,"m"
"griepje","LF",2,"n"
"moekten","Pseudo",3,"m"
"akjtesn","Random",4,"m"
"nmoerts","Random",4,"m"
"ceggen","Pseudo",3,"m"
"jongens","HF",1,"n"
"musje","LF",2,"n"
"ochiejs","Random",4,"m"
"tnrio","Random",4,"m"
"spreekt","HF",1,"n"
"beitels","LF",2,"n"
"verstaan","HF",1,"n"
"drumstel","LF",2,"n"
"zuchtte","HF",1,"n"
"rvgeeti","Random",4,"m"
"jonteohr","Random",4,"m"
"buim","Pseudo",3,"m"
"boepje","Pseudo",3,"m"
"rompen","LF",2,"n"
"sjersoo","Random",4,"m"
"iacrts","Random",4,"m"
"zeurdibs","Random",4,"m"
"andslaa","Random",4,"m"
"vonkjes","LF",2,"n"
"zorg","HF",1,"n"
"npdia","Random",4,"m"
"jlsueki","Random",4,"m"
"tweede","HF",1,"n"
"cest","Pseudo",3,"m"
"jederf","Pseudo",3,"m"
"uklliro","Random",4,"m"
"schulk","Pseudo",3,"m"
"berging","LF",2,"n"
"albums","LF",2,"n"
"zuiltje","LF",2,"n"
"sletje","LF",2,"n"
"hoogtes","LF",2,"n"
"vloee","Pseudo",3,"m"
"toontjes","LF",2,"n"
"handen","HF",1,"n"
"nekjes","LF",2,"n"
"matjes","LF",2,"n"
"ribeuzd","Random",4,"m"
"motto's","LF",2,"n"
"brufte","Pseudo",3,"m"
"wienen","Pseudo",3,"m"
"eeldan","Random",4,"m"
"hoofdzin","LF",2,"n"
"olaavc","Random",4,"m"
"term","HF",1,"n"
"geilig","Pseudo",3,"m"
"treintje","LF",2,"n"
"herst","Pseudo",3,"m"
"igwjees","Random",4,"m"
"melk","HF",1,"n"
"kuigend","Pseudo",3,"m"
"onter","Pseudo",3,"m"
"zaaltjes","LF",2,"n"
"goals","LF",2,"n"
"sa'ammg","Random",4,"m"
"kartons","LF",2,"n"
"krreco","Random",4,"m"
"fjeiert","Random",4,"m"
"borstje","LF",2,"n"
"natuur","HF",1,"n"
"woord","HF",1,"n"
"belang","HF",1,"n"
"tolgen","Pseudo",3,"m"
"bijzin","LF",2,"n"
"tmjaes","Random",4,"m"
"eind","HF",1,"n"
"dis'soc","Random",4,"m"
"moeite","HF",1,"n"
"brof","Pseudo",3,"m"
"gewicht","HF",1,"n"
"krechten","Pseudo",3,"m"
"us'cac","Random",4,"m"
"bevrijpt","Pseudo",3,"m"
"stijl","HF",1,"n"
"koer","LF",2,"n"
"izobsn","Random",4,"m"
"weirig","Pseudo",3,"m"
"breken","HF",1,"n"
"gengde","Pseudo",3,"m"
"'artyps","Random",4,"m"
"meeste","HF",1,"n"
"slipper","LF",2,"n"
"gespeeld","HF",1,"n"
"huitje","Pseudo",3,"m"
"talen","HF",1,"n"
"plort","Pseudo",3,"m"
"knieën","HF",1,"n"
"vuile","HF",1,"n"
"isjtenwj","Random",4,"m"
"donter","Pseudo",3,"m"
"daarman","Pseudo",3,"m"
"jkoser","Random",4,"m"
"spiepen","Pseudo",3,"m"
"oreolb","Random",4,"m"
"kust","HF",1,"n"
"bereikt","HF",1,"n"
"blop","Pseudo",3,"m"
"velatks","Random",4,"m"
"striem","LF",2,"n"
"rimeupsr","Random",4,"m"
"ofpsr","Random",4,"m"
"ltejeiw","Random",4,"m"
"meetlat","LF",2,"n"
"neesztjo","Random",4,"m"
"ito'rs","Random",4,"m"
"likjes","LF",2,"n"
"tonijn","LF",2,"n"
"jematnsa","Random",4,"m"
"wuid","Pseudo",3,"m"
"zeemeeuw","LF",2,"n"
"voerde","HF",1,"n"
"wansen","Pseudo",3,"m"
"pentool","Pseudo",3,"m"
"thuis","HF",1,"n"
"gegicht","Pseudo",3,"m"
"tandje","LF",2,"n"
"gaat","HF",1,"n"
"estlels","Random",4,"m"
"osgrle","Random",4,"m"
"midden","HF",1,"n"
"zideau","Pseudo",3,"m"
"iezer","Pseudo",3,"m"
"ejposm","Random",4,"m"
"prisma's","LF",2,"n"
"koetje","LF",2,"n"
"bijd","Pseudo",3,"m"
"beperkt","HF",1,"n"
"bedram","Pseudo",3,"m"
"hookt","Pseudo",3,"m"
"draamt","Pseudo",3,"m"
"blaasje","LF",2,"n"
"vliesjes","LF",2,"n"
"gehad","HF",1,"n"
"snecht","Pseudo",3,"m"
"besluit","HF",1,"n"
"epmeils","Random",4,"m"
"buizerd","LF",2,"n"
"aardbei","LF",2,"n"
"hockey","LF",2,"n"
"strikje","LF",2,"n"
"actief","HF",1,"n"
"mocht","HF",1,"n"
"irkkujse","Random",4,"m"
"macht","HF",1,"n"
"haantjes","LF",2,"n"
"srejitep","Random",4,"m"
"vijfde","HF",1,"n"
"kloofjes","LF",2,"n"
"opyhtn","Random",4,"m"
"daarna","HF",1,"n"
"nierp","Pseudo",3,"m"
"alle","HF",1,"n"
"vliegen","HF",1,"n"
"rondes","LF",2,"n"
"fezjee","Random",4,"m"
