"stimulus","cond","condition","correct_response"
"april","HF",1,"n"
"feitjes","LF",2,"n"
"snepnlo","Random",4,"m"
"kasp","Pseudo",3,"m"
"kapjes","LF",2,"n"
"bowling","LF",2,"n"
"schorp","Pseudo",3,"m"
"attemle","Random",4,"m"
"sobbool","Pseudo",3,"m"
"buimen","Pseudo",3,"m"
"rkcicet","Random",4,"m"
"beter","HF",1,"n"
"sgao't","Random",4,"m"
"morgen","HF",1,"n"
"behat","Pseudo",3,"m"
"larve","LF",2,"n"
"leefde","HF",1,"n"
"delta's","LF",2,"n"
"egen","Pseudo",3,"m"
"hcmoa","Random",4,"m"
"buurtjes","LF",2,"n"
"marker","LF",2,"n"
"kskderid","Random",4,"m"
"lignwob","Random",4,"m"
"eten","HF",1,"n"
"teksten","HF",1,"n"
"iceet","Pseudo",3,"m"
"haalt","HF",1,"n"
"eeldig","Pseudo",3,"m"
"maakte","HF",1,"n"
"voerde","HF",1,"n"
"slecht","HF",1,"n"
"waar","HF",1,"n"
"eeejlutw","Random",4,"m"
"belpt","Pseudo",3,"m"
"veed","Pseudo",3,"m"
"tassach","Random",4,"m"
"plateaus","LF",2,"n"
"sebje","Random",4,"m"
"zonde","HF",1,"n"
"vosje","LF",2,"n"
"druifjes","LF",2,"n"
"lopen","HF",1,"n"
"blijft","HF",1,"n"
"neem","HF",1,"n"
"toeval","HF",1,"n"
"randjes","LF",2,"n"
"muskiet","LF",2,"n"
"kstwadan","Random",4,"m"
"rimeupsr","Random",4,"m"
"eembozs","Random",4,"m"
"schaats","LF",2,"n"
"pasta's","LF",2,"n"
"oarcrtts","Random",4,"m"
"pingpong","LF",2,"n"
"verder","HF",1,"n"
"slaap","HF",1,"n"
"klons","Pseudo",3,"m"
"rfomus","Random",4,"m"
"roepen","HF",1,"n"
"speldjes","LF",2,"n"
"vliessej","Random",4,"m"
"leegten","LF",2,"n"
"bevaalt","Pseudo",3,"m"
"irkkujse","Random",4,"m"
"meisjes","HF",1,"n"
"kicht","Pseudo",3,"m"
"lso'os","Random",4,"m"
"gedeept","Pseudo",3,"m"
"voont","Pseudo",3,"m"
"ackse","Random",4,"m"
"fouten","HF",1,"n"
"keuken","HF",1,"n"
"jouw","HF",1,"n"
"iejlvegs","Random",4,"m"
"iepgjer","Random",4,"m"
"broeg","Pseudo",3,"m"
"hints","LF",2,"n"
"bestapt","Pseudo",3,"m"
"bekjes","LF",2,"n"
"mondjes","LF",2,"n"
"bionz","Random",4,"m"
"cout","Pseudo",3,"m"
"kwirt","Pseudo",3,"m"
"daarde","Pseudo",3,"m"
"maandjes","LF",2,"n"
"sofa's","LF",2,"n"
"rosndo","Random",4,"m"
"nstuts","Random",4,"m"
"isjtenwj","Random",4,"m"
"roeier","LF",2,"n"
"broches","LF",2,"n"
"proester","Pseudo",3,"m"
"westerns","LF",2,"n"
"struikje","LF",2,"n"
"knipsel","LF",2,"n"
"maantjes","LF",2,"n"
"kurwndi","Random",4,"m"
"ltesbei","Random",4,"m"
"schiek","Pseudo",3,"m"
"jgdraae","Random",4,"m"
"tracht","HF",1,"n"
"poort","HF",1,"n"
"jochies","LF",2,"n"
"poema's","LF",2,"n"
"ligt","HF",1,"n"
"trollen","LF",2,"n"
"heutel","Pseudo",3,"m"
"ejrhtas","Random",4,"m"
"slkovje","Random",4,"m"
"buizerds","LF",2,"n"
"oten","Pseudo",3,"m"
"geld","HF",1,"n"
"saren","Pseudo",3,"m"
"sgnjaor","Random",4,"m"
"relsgak","Random",4,"m"
"tumors","LF",2,"n"
"gedoord","Pseudo",3,"m"
"squash","LF",2,"n"
"blaasje","LF",2,"n"
"durde","Pseudo",3,"m"
"tandje","LF",2,"n"
"iplc","Random",4,"m"
"achter","HF",1,"n"
"hezet","Pseudo",3,"m"
"verse","HF",1,"n"
"spolen","Pseudo",3,"m"
"fjeiert","Random",4,"m"
"cola's","LF",2,"n"
"kliekjes","LF",2,"n"
"dieptes","LF",2,"n"
"leel","Pseudo",3,"m"
"dijkjes","LF",2,"n"
"gebeurt","HF",1,"n"
"tseej","Random",4,"m"
"bewijs","HF",1,"n"
"praten","HF",1,"n"
"vollà","Pseudo",3,"m"
"dure","HF",1,"n"
"bloemen","HF",1,"n"
"laagjes","LF",2,"n"
"boer","HF",1,"n"
"bedoel","HF",1,"n"
"naowolt","Random",4,"m"
"ijlfo","Random",4,"m"
"juist","HF",1,"n"
"sausjes","LF",2,"n"
"zwee","Pseudo",3,"m"
"oetjls","Random",4,"m"
"lingen","Pseudo",3,"m"
"subies","Pseudo",3,"m"
"gidsje","LF",2,"n"
"jongste","HF",1,"n"
"edbjsonl","Random",4,"m"
"logo","LF",2,"n"
"avhjcrte","Random",4,"m"
"wratje","LF",2,"n"
"glijbaan","LF",2,"n"
"ojjo","Random",4,"m"
"ontslag","HF",1,"n"
"daartje","Pseudo",3,"m"
"eddal","Random",4,"m"
"stees","Pseudo",3,"m"
"kemen","Pseudo",3,"m"
"zwijgen","HF",1,"n"
"eeksten","Pseudo",3,"m"
"bepaalt","HF",1,"n"
"stekel","LF",2,"n"
"moofden","Pseudo",3,"m"
"zoek","HF",1,"n"
"stiften","LF",2,"n"
"jojo's","LF",2,"n"
"raciaal","LF",2,"n"
"veldjes","LF",2,"n"
"dansjes","LF",2,"n"
"dulp","Pseudo",3,"m"
"nlgtese","Random",4,"m"
"sleun","Pseudo",3,"m"
"helpt","HF",1,"n"
"takken","HF",1,"n"
"dintraal","Pseudo",3,"m"
"opeens","HF",1,"n"
"hood","Pseudo",3,"m"
"koospem","Random",4,"m"
"vezig","Pseudo",3,"m"
"niveau","HF",1,"n"
"bedacht","HF",1,"n"
"bijk","Pseudo",3,"m"
"baseball","LF",2,"n"
"prinsjes","LF",2,"n"
"jalf","Pseudo",3,"m"
"rseart","Random",4,"m"
"praat","HF",1,"n"
"ronde","HF",1,"n"
"feest","HF",1,"n"
"zoosje","Pseudo",3,"m"
"seks","HF",1,"n"
"pjseirl","Random",4,"m"
"mitten","Pseudo",3,"m"
"npisjers","Random",4,"m"
"spiepen","Pseudo",3,"m"
"durne","Pseudo",3,"m"
"bevond","HF",1,"n"
"rvdliees","Random",4,"m"
"deuntjes","LF",2,"n"
"euiltjzs","Random",4,"m"
"cingen","Pseudo",3,"m"
"meter","HF",1,"n"
"sterden","Pseudo",3,"m"
"mahstec","Random",4,"m"
"tetozn","Random",4,"m"
"waarom","HF",1,"n"
"toster","Random",4,"m"
"stoesen","Pseudo",3,"m"
"ijlekjs","Random",4,"m"
"bizon","LF",2,"n"
"wezen","HF",1,"n"
"belaap","Pseudo",3,"m"
"c'isrmo","Random",4,"m"
"jeugd","HF",1,"n"
"sonbs","Random",4,"m"
"pind","Pseudo",3,"m"
"kamers","HF",1,"n"
"nsesjad","Random",4,"m"
"dwals","Pseudo",3,"m"
"nagjabil","Random",4,"m"
"zuiltje","LF",2,"n"
"glaarde","Pseudo",3,"m"
"scibuit","Random",4,"m"
"graadje","LF",2,"n"
"racket","LF",2,"n"
"kerk","HF",1,"n"
"t'aasps","Random",4,"m"
"'raoscb","Random",4,"m"
"fousen","Pseudo",3,"m"
"kuisen","LF",2,"n"
"apart","HF",1,"n"
"dunne","HF",1,"n"
"doer","Pseudo",3,"m"
"voeft","Pseudo",3,"m"
