"stimulus","cond","condition","correct_response"
"etters","LF",2,"n"
"steags","Random",4,"m"
"door","HF",1,"n"
"eijlks","Random",4,"m"
"lesud","Random",4,"m"
"cegent","Pseudo",3,"m"
"spatje","LF",2,"n"
"toster","Random",4,"m"
"kloofje","LF",2,"n"
"ruersfs","Random",4,"m"
"halden","Pseudo",3,"m"
"avial","Random",4,"m"
"snack","LF",2,"n"
"uodj","Random",4,"m"
"eilabs","Random",4,"m"
"plepfir","Random",4,"m"
"eiljtwed","Random",4,"m"
"usjem","Random",4,"m"
"ipystt","Random",4,"m"
"lorte","Pseudo",3,"m"
"moekten","Pseudo",3,"m"
"ykceoh","Random",4,"m"
"brouben","Pseudo",3,"m"
"dieptes","LF",2,"n"
"grijpen","HF",1,"n"
"oopl","Random",4,"m"
"donter","Pseudo",3,"m"
"betreft","HF",1,"n"
"daarmei","Pseudo",3,"m"
"eerjtlku","Random",4,"m"
"ceggen","Pseudo",3,"m"
"ekstejes","Random",4,"m"
"brugje","LF",2,"n"
"olog","Random",4,"m"
"beloep","Pseudo",3,"m"
"acarabne","Random",4,"m"
"stermen","Pseudo",3,"m"
"nopotr","Random",4,"m"
"fipts","Pseudo",3,"m"
"belpt","Pseudo",3,"m"
"veilig","HF",1,"n"
"rensen","Pseudo",3,"m"
"rukwind","LF",2,"n"
"tncshaej","Random",4,"m"
"vkeojns","Random",4,"m"
"ouwe","HF",1,"n"
"keed","Pseudo",3,"m"
"kskderid","Random",4,"m"
"waarva","Pseudo",3,"m"
"clowntje","LF",2,"n"
"peide","Pseudo",3,"m"
"moesten","HF",1,"n"
"bedinct","Pseudo",3,"m"
"grijden","Pseudo",3,"m"
"vliesjes","LF",2,"n"
"twrjeas","Random",4,"m"
"vanaf","HF",1,"n"
"rimeupsr","Random",4,"m"
"weken","HF",1,"n"
"neusjes","LF",2,"n"
"geweld","HF",1,"n"
"scanners","LF",2,"n"
"walrus","LF",2,"n"
"terwijl","HF",1,"n"
"fezjee","Random",4,"m"
"elipskn","Random",4,"m"
"daarvan","HF",1,"n"
"voorvoud","Pseudo",3,"m"
"gepal","Pseudo",3,"m"
"cartoons","LF",2,"n"
"vroeger","HF",1,"n"
"schak","Pseudo",3,"m"
"hielp","HF",1,"n"
"steun","HF",1,"n"
"kriegt","Pseudo",3,"m"
"wavens","Pseudo",3,"m"
"osgrle","Random",4,"m"
"fede","Pseudo",3,"m"
"totaal","HF",1,"n"
"droeg","HF",1,"n"
"kerken","HF",1,"n"
"tankjes","LF",2,"n"
"mango's","LF",2,"n"
"zaaltjes","LF",2,"n"
"hand","HF",1,"n"
"durkje","Pseudo",3,"m"
"twintig","HF",1,"n"
"zwieg","Pseudo",3,"m"
"ojjo","Random",4,"m"
"nied","Pseudo",3,"m"
"profs","LF",2,"n"
"vocaal","LF",2,"n"
"klachten","HF",1,"n"
"verliet","HF",1,"n"
"jfelsza","Random",4,"m"
"boezems","LF",2,"n"
"gelocht","Pseudo",3,"m"
"vertrek","HF",1,"n"
"velen","HF",1,"n"
"voelden","HF",1,"n"
"cordt","Pseudo",3,"m"
"reizen","HF",1,"n"
"griepje","LF",2,"n"
"bowling","LF",2,"n"
"tnjeesv","Random",4,"m"
"lucht","HF",1,"n"
"desserts","LF",2,"n"
"brof","Pseudo",3,"m"
"zombie","LF",2,"n"
"bedoel","HF",1,"n"
"vertoont","HF",1,"n"
"dending","Pseudo",3,"m"
"peddel","LF",2,"n"
"gesteld","HF",1,"n"
"blacht","Pseudo",3,"m"
"wijntjes","LF",2,"n"
"grehans","Random",4,"m"
"dnoser","Random",4,"m"
