"stimulus","cond","condition","correct_response"
"eisers","LF",2,"n"
"fraat","Pseudo",3,"m"
"bebijk","Pseudo",3,"m"
"mrojewps","Random",4,"m"
"bouwen","HF",1,"n"
"modem","LF",2,"n"
"bsireej","Random",4,"m"
"leufgej","Random",4,"m"
"bepaalt","HF",1,"n"
"pind","Pseudo",3,"m"
"brachten","HF",1,"n"
"relsgak","Random",4,"m"
"party's","LF",2,"n"
"jgdraae","Random",4,"m"
"praters","LF",2,"n"
"plont","Pseudo",3,"m"
"duo's","LF",2,"n"
"fiete","Pseudo",3,"m"
"lmabus","Random",4,"m"
"jlkeikes","Random",4,"m"
"begen","Pseudo",3,"m"
"dond","Pseudo",3,"m"
"hetgeen","HF",1,"n"
"ramen","HF",1,"n"
"plooitje","LF",2,"n"
"soepje","LF",2,"n"
"daaruit","HF",1,"n"
"walrus","LF",2,"n"
"krommen","LF",2,"n"
"deek","Pseudo",3,"m"
"kruis","HF",1,"n"
"schijft","Pseudo",3,"m"
"uentttr","Random",4,"m"
"spelen","HF",1,"n"
"tien","HF",1,"n"
"geluk","HF",1,"n"
"slijmen","LF",2,"n"
"vrode","Pseudo",3,"m"
"lkaebj","Random",4,"m"
"egtjjwi","Random",4,"m"
"zijde","HF",1,"n"
"gied","Pseudo",3,"m"
"ejdevls","Random",4,"m"
"knuffel","LF",2,"n"
"snajaled","Random",4,"m"
"schoden","Pseudo",3,"m"
"rkcicet","Random",4,"m"
"kloofje","LF",2,"n"
"deben","Pseudo",3,"m"
"squash","LF",2,"n"
"eesfejtr","Random",4,"m"
"vragen","HF",1,"n"
"vrazen","Pseudo",3,"m"
"wormpjes","LF",2,"n"
"bever","LF",2,"n"
"kaasje","LF",2,"n"
"zombies","LF",2,"n"
"soorten","HF",1,"n"
"diedde","Pseudo",3,"m"
"faarden","Pseudo",3,"m"
"feitjes","LF",2,"n"
"olpshee","Random",4,"m"
"bedekt","HF",1,"n"
"tankjes","LF",2,"n"
"gedat","Pseudo",3,"m"
"fnstiet","Random",4,"m"
"keerde","HF",1,"n"
"hoting","Pseudo",3,"m"
"ruersfs","Random",4,"m"
"voeren","HF",1,"n"
"slas","Pseudo",3,"m"
"hust","Pseudo",3,"m"
"zwakke","HF",1,"n"
"eteljs","Random",4,"m"
"iplc","Random",4,"m"
"balies","LF",2,"n"
"tustig","Pseudo",3,"m"
"veuren","Pseudo",3,"m"
"aand","Pseudo",3,"m"
"april","HF",1,"n"
"clisas","Pseudo",3,"m"
"printers","LF",2,"n"
"fiets","HF",1,"n"
"ezgreils","Random",4,"m"
"bdejse","Random",4,"m"
"ilus","Pseudo",3,"m"
"o'usd","Random",4,"m"
"hoop","HF",1,"n"
"starters","LF",2,"n"
"papjes","LF",2,"n"
"haven","HF",1,"n"
"kalm","HF",1,"n"
"krreco","Random",4,"m"
"auto's","HF",1,"n"
"ceggen","Pseudo",3,"m"
"zwaar","HF",1,"n"
"anncesrs","Random",4,"m"
"zoter","Pseudo",3,"m"
"beperkt","HF",1,"n"
"radars","LF",2,"n"
"destijds","HF",1,"n"
"rjteiefs","Random",4,"m"
"gamma's","LF",2,"n"
"focht","Pseudo",3,"m"
"opyhtn","Random",4,"m"
"moeder","HF",1,"n"
"esjmse","Random",4,"m"
"bebest","Pseudo",3,"m"
"gaat","HF",1,"n"
"boepje","Pseudo",3,"m"
"drig","Pseudo",3,"m"
"honkbal","LF",2,"n"
"coudt","Pseudo",3,"m"
"luikjes","LF",2,"n"
"deven","Pseudo",3,"m"
"ohsoetg","Random",4,"m"
