"stimulus","cond","condition","correct_response"
"krechten","Pseudo",3,"m"
"taluepas","Random",4,"m"
"besje","LF",2,"n"
"tlentse","Random",4,"m"
"dtjnae","Random",4,"m"
"vijg","LF",2,"n"
"omvang","HF",1,"n"
"nogal","HF",1,"n"
"grantte","Pseudo",3,"m"
"stoesen","Pseudo",3,"m"
"echter","HF",1,"n"
"goals","LF",2,"n"
"jogging","LF",2,"n"
"baseball","LF",2,"n"
"witte","HF",1,"n"
"ontdiet","Pseudo",3,"m"
"steeds","HF",1,"n"
"stenen","HF",1,"n"
"tekst","HF",1,"n"
"truitjes","LF",2,"n"
"lotjes","LF",2,"n"
"dojkoers","Random",4,"m"
"bleket","Pseudo",3,"m"
"vrijntin","Pseudo",3,"m"
"wuejtoms","Random",4,"m"
"veertien","HF",1,"n"
"maart","HF",1,"n"
"rmuds","Random",4,"m"
"ioperon","Random",4,"m"
"bizons","LF",2,"n"
"oprpcno","Random",4,"m"
"ontreit","Pseudo",3,"m"
"delen","HF",1,"n"
"koorbaar","Pseudo",3,"m"
"zoekt","HF",1,"n"
"goud","HF",1,"n"
"spuitjes","LF",2,"n"
"sau'al","Random",4,"m"
"hoemen","Pseudo",3,"m"
"pdteies","Random",4,"m"
"belocht","Pseudo",3,"m"
"haarband","LF",2,"n"
"gieters","LF",2,"n"
"leggen","HF",1,"n"
"ackse","Random",4,"m"
"eloe","Pseudo",3,"m"
"aavgrsej","Random",4,"m"
"peus","Pseudo",3,"m"
"eerjtlku","Random",4,"m"
"pelososd","Random",4,"m"
"bedjes","LF",2,"n"
"denst","Pseudo",3,"m"
"tuiker","Pseudo",3,"m"
"neuiks","Random",4,"m"
"atjenrta","Random",4,"m"
"poema's","LF",2,"n"
"loodjes","LF",2,"n"
"vergiet","LF",2,"n"
"preeses","Pseudo",3,"m"
"ervan","HF",1,"n"
"fetssoj","Random",4,"m"
"zwaantje","LF",2,"n"
"kijten","Pseudo",3,"m"
"zinsdeel","LF",2,"n"
"zeiden","HF",1,"n"
"damer","Pseudo",3,"m"
"rdum","Random",4,"m"
"csa'lo","Random",4,"m"
"meidje","LF",2,"n"
"vikings","LF",2,"n"
"ltdea's","Random",4,"m"
"hoting","Pseudo",3,"m"
"prsetpin","Random",4,"m"
"hierkij","Pseudo",3,"m"
"merries","LF",2,"n"
"visie","HF",1,"n"
"popjes","LF",2,"n"
"weinig","HF",1,"n"
"naar","HF",1,"n"
"tncshaej","Random",4,"m"
"begint","HF",1,"n"
"reebok","LF",2,"n"
"bijzin","LF",2,"n"
"tetozn","Random",4,"m"
"reviews","LF",2,"n"
"baag","Pseudo",3,"m"
"daartje","Pseudo",3,"m"
"jivl","Random",4,"m"
"geslaagd","HF",1,"n"
"kkarer","Random",4,"m"
"ming","Pseudo",3,"m"
"pty'ans","Random",4,"m"
"knipsel","LF",2,"n"
"lege","HF",1,"n"
"opyhtn","Random",4,"m"
"tetwij","Pseudo",3,"m"
"sammer","Pseudo",3,"m"
"jlkeikes","Random",4,"m"
"disco's","LF",2,"n"
"waarbij","HF",1,"n"
"thema","HF",1,"n"
"verties","Pseudo",3,"m"
"onilost","Random",4,"m"
"arrsad","Random",4,"m"
"sfeer","HF",1,"n"
"begen","Pseudo",3,"m"
"buizerd","LF",2,"n"
"blosde","Pseudo",3,"m"
"jongste","HF",1,"n"
"ekesjh","Random",4,"m"
"term","HF",1,"n"
"klopt","HF",1,"n"
"strikjes","LF",2,"n"
"muiltje","LF",2,"n"
"verstaan","HF",1,"n"
"deel","HF",1,"n"
"ezgreils","Random",4,"m"
"lecht","Pseudo",3,"m"
"lolly","LF",2,"n"
"wiegjes","LF",2,"n"
"zending","HF",1,"n"
"eeelngt","Random",4,"m"
"gehaald","HF",1,"n"
"oekejt","Random",4,"m"
"bijders","Pseudo",3,"m"
"naste","Pseudo",3,"m"
"surfers","LF",2,"n"
"mossels","LF",2,"n"
"normen","HF",1,"n"
"blaan","Pseudo",3,"m"
"matjes","LF",2,"n"
"o'smott","Random",4,"m"
"klagers","LF",2,"n"
"igwjees","Random",4,"m"
"autist","LF",2,"n"
"kant","HF",1,"n"
"ontwerp","HF",1,"n"
"dromen","HF",1,"n"
"jievelg","Random",4,"m"
"aelkbjs","Random",4,"m"
"stoppen","HF",1,"n"
"lamen","Pseudo",3,"m"
"tliezju","Random",4,"m"
"spatje","LF",2,"n"
"rokjes","LF",2,"n"
"eruit","HF",1,"n"
"gedecht","Pseudo",3,"m"
"noelen","Pseudo",3,"m"
"papjes","LF",2,"n"
"peukjes","LF",2,"n"
"geden","Pseudo",3,"m"
"zombies","LF",2,"n"
"daaraan","HF",1,"n"
"hiekte","Pseudo",3,"m"
"smalel","Pseudo",3,"m"
"wrontig","Pseudo",3,"m"
"stroof","Pseudo",3,"m"
"schelen","HF",1,"n"
"lale","Pseudo",3,"m"
"egen","Pseudo",3,"m"
"vliesjes","LF",2,"n"
"aalg","Random",4,"m"
"eestijk","Pseudo",3,"m"
"hening","Pseudo",3,"m"
"uodj","Random",4,"m"
"mama","HF",1,"n"
"wochten","Pseudo",3,"m"
"ware","HF",1,"n"
"geduld","HF",1,"n"
"portier","HF",1,"n"
"luikjes","LF",2,"n"
"kennis","HF",1,"n"
"jecht","Pseudo",3,"m"
"stap","HF",1,"n"
"ttejru","Random",4,"m"
"zelf","HF",1,"n"
"immers","HF",1,"n"
"ztwjanae","Random",4,"m"
"dis'soc","Random",4,"m"
"sloon","Pseudo",3,"m"
"jury's","LF",2,"n"
"etubrls","Random",4,"m"
"rocker","LF",2,"n"
"krachtig","HF",1,"n"
"ito'rs","Random",4,"m"
"eeldan","Random",4,"m"
"csaesjht","Random",4,"m"
"ookten","Pseudo",3,"m"
"westerns","LF",2,"n"
"dakpan","LF",2,"n"
"eenmaal","HF",1,"n"
"cacten","Pseudo",3,"m"
"genot","HF",1,"n"
"poepje","LF",2,"n"
"vuilbak","LF",2,"n"
"duivel","HF",1,"n"
"duels","LF",2,"n"
"darmpje","LF",2,"n"
"teken","HF",1,"n"
"fraat","Pseudo",3,"m"
"acts","LF",2,"n"
"café","HF",1,"n"
"bedacht","HF",1,"n"
"uiteen","HF",1,"n"
"tetso","Pseudo",3,"m"
"stilte","HF",1,"n"
"tnrio","Random",4,"m"
"albums","LF",2,"n"
"poortjes","LF",2,"n"
"letters","HF",1,"n"
"koom","Pseudo",3,"m"
"bewoeld","Pseudo",3,"m"
"jplesak","Random",4,"m"
"bebijk","Pseudo",3,"m"
"kraker","LF",2,"n"
"robtu","Random",4,"m"
"tumors","LF",2,"n"
"pnoesns","Random",4,"m"
"ltesbei","Random",4,"m"
"ofpsr","Random",4,"m"
"gedecht","Pseudo",3,"m"
"breg","Pseudo",3,"m"
"asts","Pseudo",3,"m"
"voorbol","Pseudo",3,"m"
"gepad","Pseudo",3,"m"
"twijgjes","LF",2,"n"
"majoor","HF",1,"n"
"oizbmse","Random",4,"m"
"lshjpeu","Random",4,"m"
"tevers","Pseudo",3,"m"
"ssjaeak","Random",4,"m"
"agent","HF",1,"n"
"dmjeaasn","Random",4,"m"
"stekkers","LF",2,"n"
"trailer","LF",2,"n"
"gelocht","Pseudo",3,"m"
"olok","Random",4,"m"
"pasta's","LF",2,"n"
"greep","HF",1,"n"
"agenzn","Random",4,"m"
