"stimulus","cond","condition","correct_response"
"leeuwtje","LF",2,"n"
"horgen","Pseudo",3,"m"
"blaasje","LF",2,"n"
"meestal","HF",1,"n"
"slaebl","Random",4,"m"
"geid","Pseudo",3,"m"
"jonteohr","Random",4,"m"
"fjeiert","Random",4,"m"
"us'cac","Random",4,"m"
"vocaal","LF",2,"n"
"trap","HF",1,"n"
"prsetpin","Random",4,"m"
"jtliejps","Random",4,"m"
"hendels","LF",2,"n"
"vrees","HF",1,"n"
"drinken","HF",1,"n"
"braag","Pseudo",3,"m"
"vijl","LF",2,"n"
"waarif","Pseudo",3,"m"
"iotofej","Random",4,"m"
"sproek","Pseudo",3,"m"
"pjseirl","Random",4,"m"
"orgels","LF",2,"n"
"kost","HF",1,"n"
"vonden","HF",1,"n"
"kringen","HF",1,"n"
"epmeils","Random",4,"m"
"uknp","Random",4,"m"
"gfsalnig","Random",4,"m"
"factors","LF",2,"n"
"jatneash","Random",4,"m"
"zeemeeuw","LF",2,"n"
"vraagjes","LF",2,"n"
"cultuur","HF",1,"n"
"zoentjes","LF",2,"n"
"eeelngt","Random",4,"m"
"agenzn","Random",4,"m"
"anders","HF",1,"n"
"nieuws","HF",1,"n"
"jacket","LF",2,"n"
"geslaagd","HF",1,"n"
"auteur","HF",1,"n"
"'gantos","Random",4,"m"
"breng","HF",1,"n"
"droeg","HF",1,"n"
"krachtig","HF",1,"n"
"vroeger","HF",1,"n"
"dakpan","LF",2,"n"
"krinsen","Pseudo",3,"m"
"paahjcse","Random",4,"m"
"emjsite","Random",4,"m"
"kijsde","Pseudo",3,"m"
"hctjzues","Random",4,"m"
"igwjees","Random",4,"m"
"bloemen","HF",1,"n"
"ojjo","Random",4,"m"
"plen","Pseudo",3,"m"
"ziekte","HF",1,"n"
"slkovje","Random",4,"m"
"stille","HF",1,"n"
"boven","HF",1,"n"
"boop","Pseudo",3,"m"
"lmabus","Random",4,"m"
"mannen","HF",1,"n"
"hooden","Pseudo",3,"m"
"verstagd","Pseudo",3,"m"
"spood","Pseudo",3,"m"
"kest","Pseudo",3,"m"
"brug","HF",1,"n"
"taluepas","Random",4,"m"
"uuagrk","Random",4,"m"
"fuiven","LF",2,"n"
"ontwerp","HF",1,"n"
"aardbei","LF",2,"n"
"o'smott","Random",4,"m"
"stellen","HF",1,"n"
"mitten","Pseudo",3,"m"
"zuiltjes","LF",2,"n"
"buurtjes","LF",2,"n"
"doorten","Pseudo",3,"m"
"pronder","Pseudo",3,"m"
"verricht","HF",1,"n"
"grijle","Pseudo",3,"m"
"groepen","HF",1,"n"
"balsems","LF",2,"n"
"gonmem","Random",4,"m"
"jbeess","Random",4,"m"
"prapdijk","Pseudo",3,"m"
"lieuws","Pseudo",3,"m"
"geurtjes","LF",2,"n"
"rgbuej","Random",4,"m"
"eenmaal","HF",1,"n"
"bevrijpt","Pseudo",3,"m"
"roonde","Pseudo",3,"m"
"hartjes","LF",2,"n"
"rocker","LF",2,"n"
"turnen","LF",2,"n"
"besjes","LF",2,"n"
"pijn","HF",1,"n"
"geboop","Pseudo",3,"m"
"dijkjes","LF",2,"n"
"verniet","Pseudo",3,"m"
"visie","HF",1,"n"
"brandje","LF",2,"n"
"gezend","Pseudo",3,"m"
"hookte","Pseudo",3,"m"
"padjes","LF",2,"n"
"buizerd","LF",2,"n"
"mixers","LF",2,"n"
"popjes","LF",2,"n"
"reis","HF",1,"n"
"fauna's","LF",2,"n"
"sjersoo","Random",4,"m"
"verstaan","HF",1,"n"
"kkarer","Random",4,"m"
"draagt","HF",1,"n"
"hening","Pseudo",3,"m"
"droog","HF",1,"n"
"aden","Pseudo",3,"m"
"koedend","Pseudo",3,"m"
"blop","Pseudo",3,"m"
"totdat","HF",1,"n"
"surfers","LF",2,"n"
"frink","Pseudo",3,"m"
"drokken","Pseudo",3,"m"
"gommen","LF",2,"n"
"kieden","Pseudo",3,"m"
"kaadt","Pseudo",3,"m"
"genoemd","HF",1,"n"
"merkte","HF",1,"n"
"lijden","HF",1,"n"
"alfo'rs","Random",4,"m"
"zucht","HF",1,"n"
"kassiers","LF",2,"n"
"rends","Pseudo",3,"m"
"omedm","Random",4,"m"
"kliekjes","LF",2,"n"
"blif","Pseudo",3,"m"
"paluis","Pseudo",3,"m"
"primeurs","LF",2,"n"
"accu's","LF",2,"n"
"prof","HF",1,"n"
"nlgtese","Random",4,"m"
"anghoord","Pseudo",3,"m"
"loopt","HF",1,"n"
"clip","LF",2,"n"
"tandje","LF",2,"n"
"gedrult","Pseudo",3,"m"
"dnjesar","Random",4,"m"
"belond","Pseudo",3,"m"
"vlaai","LF",2,"n"
"jfwole","Random",4,"m"
"gebruik","HF",1,"n"
"isjtenwj","Random",4,"m"
"damer","Pseudo",3,"m"
"fede","Pseudo",3,"m"
"griezels","LF",2,"n"
"pelososd","Random",4,"m"
"trtsersa","Random",4,"m"
"folven","Pseudo",3,"m"
"szza'ip","Random",4,"m"
"pnoesns","Random",4,"m"
"trachten","HF",1,"n"
"gevield","Pseudo",3,"m"
"zjtleie","Random",4,"m"
"hangt","HF",1,"n"
"jo'jos","Random",4,"m"
"maarde","Pseudo",3,"m"
"balies","LF",2,"n"
"laal","Pseudo",3,"m"
"akjtesn","Random",4,"m"
"roepen","HF",1,"n"
"mimhoen","Pseudo",3,"m"
"dealen","LF",2,"n"
"vosje","LF",2,"n"
"eentje","HF",1,"n"
"slucht","Pseudo",3,"m"
"dadel","LF",2,"n"
"ribeuzd","Random",4,"m"
"fases","LF",2,"n"
"voegde","HF",1,"n"
"lalen","Pseudo",3,"m"
"bezwaar","HF",1,"n"
"gekleed","HF",1,"n"
"valt","HF",1,"n"
"doon","Pseudo",3,"m"
"solsmes","Random",4,"m"
"sgjkreoe","Random",4,"m"
"kartons","LF",2,"n"
"wordt","HF",1,"n"
"soms","HF",1,"n"
"limoen","LF",2,"n"
"gegt","Pseudo",3,"m"
"sproet","LF",2,"n"
"zijn","HF",1,"n"
"scripts","LF",2,"n"
"duur","HF",1,"n"
"voeten","HF",1,"n"
"doopsels","LF",2,"n"
"rvwesie","Random",4,"m"
"hentje","Pseudo",3,"m"
"tassach","Random",4,"m"
"iplc","Random",4,"m"
"rvgeeti","Random",4,"m"
"dis'soc","Random",4,"m"
"jklevos","Random",4,"m"
"kleur","HF",1,"n"
"pluimpje","LF",2,"n"
"twrjeas","Random",4,"m"
"schadar","Pseudo",3,"m"
"geug","Pseudo",3,"m"
"kapjes","LF",2,"n"
"ijsbeer","LF",2,"n"
"aula's","LF",2,"n"
"voldoen","HF",1,"n"
"strikje","LF",2,"n"
"egen","Pseudo",3,"m"
"inzet","HF",1,"n"
"iemand","HF",1,"n"
"snoetjes","LF",2,"n"
"lillicht","Pseudo",3,"m"
"leter","Pseudo",3,"m"
"rondes","LF",2,"n"
"vusten","Pseudo",3,"m"
"snel","HF",1,"n"
"ajsped","Random",4,"m"
"naabhdar","Random",4,"m"
"'artyps","Random",4,"m"
"treintje","LF",2,"n"
"hotel","HF",1,"n"
"tjszie","Random",4,"m"
"blif","Pseudo",3,"m"
"nogms'a","Random",4,"m"
"weetjes","LF",2,"n"
"scraken","Pseudo",3,"m"
"bespaan","Pseudo",3,"m"
"semfar","Random",4,"m"
"eemeuwez","Random",4,"m"
"diva","LF",2,"n"
"kloofjes","LF",2,"n"
