"stimulus","cond","condition","correct_response"
"oijnnt","Random",4,"m"
"geleigd","Pseudo",3,"m"
"aktcer","Random",4,"m"
"deten","Pseudo",3,"m"
"alfo'rs","Random",4,"m"
"mlione","Random",4,"m"
"turnen","LF",2,"n"
"voorvoot","Pseudo",3,"m"
"goed","HF",1,"n"
"ropisch","Pseudo",3,"m"
"schorp","Pseudo",3,"m"
"golf","HF",1,"n"
"osgrle","Random",4,"m"
"gegicht","Pseudo",3,"m"
"voor","HF",1,"n"
"klichten","Pseudo",3,"m"
"dienen","HF",1,"n"
"scripts","LF",2,"n"
"gering","HF",1,"n"
"striem","LF",2,"n"
"teefjes","LF",2,"n"
"teelij","Pseudo",3,"m"
"tankjes","LF",2,"n"
"zwakke","HF",1,"n"
"aandge","Pseudo",3,"m"
"wandkast","LF",2,"n"
"peukjes","LF",2,"n"
"simgkons","Random",4,"m"
"zoutvat","LF",2,"n"
"advies","HF",1,"n"
"koevoet","LF",2,"n"
"best","HF",1,"n"
"liefde","HF",1,"n"
"rudtmsel","Random",4,"m"
"nopotr","Random",4,"m"
"selder","LF",2,"n"
"lengtes","LF",2,"n"
"obzmie","Random",4,"m"
"boogjes","LF",2,"n"
"minste","HF",1,"n"
"cout","Pseudo",3,"m"
"tneprpos","Random",4,"m"
"poucon","Random",4,"m"
"haven","HF",1,"n"
"naabhdar","Random",4,"m"
"broog","Pseudo",3,"m"
"namen","HF",1,"n"
"wilden","HF",1,"n"
"cruises","LF",2,"n"
"gdisje","Random",4,"m"
"boffen","LF",2,"n"
"scherpe","HF",1,"n"
"modem","LF",2,"n"
"orse","Pseudo",3,"m"
"verbaasd","HF",1,"n"
"nekjes","LF",2,"n"
"schone","HF",1,"n"
"nauw","HF",1,"n"
"suiker","HF",1,"n"
"intro","LF",2,"n"
"schaapje","LF",2,"n"
"buggy","LF",2,"n"
"plonsen","LF",2,"n"
"truitjes","LF",2,"n"
"fouw","Pseudo",3,"m"
"eestijk","Pseudo",3,"m"
"jroteok","Random",4,"m"
"pelososd","Random",4,"m"
"koetje","LF",2,"n"
"lezer","HF",1,"n"
"stafje","LF",2,"n"
"kuddes","LF",2,"n"
"surfen","LF",2,"n"
"stortbui","LF",2,"n"
"gestuurd","HF",1,"n"
"hoorntje","LF",2,"n"
"sluiten","HF",1,"n"
"ugrteje","Random",4,"m"
"diek","Pseudo",3,"m"
"deimje","Random",4,"m"
"sturen","HF",1,"n"
"buizerds","LF",2,"n"
"stukjes","HF",1,"n"
"jklevos","Random",4,"m"
"vereist","HF",1,"n"
"scheppen","HF",1,"n"
"betrof","HF",1,"n"
"ropisch","Pseudo",3,"m"
"etlens","Random",4,"m"
"zouden","HF",1,"n"
"fgsueejl","Random",4,"m"
"poepje","LF",2,"n"
"dechten","Pseudo",3,"m"
"panty's","LF",2,"n"
"slkovje","Random",4,"m"
"pijn","HF",1,"n"
"albums","LF",2,"n"
"zinsdeel","LF",2,"n"
"meidje","LF",2,"n"
"keer","HF",1,"n"
"musje","LF",2,"n"
"stersel","Pseudo",3,"m"
"kkarer","Random",4,"m"
"oosten","HF",1,"n"
"sooien","Pseudo",3,"m"
"stonden","HF",1,"n"
"likjes","LF",2,"n"
"schat","HF",1,"n"
"jedselps","Random",4,"m"
"peddel","LF",2,"n"
"eddal","Random",4,"m"
"pind","Pseudo",3,"m"
"roogden","Pseudo",3,"m"
"papjes","LF",2,"n"
"jipelss","Random",4,"m"
"framboos","LF",2,"n"
"auteur","HF",1,"n"
"beploot","Pseudo",3,"m"
"rioeer","Random",4,"m"
"krrame","Random",4,"m"
"vlucht","HF",1,"n"
"bevond","HF",1,"n"
"teksten","HF",1,"n"
"plan","HF",1,"n"
"nieuwe","HF",1,"n"
"biele","Pseudo",3,"m"
"roveel","Pseudo",3,"m"
"maap","Pseudo",3,"m"
"jonge","HF",1,"n"
"dadel","LF",2,"n"
"bionz","Random",4,"m"
"grondig","HF",1,"n"
"gelden","HF",1,"n"
"afses","Random",4,"m"
"heging","Pseudo",3,"m"
"lamen","Pseudo",3,"m"
"brandje","LF",2,"n"
"ochiejs","Random",4,"m"
"sgisend","Random",4,"m"
"riacaal","Random",4,"m"
"medoor","Pseudo",3,"m"
"helft","HF",1,"n"
"otters","LF",2,"n"
"ujekde","Random",4,"m"
"olaavc","Random",4,"m"
"prap","Pseudo",3,"m"
"speelt","HF",1,"n"
"mard","Pseudo",3,"m"
"cout","Pseudo",3,"m"
"vorkjes","LF",2,"n"
"laetrir","Random",4,"m"
"aantal","HF",1,"n"
"kuigend","Pseudo",3,"m"
"stezen","Pseudo",3,"m"
"terug","HF",1,"n"
"kotje","LF",2,"n"
"rseart","Random",4,"m"
"trtsersa","Random",4,"m"
"rechte","HF",1,"n"
"dangt","Pseudo",3,"m"
"tlrslee","Random",4,"m"
"gelegd","HF",1,"n"
"begen","Pseudo",3,"m"
"hoken","Pseudo",3,"m"
"jvejtli","Random",4,"m"
"mogel","Pseudo",3,"m"
"troup","Pseudo",3,"m"
"verbeld","Pseudo",3,"m"
"ldosoje","Random",4,"m"
"meima","Pseudo",3,"m"
"boer","HF",1,"n"
"staren","HF",1,"n"
"koele","HF",1,"n"
"kang","Pseudo",3,"m"
"eiksnjk","Random",4,"m"
"kroegjes","LF",2,"n"
"mjapaens","Random",4,"m"
"bemen","Pseudo",3,"m"
"stelt","HF",1,"n"
"nacsk","Random",4,"m"
"buurtje","LF",2,"n"
"melst","Pseudo",3,"m"
"pijltjes","LF",2,"n"
"dode","HF",1,"n"
"harder","HF",1,"n"
"delde","Pseudo",3,"m"
"rondes","LF",2,"n"
"olkracht","Pseudo",3,"m"
"kenk","Pseudo",3,"m"
"salgo","Random",4,"m"
"owprjme","Random",4,"m"
"jfelsza","Random",4,"m"
"zeemeeuw","LF",2,"n"
"focht","Pseudo",3,"m"
"jury's","LF",2,"n"
"ontblam","Pseudo",3,"m"
"bdejse","Random",4,"m"
"wienen","Pseudo",3,"m"
"schoop","Pseudo",3,"m"
"items","LF",2,"n"
"wijnen","HF",1,"n"
"rosndo","Random",4,"m"
"subies","Pseudo",3,"m"
"oreolb","Random",4,"m"
"brop","Pseudo",3,"m"
"bdejas","Random",4,"m"
"jochies","LF",2,"n"
"haren","HF",1,"n"
"snajaled","Random",4,"m"
"walnoot","LF",2,"n"
"bijwoord","LF",2,"n"
"paslejs","Random",4,"m"
"handel","HF",1,"n"
"grag","Pseudo",3,"m"
"foto","HF",1,"n"
"snallen","Pseudo",3,"m"
"eeelngt","Random",4,"m"
"koer","LF",2,"n"
"kraker","LF",2,"n"
"sotel","Pseudo",3,"m"
"wader","Pseudo",3,"m"
"dragen","HF",1,"n"
"oudste","HF",1,"n"
"olrt","Random",4,"m"
"oopl","Random",4,"m"
"zoentjes","LF",2,"n"
"etsefji","Random",4,"m"
"jesvo","Random",4,"m"
"reis","HF",1,"n"
"kijn","Pseudo",3,"m"
"vliessej","Random",4,"m"
"jergeus","Pseudo",3,"m"
"augurk","LF",2,"n"
"t'aasps","Random",4,"m"
"vruchtje","LF",2,"n"
"mutsjes","LF",2,"n"
"trol","LF",2,"n"
"krreco","Random",4,"m"
"weeder","Pseudo",3,"m"
"laudend","Pseudo",3,"m"
