"stimulus","cond","condition","correct_response"
"o'mpaes","Random",4,"m"
"woord","HF",1,"n"
"ssjaeak","Random",4,"m"
"neesztjo","Random",4,"m"
"acht","HF",1,"n"
"saart","Pseudo",3,"m"
"haar","HF",1,"n"
"kurwndi","Random",4,"m"
"deukje","LF",2,"n"
"boepte","Pseudo",3,"m"
"naabhdar","Random",4,"m"
"baag","Pseudo",3,"m"
"ponmer","Random",4,"m"
"ietm","Random",4,"m"
"reebok","LF",2,"n"
"meeirrs","Random",4,"m"
"agent","HF",1,"n"
"walrus","LF",2,"n"
"srejitep","Random",4,"m"
"oopl","Random",4,"m"
"staken","HF",1,"n"
"zonder","HF",1,"n"
"blonke","Pseudo",3,"m"
"duut","Pseudo",3,"m"
"wacht","HF",1,"n"
"gleufjes","LF",2,"n"
"horen","HF",1,"n"
"dsgktuuo","Random",4,"m"
"breng","HF",1,"n"
"frames","LF",2,"n"
"besje","LF",2,"n"
"stekkers","LF",2,"n"
"agenzn","Random",4,"m"
"kenst","Pseudo",3,"m"
"ziek","HF",1,"n"
"zuiltje","LF",2,"n"
"kning","Pseudo",3,"m"
"deimje","Random",4,"m"
"games","LF",2,"n"
"iotofej","Random",4,"m"
"egen","Pseudo",3,"m"
"zeemeeuw","LF",2,"n"
"gich","Pseudo",3,"m"
"koer","LF",2,"n"
"tonaar","Pseudo",3,"m"
"indruk","HF",1,"n"
"iepgjer","Random",4,"m"
"delta's","LF",2,"n"
"earrspt","Random",4,"m"
"ito'rs","Random",4,"m"
"ejposm","Random",4,"m"
"kalfje","LF",2,"n"
"prap","Pseudo",3,"m"
"waarom","HF",1,"n"
"esdsetrs","Random",4,"m"
"dorg","Pseudo",3,"m"
"utjbrue","Random",4,"m"
"snelle","HF",1,"n"
"sausjes","LF",2,"n"
"beler","Pseudo",3,"m"
"type","HF",1,"n"
"merkt","HF",1,"n"
"snel","HF",1,"n"
"marker","LF",2,"n"
"jargons","LF",2,"n"
"cakes","LF",2,"n"
"foto's","HF",1,"n"
"thema","HF",1,"n"
"tliezju","Random",4,"m"
"steeven","Pseudo",3,"m"
"deek","Pseudo",3,"m"
"gevraald","Pseudo",3,"m"
"zeiltje","LF",2,"n"
"verse","HF",1,"n"
"ervoor","HF",1,"n"
"attemle","Random",4,"m"
"gieve","Pseudo",3,"m"
"merries","LF",2,"n"
"stunts","LF",2,"n"
"sammer","Pseudo",3,"m"
"koetje","LF",2,"n"
"lolly's","LF",2,"n"
"schin","Pseudo",3,"m"
"gezocht","HF",1,"n"
"npdia","Random",4,"m"
"houten","HF",1,"n"
"uodj","Random",4,"m"
"stages","LF",2,"n"
"saesriks","Random",4,"m"
"moet","HF",1,"n"
"aden","Pseudo",3,"m"
"ba's","Pseudo",3,"m"
"aavgrsej","Random",4,"m"
"dmjeaasn","Random",4,"m"
"zeefje","LF",2,"n"
"reis","HF",1,"n"
"breed","HF",1,"n"
"alsof","HF",1,"n"
"jbeess","Random",4,"m"
"speeps","Pseudo",3,"m"
"gerul","Pseudo",3,"m"
"belder","Pseudo",3,"m"
"zombies","LF",2,"n"
"vijl","LF",2,"n"
"oetjls","Random",4,"m"
"verde","Pseudo",3,"m"
"vade","Pseudo",3,"m"
"onzin","HF",1,"n"
"voegde","HF",1,"n"
"kbrfoal","Random",4,"m"
"vukt","Pseudo",3,"m"
"haantjes","LF",2,"n"
"leiders","HF",1,"n"
"mossels","LF",2,"n"
"gympjes","LF",2,"n"
"gemeen","HF",1,"n"
"prooien","LF",2,"n"
"jo'jos","Random",4,"m"
"gezend","Pseudo",3,"m"
"dnoser","Random",4,"m"
"weesjes","LF",2,"n"
"slede","LF",2,"n"
"donker","HF",1,"n"
"doer","Pseudo",3,"m"
"deuntjes","LF",2,"n"
"forums","LF",2,"n"
"minste","HF",1,"n"
"pukkel","LF",2,"n"
"eloe","Pseudo",3,"m"
"vliegen","HF",1,"n"
"erben","Pseudo",3,"m"
"vaasjes","LF",2,"n"
"moeilijk","HF",1,"n"
"buren","HF",1,"n"
"esjmse","Random",4,"m"
"meeld","Pseudo",3,"m"
"heerlijk","HF",1,"n"
"laagjes","LF",2,"n"
"maam","Pseudo",3,"m"
"vormpjes","LF",2,"n"
