"stimulus","cond","condition","correct_response"
"vleesmes","LF",2,"n"
"beloofd","HF",1,"n"
"ewjnclot","Random",4,"m"
"straks","HF",1,"n"
"rokjes","LF",2,"n"
"ripenpt","Random",4,"m"
"strikje","LF",2,"n"
"mour","Pseudo",3,"m"
"ajadmne","Random",4,"m"
"zelden","HF",1,"n"
"pandje","LF",2,"n"
"plateaus","LF",2,"n"
"miertje","LF",2,"n"
"moeging","Pseudo",3,"m"
"hebt","HF",1,"n"
"lucter","Pseudo",3,"m"
"puistje","LF",2,"n"
"gegicht","Pseudo",3,"m"
"gleufje","LF",2,"n"
"stortbui","LF",2,"n"
"okjres","Random",4,"m"
"uknp","Random",4,"m"
"kleurtje","LF",2,"n"
"meisje","HF",1,"n"
"gaven","HF",1,"n"
"hust","Pseudo",3,"m"
"ervoor","HF",1,"n"
"ltdea's","Random",4,"m"
"moment","HF",1,"n"
"onzin","HF",1,"n"
"ldosoje","Random",4,"m"
"liever","HF",1,"n"
"roosjes","LF",2,"n"
"attemle","Random",4,"m"
"sojeflok","Random",4,"m"
"lesud","Random",4,"m"
"oasj","Random",4,"m"
"swille","Pseudo",3,"m"
"ijlfo","Random",4,"m"
"uiting","HF",1,"n"
"dwergjes","LF",2,"n"
"voorzien","HF",1,"n"
"buggy","LF",2,"n"
"streek","HF",1,"n"
"nacsk","Random",4,"m"
"buimen","Pseudo",3,"m"
"larve","LF",2,"n"
"schillig","Pseudo",3,"m"
"tegen","HF",1,"n"
"schoot","HF",1,"n"
"troup","Pseudo",3,"m"
"mama","HF",1,"n"
"richtte","HF",1,"n"
"bijpen","Pseudo",3,"m"
"reviews","LF",2,"n"
"arbeid","HF",1,"n"
"'raoscb","Random",4,"m"
"houten","HF",1,"n"
"abant","Pseudo",3,"m"
"sletje","LF",2,"n"
"ochiejs","Random",4,"m"
"schaats","LF",2,"n"
"diede","Pseudo",3,"m"
"zuiltjes","LF",2,"n"
"vond","HF",1,"n"
"liende","Pseudo",3,"m"
"klaar","HF",1,"n"
"zelfs","HF",1,"n"
"sjaalf","Pseudo",3,"m"
"hust","Pseudo",3,"m"
"uentttr","Random",4,"m"
"leden","HF",1,"n"
"bepaald","HF",1,"n"
"bleket","Pseudo",3,"m"
"doctors","LF",2,"n"
"roggen","LF",2,"n"
"neius","Random",4,"m"
"zwijntje","LF",2,"n"
"taxi","HF",1,"n"
"meidje","LF",2,"n"
"rioeer","Random",4,"m"
"knikjes","LF",2,"n"
"onze","HF",1,"n"
"lief","HF",1,"n"
"trailer","LF",2,"n"
"weekjes","LF",2,"n"
"ebnfof","Random",4,"m"
"goger","Pseudo",3,"m"
"brandje","LF",2,"n"
"brouben","Pseudo",3,"m"
"gleufjes","LF",2,"n"
"olpshee","Random",4,"m"
"ktsea","Random",4,"m"
"jiksube","Random",4,"m"
"wilden","HF",1,"n"
"oetjls","Random",4,"m"
"scappen","Pseudo",3,"m"
"werzing","Pseudo",3,"m"
"fjeiert","Random",4,"m"
"keed","Pseudo",3,"m"
"scèter","Pseudo",3,"m"
"cycloon","LF",2,"n"
"epaspj","Random",4,"m"
"asbbalel","Random",4,"m"
"faatste","Pseudo",3,"m"
"muskiet","LF",2,"n"
"trutten","LF",2,"n"
"padjes","LF",2,"n"
"muben","Pseudo",3,"m"
"dansjes","LF",2,"n"
"strand","HF",1,"n"
"kezens","Pseudo",3,"m"
"eirtsn","Random",4,"m"
"took","Pseudo",3,"m"
"milieu","HF",1,"n"
"geurtje","LF",2,"n"
"kstwadan","Random",4,"m"
"koortje","LF",2,"n"
"avond","HF",1,"n"
"krreco","Random",4,"m"
"estlels","Random",4,"m"
"gezeld","Pseudo",3,"m"
"clip","LF",2,"n"
"jlsueki","Random",4,"m"
"word","HF",1,"n"
"luksten","Pseudo",3,"m"
"monsen","Pseudo",3,"m"
"judo","LF",2,"n"
"modem","LF",2,"n"
"rapport","HF",1,"n"
"nlgtese","Random",4,"m"
"acarabne","Random",4,"m"
"heet","HF",1,"n"
"kollens","Pseudo",3,"m"
"spatels","LF",2,"n"
"fgsueejl","Random",4,"m"
"kortom","HF",1,"n"
"cobra's","LF",2,"n"
"okvang","Pseudo",3,"m"
"azenpu","Random",4,"m"
"behoel","Pseudo",3,"m"
"café","HF",1,"n"
"iezer","Pseudo",3,"m"
"esborpod","Random",4,"m"
"facht","Pseudo",3,"m"
"kaasjes","LF",2,"n"
"ergels","Pseudo",3,"m"
"wiest","Pseudo",3,"m"
"partner","HF",1,"n"
"bebijk","Pseudo",3,"m"
"blonde","HF",1,"n"
"cange","Pseudo",3,"m"
"stezen","Pseudo",3,"m"
"hege","Pseudo",3,"m"
"uklliro","Random",4,"m"
"gien","Pseudo",3,"m"
"vant","Pseudo",3,"m"
"viet","Pseudo",3,"m"
"stunts","LF",2,"n"
"pjseirl","Random",4,"m"
"usfren","Random",4,"m"
"berging","LF",2,"n"
"eiden","Pseudo",3,"m"
"vlaai","LF",2,"n"
"gezot","Pseudo",3,"m"
"rceuiss","Random",4,"m"
"serste","Pseudo",3,"m"
"eeejlutw","Random",4,"m"
"produkt","HF",1,"n"
"gewicht","HF",1,"n"
"ontdekt","HF",1,"n"
"blondjes","LF",2,"n"
"hard","HF",1,"n"
"prapdijk","Pseudo",3,"m"
"jkbees","Random",4,"m"
"wandkast","LF",2,"n"
"klasse","HF",1,"n"
"wieltje","LF",2,"n"
"vogel","HF",1,"n"
"sauna's","LF",2,"n"
"luid","HF",1,"n"
"mietjes","LF",2,"n"
"bijbet","Pseudo",3,"m"
"totdat","HF",1,"n"
"eijlks","Random",4,"m"
"marker","LF",2,"n"
"boop","Pseudo",3,"m"
"rocker","LF",2,"n"
"oreolb","Random",4,"m"
"usjem","Random",4,"m"
"brots","Pseudo",3,"m"
"stonden","HF",1,"n"
"fuist","Pseudo",3,"m"
"foten","Pseudo",3,"m"
"koffie","HF",1,"n"
"iertmje","Random",4,"m"
"spiepen","Pseudo",3,"m"
"nelpze","Random",4,"m"
"oologrs","Random",4,"m"
"jeer","Pseudo",3,"m"
"noodse","Pseudo",3,"m"
"leiders","HF",1,"n"
"pluimpje","LF",2,"n"
"koevoet","LF",2,"n"
"koetje","LF",2,"n"
"holken","Pseudo",3,"m"
"vandaar","HF",1,"n"
"greerde","Pseudo",3,"m"
"tetwij","Pseudo",3,"m"
"sheriffs","LF",2,"n"
"ttejru","Random",4,"m"
"jematnsa","Random",4,"m"
"hield","HF",1,"n"
"item","LF",2,"n"
"legagn","Random",4,"m"
"naowolt","Random",4,"m"
"plonsen","LF",2,"n"
"nksiert","Random",4,"m"
"dromen","HF",1,"n"
"musje","LF",2,"n"
"destijds","HF",1,"n"
"truegjes","Random",4,"m"
"ieder","HF",1,"n"
"horen","HF",1,"n"
"ouders","HF",1,"n"
"deelhns","Random",4,"m"
"loffer","Pseudo",3,"m"
"ovkoeet","Random",4,"m"
"ueedjnts","Random",4,"m"
"harde","HF",1,"n"
"vkeojns","Random",4,"m"
"solo's","LF",2,"n"
"sauw","Pseudo",3,"m"
"volkjes","LF",2,"n"
"begrip","HF",1,"n"
"doorgaan","HF",1,"n"
"melk","HF",1,"n"
"leufgej","Random",4,"m"
"us'cac","Random",4,"m"
"aardbei","LF",2,"n"
