"stimulus","cond","condition","correct_response"
"warten","Pseudo",3,"m"
"richt","HF",1,"n"
"tespja","Random",4,"m"
"woedend","HF",1,"n"
"schoemen","Pseudo",3,"m"
"steeven","Pseudo",3,"m"
"beelden","HF",1,"n"
"zwijrend","Pseudo",3,"m"
"simgkons","Random",4,"m"
"roepen","HF",1,"n"
"hoking","Pseudo",3,"m"
"soja","LF",2,"n"
"begrijp","HF",1,"n"
"snobs","LF",2,"n"
"zuchtte","HF",1,"n"
"tmliuje","Random",4,"m"
"brachten","HF",1,"n"
"spitcrs","Random",4,"m"
"nakken","Pseudo",3,"m"
"maap","Pseudo",3,"m"
"noeit","Pseudo",3,"m"
"braan","Pseudo",3,"m"
"pijn","HF",1,"n"
"ntasuls","Random",4,"m"
"lengte","HF",1,"n"
"huisje","HF",1,"n"
"jivl","Random",4,"m"
"goudstuk","LF",2,"n"
"wormpje","LF",2,"n"
"gedat","Pseudo",3,"m"
"nogms'a","Random",4,"m"
"ortocds","Random",4,"m"
"jaam","Pseudo",3,"m"
"mixers","LF",2,"n"
"zieltje","LF",2,"n"
"fout","HF",1,"n"
"wezen","HF",1,"n"
"biedara","Random",4,"m"
"ejsdfrui","Random",4,"m"
"hoogtes","LF",2,"n"
"cross","LF",2,"n"
"dize","Pseudo",3,"m"
"zeemeeuw","LF",2,"n"
"gelierd","Pseudo",3,"m"
"didden","Pseudo",3,"m"
"ilwotfo","Random",4,"m"
"pingpong","LF",2,"n"
"cotaal","Pseudo",3,"m"
"haps","Pseudo",3,"m"
"faatste","Pseudo",3,"m"
"zjtleie","Random",4,"m"
"borstje","LF",2,"n"
"soldaat","HF",1,"n"
"weten","HF",1,"n"
"popcorn","LF",2,"n"
"vmeelses","Random",4,"m"
"derken","Pseudo",3,"m"
"tjszie","Random",4,"m"
"cemmer","Pseudo",3,"m"
"pind","Pseudo",3,"m"
"ookljef","Random",4,"m"
"enrdoos","Random",4,"m"
"ejzeewps","Random",4,"m"
"keste","Pseudo",3,"m"
"paslejs","Random",4,"m"
"mede","HF",1,"n"
"stond","HF",1,"n"
"balseja","Random",4,"m"
"lso'os","Random",4,"m"
"buiten","HF",1,"n"
"estlels","Random",4,"m"
"maanden","HF",1,"n"
"mouwtjes","LF",2,"n"
"stekel","LF",2,"n"
"sandaal","LF",2,"n"
"precekt","Pseudo",3,"m"
"bedekt","HF",1,"n"
"eilavan","Random",4,"m"
"voordom","Pseudo",3,"m"
"schat","HF",1,"n"
"frierden","Pseudo",3,"m"
"luzie","Pseudo",3,"m"
"eirtnprs","Random",4,"m"
"emits","Random",4,"m"
"indien","HF",1,"n"
"ksejeup","Random",4,"m"
"trtsseek","Random",4,"m"
"dutjes","LF",2,"n"
"even","HF",1,"n"
"twijgje","LF",2,"n"
"sleetje","LF",2,"n"
"doewel","Pseudo",3,"m"
"handgag","Pseudo",3,"m"
"rseart","Random",4,"m"
"reviews","LF",2,"n"
"koel","HF",1,"n"
"prisma's","LF",2,"n"
"hoogte","HF",1,"n"
"ventjes","LF",2,"n"
"hoed","HF",1,"n"
"sofa's","LF",2,"n"
"vaak","HF",1,"n"
"verliet","HF",1,"n"
"bedram","Pseudo",3,"m"
