"stimulus","cond","condition","correct_response"
"rvwesie","Random",4,"m"
"mieder","Pseudo",3,"m"
"vent","HF",1,"n"
"schaats","LF",2,"n"
"cycloon","LF",2,"n"
"laagjes","LF",2,"n"
"fles","HF",1,"n"
"woeie","Pseudo",3,"m"
"lokter","Pseudo",3,"m"
"wand","HF",1,"n"
"wreef","HF",1,"n"
"idnseelz","Random",4,"m"
"mormels","LF",2,"n"
"rends","Pseudo",3,"m"
"kesten","Pseudo",3,"m"
"tumors","LF",2,"n"
"vrijl","Pseudo",3,"m"
"wijntjes","LF",2,"n"
"hbnakol","Random",4,"m"
"'artyps","Random",4,"m"
"keotj","Random",4,"m"
"ilwotfo","Random",4,"m"
"verdoord","Pseudo",3,"m"
"sebje","Random",4,"m"
"oken","Pseudo",3,"m"
"strikjes","LF",2,"n"
"bevrijpt","Pseudo",3,"m"
"toont","HF",1,"n"
"erdesl","Random",4,"m"
"striem","LF",2,"n"
"voorgoed","HF",1,"n"
"praktijk","HF",1,"n"
"kanons","LF",2,"n"
"vind","HF",1,"n"
"vleeuw","Pseudo",3,"m"
"vormpjes","LF",2,"n"
"denken","HF",1,"n"
"logo","LF",2,"n"
"puut","Pseudo",3,"m"
"lastig","HF",1,"n"
"sjdenom","Random",4,"m"
"ochiejs","Random",4,"m"
"zeunde","Pseudo",3,"m"
"glikken","Pseudo",3,"m"
"voekt","Pseudo",3,"m"
"erin","HF",1,"n"
"begreep","HF",1,"n"
"roonde","Pseudo",3,"m"
"termijn","HF",1,"n"
"arrsad","Random",4,"m"
"zideau","Pseudo",3,"m"
"nstuts","Random",4,"m"
"koortje","LF",2,"n"
"wierp","HF",1,"n"
"facht","Pseudo",3,"m"
"jedselps","Random",4,"m"
"olie","HF",1,"n"
"zombie","LF",2,"n"
"slijmen","LF",2,"n"
"dicht","HF",1,"n"
"daakt","Pseudo",3,"m"
"brijpen","Pseudo",3,"m"
"richting","HF",1,"n"
"preosjt","Random",4,"m"
"boeken","HF",1,"n"
"nachtjes","LF",2,"n"
"belpt","Pseudo",3,"m"
"voort","HF",1,"n"
"vlucht","HF",1,"n"
"truitjes","LF",2,"n"
"ocsrotes","Random",4,"m"
"wmirpe","Random",4,"m"
"olijf","LF",2,"n"
"spatels","LF",2,"n"
"tnrio","Random",4,"m"
"knuffel","LF",2,"n"
"tetwij","Pseudo",3,"m"
"haarband","LF",2,"n"
"fouten","HF",1,"n"
"orgels","LF",2,"n"
"lijst","HF",1,"n"
"meken","Pseudo",3,"m"
"tnjeesv","Random",4,"m"
"schirren","Pseudo",3,"m"
"ontplaat","Pseudo",3,"m"
"acarabne","Random",4,"m"
"zwaantje","LF",2,"n"
"gulden","HF",1,"n"
"opgat","Pseudo",3,"m"
"jorpesot","Random",4,"m"
"lssaa","Random",4,"m"
"bouden","Pseudo",3,"m"
"bamier","Pseudo",3,"m"
"reebok","LF",2,"n"
"flipper","LF",2,"n"
"omedm","Random",4,"m"
"hoken","Pseudo",3,"m"
"bleef","HF",1,"n"
"lesud","Random",4,"m"
"dmjeaasn","Random",4,"m"
"daarna","HF",1,"n"
"aavgrsej","Random",4,"m"
"lshjpeu","Random",4,"m"
"esdsetrs","Random",4,"m"
"prsetpin","Random",4,"m"
"gich","Pseudo",3,"m"
"cartoons","LF",2,"n"
"suiker","HF",1,"n"
"gezag","HF",1,"n"
"behoel","Pseudo",3,"m"
"plannen","HF",1,"n"
"bijwoord","LF",2,"n"
"bosbes","LF",2,"n"
"sland","Pseudo",3,"m"
"odfohizn","Random",4,"m"
"trailers","LF",2,"n"
"verloor","HF",1,"n"
"aula's","LF",2,"n"
"semutjs","Random",4,"m"
"viel","HF",1,"n"
"lekker","HF",1,"n"
"helfde","Pseudo",3,"m"
"oken","Pseudo",3,"m"
"voorjaar","HF",1,"n"
"ltejeiw","Random",4,"m"
"gala","LF",2,"n"
"bdejas","Random",4,"m"
"buffers","LF",2,"n"
"eiksnjk","Random",4,"m"
"cout","Pseudo",3,"m"
"blinnen","Pseudo",3,"m"
"gommen","LF",2,"n"
"teelij","Pseudo",3,"m"
"ojjo","Random",4,"m"
"eesfejtr","Random",4,"m"
"lijkt","HF",1,"n"
"leeuwtje","LF",2,"n"
"eujtds","Random",4,"m"
"lryla","Random",4,"m"
"mondjes","LF",2,"n"
"galgen","LF",2,"n"
"eeuwig","HF",1,"n"
"vkeojns","Random",4,"m"
"cricket","LF",2,"n"
"cruises","LF",2,"n"
"lieverds","LF",2,"n"
"aantal","HF",1,"n"
"jongen","HF",1,"n"
"steekt","HF",1,"n"
"oasj","Random",4,"m"
"droom","HF",1,"n"
"bagen","Pseudo",3,"m"
"ryu'js","Random",4,"m"
"ziel","HF",1,"n"
"ojstep","Random",4,"m"
"etlens","Random",4,"m"
"liefde","HF",1,"n"
"deek","Pseudo",3,"m"
"jngiogg","Random",4,"m"
"persoon","HF",1,"n"
"lsede","Random",4,"m"
"mjapaens","Random",4,"m"
"jojo's","LF",2,"n"
"juni","HF",1,"n"
"muben","Pseudo",3,"m"
"waarom","HF",1,"n"
"donding","Pseudo",3,"m"
"bleken","HF",1,"n"
"mens","HF",1,"n"
"fauna's","LF",2,"n"
"hood","Pseudo",3,"m"
"koer","LF",2,"n"
"groeg","Pseudo",3,"m"
"plots","HF",1,"n"
"jupvrouw","Pseudo",3,"m"
"mening","HF",1,"n"
"poortjes","LF",2,"n"
"nogms'a","Random",4,"m"
"groen","HF",1,"n"
"labels","LF",2,"n"
"ribeuzd","Random",4,"m"
"dkjijes","Random",4,"m"
"trollen","LF",2,"n"
"opyhtn","Random",4,"m"
"ontdekt","HF",1,"n"
"ajewts","Random",4,"m"
"coupons","LF",2,"n"
"trutten","LF",2,"n"
"kruikjes","LF",2,"n"
"dwars","HF",1,"n"
"onzin","HF",1,"n"
"lassers","LF",2,"n"
"daarman","Pseudo",3,"m"
"inzet","HF",1,"n"
"edrijr","Random",4,"m"
"forums","LF",2,"n"
"maagten","Pseudo",3,"m"
"maak","HF",1,"n"
"getten","Pseudo",3,"m"
"salsa","LF",2,"n"
"duifjes","LF",2,"n"
"wjzetere","Random",4,"m"
"jons","Pseudo",3,"m"
"andslaa","Random",4,"m"
"waarag","Pseudo",3,"m"
"lolly's","LF",2,"n"
"bevaalt","Pseudo",3,"m"
"mozij","Pseudo",3,"m"
"zeurdibs","Random",4,"m"
"behoel","Pseudo",3,"m"
"trachtte","HF",1,"n"
"matjes","LF",2,"n"
"nota","HF",1,"n"
"cakes","LF",2,"n"
"gele","HF",1,"n"
"solo's","LF",2,"n"
"slegheid","Pseudo",3,"m"
"atoornsc","Random",4,"m"
"breeg","Pseudo",3,"m"
"omforbas","Random",4,"m"
"mortiek","Pseudo",3,"m"
"gemal","Pseudo",3,"m"
"sausjes","LF",2,"n"
"ropisch","Pseudo",3,"m"
"zwart","HF",1,"n"
"prooien","LF",2,"n"
"rseart","Random",4,"m"
"pijltjes","LF",2,"n"
"schak","Pseudo",3,"m"
"vage","HF",1,"n"
"tnokars","Random",4,"m"
"twijlen","Pseudo",3,"m"
"rode","HF",1,"n"
"kaastig","Pseudo",3,"m"
"avond","HF",1,"n"
"verheerd","Pseudo",3,"m"
"lbuvaki","Random",4,"m"
"traantje","LF",2,"n"
"wormpje","LF",2,"n"
"ltesbei","Random",4,"m"
