"stimulus","cond","condition","correct_response"
"zombies","LF",2,"n"
"hals","HF",1,"n"
"moeder","HF",1,"n"
"anders","HF",1,"n"
"roord","Pseudo",3,"m"
"vielen","HF",1,"n"
"prijs","HF",1,"n"
"keed","Pseudo",3,"m"
"dsgktuuo","Random",4,"m"
"borsten","HF",1,"n"
"raaite","Pseudo",3,"m"
"luikjes","LF",2,"n"
"weesjes","LF",2,"n"
"iertmje","Random",4,"m"
"ltdea's","Random",4,"m"
"borst","HF",1,"n"
"wezens","HF",1,"n"
"balseja","Random",4,"m"
"snuitje","LF",2,"n"
"pizza's","LF",2,"n"
"esjmse","Random",4,"m"
"keek","HF",1,"n"
"haarband","LF",2,"n"
"zief","Pseudo",3,"m"
"deiring","Pseudo",3,"m"
"produkt","HF",1,"n"
"mogen","HF",1,"n"
"eobbss","Random",4,"m"
"moze","Pseudo",3,"m"
"oonzaat","Pseudo",3,"m"
"dmjeaasn","Random",4,"m"
"staarde","HF",1,"n"
"bizon","LF",2,"n"
"bsireej","Random",4,"m"
"volk","HF",1,"n"
"gepad","Pseudo",3,"m"
"daakt","Pseudo",3,"m"
"pprelis","Random",4,"m"
"vanaf","HF",1,"n"
"rvdliees","Random",4,"m"
"laat","HF",1,"n"
"kkarer","Random",4,"m"
"nodig","HF",1,"n"
"eiden","Pseudo",3,"m"
"schebe","Pseudo",3,"m"
"grijle","Pseudo",3,"m"
"gezien","HF",1,"n"
"badjes","LF",2,"n"
"stenk","Pseudo",3,"m"
"pandje","LF",2,"n"
"mango's","LF",2,"n"
"cross","LF",2,"n"
"vaser","Pseudo",3,"m"
"cout","Pseudo",3,"m"
"kljetee","Random",4,"m"
"vlaai","LF",2,"n"
"zoosje","Pseudo",3,"m"
"mrkneom","Random",4,"m"
"dutjes","LF",2,"n"
"gympjes","LF",2,"n"
"ziel","HF",1,"n"
"tizjwnje","Random",4,"m"
"kleine","HF",1,"n"
"ujekde","Random",4,"m"
"wijsheid","HF",1,"n"
"ierand","Pseudo",3,"m"
"drums","LF",2,"n"
"gelerd","Pseudo",3,"m"
"verkocht","HF",1,"n"
"fluitjes","LF",2,"n"
"ortanco","Random",4,"m"
"termen","HF",1,"n"
"jvejtli","Random",4,"m"
"bedoept","Pseudo",3,"m"
"stafje","LF",2,"n"
"ykceoh","Random",4,"m"
"beetje","HF",1,"n"
"tntijere","Random",4,"m"
"plaar","Pseudo",3,"m"
"stages","LF",2,"n"
"eeldig","Pseudo",3,"m"
"skejtte","Random",4,"m"
"fronke","Pseudo",3,"m"
"jotra","Pseudo",3,"m"
"voorvoot","Pseudo",3,"m"
"gezoed","Pseudo",3,"m"
"mondjes","LF",2,"n"
"kwaten","Pseudo",3,"m"
"kijkt","HF",1,"n"
"sogdaal","Pseudo",3,"m"
"enrdoos","Random",4,"m"
"vlaktes","LF",2,"n"
"atoornsc","Random",4,"m"
"frietjes","LF",2,"n"
"pukkel","LF",2,"n"
"otters","LF",2,"n"
"bdejse","Random",4,"m"
"mede","HF",1,"n"
"broten","Pseudo",3,"m"
"pisjuets","Random",4,"m"
"prisma's","LF",2,"n"
"biedara","Random",4,"m"
"najaars","LF",2,"n"
"voedtal","Pseudo",3,"m"
"jong","HF",1,"n"
"doopsels","LF",2,"n"
"glikken","Pseudo",3,"m"
"zweepjes","LF",2,"n"
"oopt","Pseudo",3,"m"
"deek","Pseudo",3,"m"
"vliessej","Random",4,"m"
"jeer","Pseudo",3,"m"
"sutilpor","Random",4,"m"
"nechzelf","Pseudo",3,"m"
"oarcrtts","Random",4,"m"
"buggy","LF",2,"n"
"dieren","HF",1,"n"
"reden","HF",1,"n"
"gerden","Pseudo",3,"m"
"sauan's","Random",4,"m"
"spel","HF",1,"n"
"beiden","HF",1,"n"
"hetgeen","HF",1,"n"
"scanners","LF",2,"n"
"toestand","HF",1,"n"
"film","HF",1,"n"
"raster","LF",2,"n"
"nood","HF",1,"n"
"selder","LF",2,"n"
"etsefji","Random",4,"m"
"kroeker","Pseudo",3,"m"
"donsheid","Pseudo",3,"m"
"ietm","Random",4,"m"
"eisers","LF",2,"n"
"tracht","HF",1,"n"
"koffer","HF",1,"n"
"elipskn","Random",4,"m"
"strand","HF",1,"n"
"ubtrsoti","Random",4,"m"
"espnrta","Random",4,"m"
"vuur","HF",1,"n"
"strikje","LF",2,"n"
"omedm","Random",4,"m"
"wanneer","HF",1,"n"
"cash","LF",2,"n"
"sarals","Pseudo",3,"m"
"prsuten","Random",4,"m"
"helel","Pseudo",3,"m"
"orgels","LF",2,"n"
"sisie","Pseudo",3,"m"
"vormpjes","LF",2,"n"
"ruersfs","Random",4,"m"
"dintraal","Pseudo",3,"m"
"esdsetrs","Random",4,"m"
"proces","HF",1,"n"
"jkbees","Random",4,"m"
"kljove","Random",4,"m"
"rocker","LF",2,"n"
"stinker","LF",2,"n"
"trutten","LF",2,"n"
"iceet","Pseudo",3,"m"
"hoorde","HF",1,"n"
"kwestje","Pseudo",3,"m"
"sletje","LF",2,"n"
"stappen","HF",1,"n"
"steags","Random",4,"m"
"riacaal","Random",4,"m"
"roggen","LF",2,"n"
"mopjes","LF",2,"n"
"ming","Pseudo",3,"m"
"vusten","Pseudo",3,"m"
"knikjes","LF",2,"n"
"bijeen","HF",1,"n"
"kuddes","LF",2,"n"
"rtbseoj","Random",4,"m"
"treffen","HF",1,"n"
"naowolt","Random",4,"m"
"vmeelses","Random",4,"m"
"likjes","LF",2,"n"
"iacrts","Random",4,"m"
"rimeupsr","Random",4,"m"
"meetlat","LF",2,"n"
"fousen","Pseudo",3,"m"
"verband","HF",1,"n"
"worden","HF",1,"n"
"meidde","Pseudo",3,"m"
"weet","HF",1,"n"
"ssjaeak","Random",4,"m"
