"stimulus","cond","condition","correct_response"
"armen","HF",1,"n"
"ekzhito","Random",4,"m"
"cross","LF",2,"n"
"trailer","LF",2,"n"
"edrijr","Random",4,"m"
"ritsen","LF",2,"n"
"tausti","Random",4,"m"
"naampjes","LF",2,"n"
"band","HF",1,"n"
"liever","HF",1,"n"
"usjesne","Random",4,"m"
"spront","Pseudo",3,"m"
"trouwens","HF",1,"n"
"iezer","Pseudo",3,"m"
"leeft","HF",1,"n"
"boven","HF",1,"n"
"blauwe","HF",1,"n"
"braag","Pseudo",3,"m"
"vorkjes","LF",2,"n"
"panty's","LF",2,"n"
"gesteld","HF",1,"n"
"boepte","Pseudo",3,"m"
"vullen","HF",1,"n"
"geruld","Pseudo",3,"m"
"eeejlutw","Random",4,"m"
"leidde","HF",1,"n"
"peter","HF",1,"n"
"uknp","Random",4,"m"
"penning","HF",1,"n"
"deven","Pseudo",3,"m"
"biscuits","LF",2,"n"
"vangen","HF",1,"n"
"liek","Pseudo",3,"m"
"vruchtje","LF",2,"n"
"wors","Pseudo",3,"m"
"bild","Pseudo",3,"m"
"ykceoh","Random",4,"m"
"doopsels","LF",2,"n"
"sgisend","Random",4,"m"
"luid","HF",1,"n"
"felle","HF",1,"n"
"kelkiej","Random",4,"m"
"ueadfrs","Random",4,"m"
"osgrle","Random",4,"m"
"dedden","Pseudo",3,"m"
"behat","Pseudo",3,"m"
"schrijft","HF",1,"n"
"durfde","HF",1,"n"
"kruikjes","LF",2,"n"
"soemand","Pseudo",3,"m"
"vergiet","LF",2,"n"
"kunnen","HF",1,"n"
"afses","Random",4,"m"
"chef","HF",1,"n"
"pgonnpgi","Random",4,"m"
"wirze","Pseudo",3,"m"
"momlers","Random",4,"m"
"werkte","HF",1,"n"
"grond","HF",1,"n"
"ossrbek","Random",4,"m"
"peent","Pseudo",3,"m"
"slijmen","LF",2,"n"
"raakt","HF",1,"n"
"sgnjaor","Random",4,"m"
"sportlui","LF",2,"n"
"gezocht","HF",1,"n"
"vlaaien","LF",2,"n"
"zweepjes","LF",2,"n"
"hints","LF",2,"n"
"moeilijk","HF",1,"n"
"hangers","LF",2,"n"
"vmeelses","Random",4,"m"
"popjes","LF",2,"n"
"brang","Pseudo",3,"m"
"muskiet","LF",2,"n"
"wansen","Pseudo",3,"m"
"warm","HF",1,"n"
"beuden","Pseudo",3,"m"
"muilen","LF",2,"n"
"ackse","Random",4,"m"
"diede","Pseudo",3,"m"
"oorbel","LF",2,"n"
"tliezju","Random",4,"m"
"akkoord","HF",1,"n"
"toegang","HF",1,"n"
"snaan","Pseudo",3,"m"
