"stimulus","cond","condition","correct_response"
"ritsen","LF",2,"n"
"luksten","Pseudo",3,"m"
"wratje","LF",2,"n"
"groepen","HF",1,"n"
"pinda","LF",2,"n"
"slipjes","LF",2,"n"
"louter","HF",1,"n"
"ltejeiw","Random",4,"m"
"tonijn","LF",2,"n"
"karoolsp","Random",4,"m"
"zotten","LF",2,"n"
"ejlztise","Random",4,"m"
"vijg","LF",2,"n"
"mijzelf","HF",1,"n"
"nonder","Pseudo",3,"m"
"zullen","HF",1,"n"
"cosans","Pseudo",3,"m"
"nadat","HF",1,"n"
"bebijk","Pseudo",3,"m"
"vast","HF",1,"n"
"widden","Pseudo",3,"m"
"weeder","Pseudo",3,"m"
"lolly's","LF",2,"n"
"langzaam","HF",1,"n"
"olaavc","Random",4,"m"
"besjes","LF",2,"n"
"hangers","LF",2,"n"
"kert","Pseudo",3,"m"
"koordjes","LF",2,"n"
"fussen","Pseudo",3,"m"
"zalfje","LF",2,"n"
"intro","LF",2,"n"
"links","HF",1,"n"
"donding","Pseudo",3,"m"
"trachten","HF",1,"n"
"smiert","Random",4,"m"
"waarna","HF",1,"n"
"gfsalnig","Random",4,"m"
"ujitlefs","Random",4,"m"
"gebaar","HF",1,"n"
"fraudes","LF",2,"n"
"deben","Pseudo",3,"m"
"rarde","Pseudo",3,"m"
"koopjes","LF",2,"n"
"vikings","LF",2,"n"
"horen","HF",1,"n"
"terwijl","HF",1,"n"
"clowntje","LF",2,"n"
"stelzen","Pseudo",3,"m"
"jojo's","LF",2,"n"
"ebaewsr","Random",4,"m"
"dnjesar","Random",4,"m"
"facht","Pseudo",3,"m"
"verzoek","HF",1,"n"
"stekkers","LF",2,"n"
"hoogste","HF",1,"n"
"iertmje","Random",4,"m"
"nasnok","Random",4,"m"
"letsels","LF",2,"n"
"avond","HF",1,"n"
"stiften","LF",2,"n"
"jargons","LF",2,"n"
"sterden","Pseudo",3,"m"
"marker","LF",2,"n"
"geslacht","HF",1,"n"
"halpen","Pseudo",3,"m"
"jeefets","Random",4,"m"
"najaars","LF",2,"n"
"traaien","Pseudo",3,"m"
"vertoord","Pseudo",3,"m"
"haalt","HF",1,"n"
"bekjes","LF",2,"n"
"touw","HF",1,"n"
"wachten","HF",1,"n"
"stezen","Pseudo",3,"m"
"ookljef","Random",4,"m"
"paluis","Pseudo",3,"m"
"veldjes","LF",2,"n"
"fonheid","Pseudo",3,"m"
"mezelf","HF",1,"n"
"adries","Pseudo",3,"m"
"licht","HF",1,"n"
"lucht","HF",1,"n"
"meeirrs","Random",4,"m"
"espnrta","Random",4,"m"
"lkaebj","Random",4,"m"
"seenstj","Random",4,"m"
"lunches","LF",2,"n"
"wijnen","HF",1,"n"
"hctjzues","Random",4,"m"
"aalg","Random",4,"m"
"solo's","LF",2,"n"
"levend","HF",1,"n"
"szza'ip","Random",4,"m"
"rosndo","Random",4,"m"
"reden","HF",1,"n"
"tafel","HF",1,"n"
"twijgjes","LF",2,"n"
"eirtnprs","Random",4,"m"
"tong","HF",1,"n"
"waarheid","HF",1,"n"
"klas","HF",1,"n"
"abbes","Pseudo",3,"m"
"vosje","LF",2,"n"
"slamp","Pseudo",3,"m"
"vernast","Pseudo",3,"m"
"emits","Random",4,"m"
"faarten","Pseudo",3,"m"
"bijzin","LF",2,"n"
"nagjabil","Random",4,"m"
"bodem","HF",1,"n"
"alles","HF",1,"n"
"prof","HF",1,"n"
"lssaa","Random",4,"m"
