"stimulus","cond","condition","correct_response"
"ivignsk","Random",4,"m"
"drukte","HF",1,"n"
"macho","LF",2,"n"
"rust","HF",1,"n"
"stroppen","LF",2,"n"
"zalfjes","LF",2,"n"
"hints","LF",2,"n"
"pape","Pseudo",3,"m"
"logo","LF",2,"n"
"solo's","LF",2,"n"
"eilavan","Random",4,"m"
"honger","HF",1,"n"
"leiders","HF",1,"n"
"breeg","Pseudo",3,"m"
"besje","LF",2,"n"
"kaasje","LF",2,"n"
"zwart","HF",1,"n"
"disco's","LF",2,"n"
"loy'lsl","Random",4,"m"
"hoemen","Pseudo",3,"m"
"gulden","HF",1,"n"
"vruchtje","LF",2,"n"
"trio's","LF",2,"n"
"raaite","Pseudo",3,"m"
"lachte","HF",1,"n"
"schaats","LF",2,"n"
"moeging","Pseudo",3,"m"
"rtbseoj","Random",4,"m"
"ernaar","HF",1,"n"
"leegten","LF",2,"n"
"t'aasps","Random",4,"m"
"dames","HF",1,"n"
"uiltje","LF",2,"n"
"gympjes","LF",2,"n"
"verteld","HF",1,"n"
"vijltje","LF",2,"n"
"kkarer","Random",4,"m"
"ajsped","Random",4,"m"
"rgaif","Random",4,"m"
"lalen","Pseudo",3,"m"
"uiterst","HF",1,"n"
"hier","HF",1,"n"
"schorp","Pseudo",3,"m"
"gamma's","LF",2,"n"
"ejdevls","Random",4,"m"
"dechten","Pseudo",3,"m"
"vorming","HF",1,"n"
"stunts","LF",2,"n"
"volgde","HF",1,"n"
"fjeiert","Random",4,"m"
"istief","Pseudo",3,"m"
"kassiers","LF",2,"n"
"wereld","HF",1,"n"
"verwacht","HF",1,"n"
"ropisch","Pseudo",3,"m"
"lso'os","Random",4,"m"
"spatels","LF",2,"n"
"iotofej","Random",4,"m"
"opnocht","Pseudo",3,"m"
"klie","Pseudo",3,"m"
"wacht","HF",1,"n"
"nacsk","Random",4,"m"
"maantjes","LF",2,"n"
"mesjes","LF",2,"n"
"hoogtes","LF",2,"n"
"mutsjes","LF",2,"n"
"neesztjo","Random",4,"m"
"ajaelsg","Random",4,"m"
"glijbaan","LF",2,"n"
"geplaan","Pseudo",3,"m"
"jiksube","Random",4,"m"
"ashc","Random",4,"m"
"ewekrsk","Random",4,"m"
"voorvoot","Pseudo",3,"m"
"utjbrue","Random",4,"m"
"apteer","Pseudo",3,"m"
"daarom","HF",1,"n"
"ejposm","Random",4,"m"
"elders","HF",1,"n"
"ontblam","Pseudo",3,"m"
"lukt","HF",1,"n"
"vlokje","LF",2,"n"
"kamers","HF",1,"n"
"tsrjike","Random",4,"m"
"steags","Random",4,"m"
"donors","LF",2,"n"
"balkjes","LF",2,"n"
"rkoe","Random",4,"m"
"raims'ps","Random",4,"m"
"feitjes","LF",2,"n"
"dunne","HF",1,"n"
"gezond","HF",1,"n"
"kleurtje","LF",2,"n"
"schoop","Pseudo",3,"m"
"water","HF",1,"n"
"jogging","LF",2,"n"
"verlies","HF",1,"n"
"lees","HF",1,"n"
"gifslang","LF",2,"n"
"vaven","Pseudo",3,"m"
"asnact","Pseudo",3,"m"
"keste","Pseudo",3,"m"
"spiertje","LF",2,"n"
