"stimulus","cond","condition","correct_response"
"morving","Pseudo",3,"m"
"keurig","HF",1,"n"
"pomen","Pseudo",3,"m"
"setje","LF",2,"n"
"ribier","Pseudo",3,"m"
"bekjes","LF",2,"n"
"vonkjes","LF",2,"n"
"vinger","HF",1,"n"
"buiten","HF",1,"n"
"vade","Pseudo",3,"m"
"meima","Pseudo",3,"m"
"leufgej","Random",4,"m"
"waarden","HF",1,"n"
"micro's","LF",2,"n"
"kied","Pseudo",3,"m"
"naste","Pseudo",3,"m"
"iiznjb","Random",4,"m"
"cinnen","Pseudo",3,"m"
"etubrls","Random",4,"m"
"mijn","HF",1,"n"
"prapdijk","Pseudo",3,"m"
"zuiltjes","LF",2,"n"
"warme","HF",1,"n"
"vast","HF",1,"n"
"iepgjer","Random",4,"m"
"borst","HF",1,"n"
"toga's","LF",2,"n"
"enorm","HF",1,"n"
"jurtbeus","Random",4,"m"
"npdia","Random",4,"m"
"deek","Pseudo",3,"m"
"baan","HF",1,"n"
"seks","HF",1,"n"
"bekler","Pseudo",3,"m"
"vier","HF",1,"n"
"vergiet","LF",2,"n"
"jvejtli","Random",4,"m"
"lachte","HF",1,"n"
"badjes","LF",2,"n"
"coupon","LF",2,"n"
"begook","Pseudo",3,"m"
"woord","HF",1,"n"
"pijn","HF",1,"n"
"stiften","LF",2,"n"
"surfers","LF",2,"n"
"hact","Pseudo",3,"m"
"sauan's","Random",4,"m"
"wuid","Pseudo",3,"m"
"wiegjes","LF",2,"n"
"toesrp","Random",4,"m"
"pingpong","LF",2,"n"
"toster","Random",4,"m"
"bevrijpt","Pseudo",3,"m"
"facht","Pseudo",3,"m"
"eitujl","Random",4,"m"
"prooien","LF",2,"n"
"patroon","HF",1,"n"
"strand","HF",1,"n"
"kroeker","Pseudo",3,"m"
"liefde","HF",1,"n"
"wijn","HF",1,"n"
"deukje","LF",2,"n"
"jansara","Random",4,"m"
"droge","HF",1,"n"
"zweeg","HF",1,"n"
"vocaal","LF",2,"n"
"gengde","Pseudo",3,"m"
"ezgreils","Random",4,"m"
"pjdnea","Random",4,"m"
"kleuren","HF",1,"n"
"irkkujse","Random",4,"m"
"zalfje","LF",2,"n"
"fkjlea","Random",4,"m"
"schaan","Pseudo",3,"m"
"neer","HF",1,"n"
"gebeer","Pseudo",3,"m"
"blop","Pseudo",3,"m"
"ontbijt","HF",1,"n"
"zwijgen","HF",1,"n"
"ipystt","Random",4,"m"
"praat","HF",1,"n"
"buikjes","LF",2,"n"
"deurt","Pseudo",3,"m"
"oorlogs","LF",2,"n"
"drum","LF",2,"n"
"rijder","LF",2,"n"
