"stimulus","cond","condition","correct_response"
"iobwrjod","Random",4,"m"
"slapen","HF",1,"n"
"akjtesn","Random",4,"m"
"tijd","HF",1,"n"
"derken","Pseudo",3,"m"
"buim","Pseudo",3,"m"
"pandig","Pseudo",3,"m"
"enfum","Pseudo",3,"m"
"egtjjwi","Random",4,"m"
"mooi","HF",1,"n"
"papjes","LF",2,"n"
"hctjzues","Random",4,"m"
"plastic","HF",1,"n"
"jkbees","Random",4,"m"
"vrachtje","LF",2,"n"
"meeste","HF",1,"n"
"vraagt","HF",1,"n"
"iejlvegs","Random",4,"m"
"diefje","LF",2,"n"
"staten","HF",1,"n"
"zuiden","HF",1,"n"
"fezjee","Random",4,"m"
"geslocht","Pseudo",3,"m"
"skertjui","Random",4,"m"
"glijft","Pseudo",3,"m"
"slechts","HF",1,"n"
"onze","HF",1,"n"
"ijlfo","Random",4,"m"
"week","HF",1,"n"
"musje","LF",2,"n"
"ovkoeet","Random",4,"m"
"bionz","Random",4,"m"
"usjem","Random",4,"m"
"jeefets","Random",4,"m"
"cordt","Pseudo",3,"m"
"leert","HF",1,"n"
"brandje","LF",2,"n"
"geweld","HF",1,"n"
"koospem","Random",4,"m"
"vrije","HF",1,"n"
"hooden","Pseudo",3,"m"
"agent","HF",1,"n"
"schak","Pseudo",3,"m"
"sammer","Pseudo",3,"m"
"sorbet","LF",2,"n"
"azenpu","Random",4,"m"
"radars","LF",2,"n"
"drong","HF",1,"n"
"schaapje","LF",2,"n"
"draamt","Pseudo",3,"m"
"altijd","HF",1,"n"
"stukjes","HF",1,"n"
"coupons","LF",2,"n"
"jekoops","Random",4,"m"
"sjersoo","Random",4,"m"
"puistje","LF",2,"n"
"mogel","Pseudo",3,"m"
"groei","HF",1,"n"
"vooraf","HF",1,"n"
"gich","Pseudo",3,"m"
"jedselps","Random",4,"m"
"buiven","Pseudo",3,"m"
"leufgej","Random",4,"m"
"otel","Pseudo",3,"m"
"term","HF",1,"n"
"arme","HF",1,"n"
"ortste","Pseudo",3,"m"
"reviews","LF",2,"n"
"passa","Pseudo",3,"m"
"zinsdeel","LF",2,"n"
"ernst","HF",1,"n"
"graadje","LF",2,"n"
"groter","HF",1,"n"
"schudde","HF",1,"n"
"vijltje","LF",2,"n"
"hood","Pseudo",3,"m"
"hujcvrte","Random",4,"m"
"afses","Random",4,"m"
"aardbei","LF",2,"n"
"geeerst","Pseudo",3,"m"
"elfzaj","Random",4,"m"
"kartons","LF",2,"n"
"fraudes","LF",2,"n"
"zodat","HF",1,"n"
"hoeg","Pseudo",3,"m"
"berging","LF",2,"n"
"boffen","LF",2,"n"
"daarvan","HF",1,"n"
"broee","Pseudo",3,"m"
"beploot","Pseudo",3,"m"
"rekkit","Random",4,"m"
"centrum","HF",1,"n"
"temgeen","Pseudo",3,"m"
"deimje","Random",4,"m"
"daarde","Pseudo",3,"m"
"ponmer","Random",4,"m"
"plaven","Pseudo",3,"m"
"scheppen","HF",1,"n"
"tikker","LF",2,"n"
"zoentjes","LF",2,"n"
"bladie","Pseudo",3,"m"
"iceet","Pseudo",3,"m"
"micro's","LF",2,"n"
"biele","Pseudo",3,"m"
"strippen","LF",2,"n"
"wansen","Pseudo",3,"m"
"haantjes","LF",2,"n"
"atoornsc","Random",4,"m"
"joms","Pseudo",3,"m"
"loevig","Pseudo",3,"m"
"fgsueejl","Random",4,"m"
"vlaaien","LF",2,"n"
"wijntjes","LF",2,"n"
"mopor","Pseudo",3,"m"
"hulpjes","LF",2,"n"
"utjbrue","Random",4,"m"
"ijsbeer","LF",2,"n"
"prsetpin","Random",4,"m"
"laetrir","Random",4,"m"
"poort","HF",1,"n"
"bedrag","HF",1,"n"
"jurtbeus","Random",4,"m"
"goede","HF",1,"n"
"plooitje","LF",2,"n"
"daarman","Pseudo",3,"m"
"voordier","Pseudo",3,"m"
"designs","LF",2,"n"
"deanbjr","Random",4,"m"
"wratje","LF",2,"n"
"wormpje","LF",2,"n"
"factors","LF",2,"n"
"leggen","HF",1,"n"
"trollen","LF",2,"n"
"weeder","Pseudo",3,"m"
"fases","LF",2,"n"
"kern","HF",1,"n"
"succes","HF",1,"n"
"twaalf","HF",1,"n"
"zweertje","LF",2,"n"
"gedaap","Pseudo",3,"m"
"unen","Pseudo",3,"m"
"vreend","Pseudo",3,"m"
"edbjsonl","Random",4,"m"
"blij","HF",1,"n"
"saken","Pseudo",3,"m"
"sseenrwt","Random",4,"m"
"bowling","LF",2,"n"
"dieptes","LF",2,"n"
"ivignsk","Random",4,"m"
"blacht","Pseudo",3,"m"
"zombies","LF",2,"n"
"avhjcrte","Random",4,"m"
"haps","Pseudo",3,"m"
"dtjnae","Random",4,"m"
"astleps","Random",4,"m"
"preosjt","Random",4,"m"
"fijn","HF",1,"n"
"traantje","LF",2,"n"
"legt","HF",1,"n"
"onter","Pseudo",3,"m"
"kkarer","Random",4,"m"
"buizerds","LF",2,"n"
"sterden","Pseudo",3,"m"
"oizbmse","Random",4,"m"
"treintje","LF",2,"n"
"rteawj","Random",4,"m"
"vloer","HF",1,"n"
"drums","LF",2,"n"
"rimeupsr","Random",4,"m"
"naowolt","Random",4,"m"
"python","LF",2,"n"
"doordan","Pseudo",3,"m"
"eembozs","Random",4,"m"
"augurk","LF",2,"n"
"dikke","HF",1,"n"
