"stimulus","cond","condition","correct_response"
"stermen","Pseudo",3,"m"
"python","LF",2,"n"
"ovkoeet","Random",4,"m"
"laat","HF",1,"n"
"larve","LF",2,"n"
"badjes","LF",2,"n"
"alles","HF",1,"n"
"titel","HF",1,"n"
"danken","HF",1,"n"
"sofa's","LF",2,"n"
"widden","Pseudo",3,"m"
"vliegjes","LF",2,"n"
"schip","HF",1,"n"
"jbeess","Random",4,"m"
"hentje","Pseudo",3,"m"
"poede","Pseudo",3,"m"
"racist","LF",2,"n"
"hemel","HF",1,"n"
"medoor","Pseudo",3,"m"
"eirtnprs","Random",4,"m"
"wormpje","LF",2,"n"
"achter","HF",1,"n"
"abant","Pseudo",3,"m"
"dis'soc","Random",4,"m"
"almeid","Pseudo",3,"m"
"gedicht","HF",1,"n"
"voorts","HF",1,"n"
"lotions","LF",2,"n"
"nacht","HF",1,"n"
"cest","Pseudo",3,"m"
"nonder","Pseudo",3,"m"
"haat","HF",1,"n"
"blikken","HF",1,"n"
"atoornsc","Random",4,"m"
"fnstiet","Random",4,"m"
"drans","Pseudo",3,"m"
"donsheid","Pseudo",3,"m"
"raster","LF",2,"n"
"ilwotfo","Random",4,"m"
"zachte","HF",1,"n"
"epmeils","Random",4,"m"
"bladie","Pseudo",3,"m"
"rerslait","Random",4,"m"
"jievelg","Random",4,"m"
"veld","HF",1,"n"
"oreolb","Random",4,"m"
"slipjes","LF",2,"n"
"buizerd","LF",2,"n"
"plonsen","LF",2,"n"
"aelkbjs","Random",4,"m"
"zwijntje","LF",2,"n"
"rvdliees","Random",4,"m"
"acht","HF",1,"n"
"surfen","LF",2,"n"
"sassjeu","Random",4,"m"
"aangiep","Pseudo",3,"m"
"tekort","HF",1,"n"
"clowntje","LF",2,"n"
"jematnsa","Random",4,"m"
"zaaltjes","LF",2,"n"
"daarna","HF",1,"n"
"dronk","HF",1,"n"
"kljove","Random",4,"m"
"dakpan","LF",2,"n"
"walrus","LF",2,"n"
"verwacht","HF",1,"n"
"keus","HF",1,"n"
"agenzn","Random",4,"m"
"verdroen","Pseudo",3,"m"
"kuisen","LF",2,"n"
"knikjes","LF",2,"n"
"groep","HF",1,"n"
"eestijk","Pseudo",3,"m"
"dansjes","LF",2,"n"
"fgsueejl","Random",4,"m"
"popjes","LF",2,"n"
"bionz","Random",4,"m"
"partger","Pseudo",3,"m"
"spatels","LF",2,"n"
"traaien","Pseudo",3,"m"
"aardbei","LF",2,"n"
"straf","HF",1,"n"
"jiksube","Random",4,"m"
"syndeem","Pseudo",3,"m"
"biele","Pseudo",3,"m"
"stup","Pseudo",3,"m"
"leeftijd","HF",1,"n"
"tervas","Pseudo",3,"m"
"ochiejs","Random",4,"m"
"orgels","LF",2,"n"
