"stimulus","cond","condition","correct_response"
"alders","Pseudo",3,"m"
"zombie","LF",2,"n"
"jeugd","HF",1,"n"
"doorgaan","HF",1,"n"
"pprelis","Random",4,"m"
"npisjers","Random",4,"m"
"haren","HF",1,"n"
"sorbet","LF",2,"n"
"attemle","Random",4,"m"
"gebeurt","HF",1,"n"
"iejfde","Random",4,"m"
"dadel","LF",2,"n"
"eroot","Pseudo",3,"m"
"ploes","Pseudo",3,"m"
"lamen","Pseudo",3,"m"
"vraagjes","LF",2,"n"
"tseej","Random",4,"m"
"kalfje","LF",2,"n"
"strijm","Pseudo",3,"m"
"hout","HF",1,"n"
"keurig","HF",1,"n"
"nksiert","Random",4,"m"
"clowntje","LF",2,"n"
"cillie","Pseudo",3,"m"
"schin","Pseudo",3,"m"
"fetssoj","Random",4,"m"
"keinen","Pseudo",3,"m"
"kleren","HF",1,"n"
"lso'os","Random",4,"m"
"ewjnclot","Random",4,"m"
"bachtjes","Pseudo",3,"m"
"verdroen","Pseudo",3,"m"
"pgonnpgi","Random",4,"m"
"slamen","Pseudo",3,"m"
"vleesmes","LF",2,"n"
"zweeg","HF",1,"n"
"eestijk","Pseudo",3,"m"
"profs","LF",2,"n"
"hieren","Pseudo",3,"m"
"ebkoer","Random",4,"m"
"azenpu","Random",4,"m"
"stap","HF",1,"n"
"nagjabil","Random",4,"m"
"loy'lsl","Random",4,"m"
"geden","Pseudo",3,"m"
"besaald","Pseudo",3,"m"
"krommen","LF",2,"n"
"strikjes","LF",2,"n"
"skejtte","Random",4,"m"
"knikjes","LF",2,"n"
"tntijere","Random",4,"m"
"rietjes","LF",2,"n"
"handgag","Pseudo",3,"m"
"prsuten","Random",4,"m"
"vaser","Pseudo",3,"m"
"trutten","LF",2,"n"
"c'isrmo","Random",4,"m"
"westerns","LF",2,"n"
"witloof","LF",2,"n"
"pjdnea","Random",4,"m"
"legagn","Random",4,"m"
"ocsrotes","Random",4,"m"
"keeltje","LF",2,"n"
"grantte","Pseudo",3,"m"
"dieptes","LF",2,"n"
"steert","Pseudo",3,"m"
"maap","Pseudo",3,"m"
"advies","HF",1,"n"
"gezocht","HF",1,"n"
"arme","HF",1,"n"
"dindbaar","Pseudo",3,"m"
"rvdliees","Random",4,"m"
