"stimulus","cond","condition","correct_response"
"frink","Pseudo",3,"m"
"takken","HF",1,"n"
"jfwole","Random",4,"m"
"merf","Pseudo",3,"m"
"otel","Pseudo",3,"m"
"klaproos","LF",2,"n"
"lengte","HF",1,"n"
"rseart","Random",4,"m"
"deikens","Pseudo",3,"m"
"vusters","Pseudo",3,"m"
"stas","Pseudo",3,"m"
"attemle","Random",4,"m"
"ebnfof","Random",4,"m"
"leraar","HF",1,"n"
"volgen","HF",1,"n"
"grond","HF",1,"n"
"kluk","Pseudo",3,"m"
"horen","HF",1,"n"
"fraat","Pseudo",3,"m"
"druk","HF",1,"n"
"ykceoh","Random",4,"m"
"egnect","Pseudo",3,"m"
"bionz","Random",4,"m"
"moeizaam","HF",1,"n"
"kiegen","Pseudo",3,"m"
"bevat","HF",1,"n"
"erdij","Pseudo",3,"m"
"tumors","LF",2,"n"
"tempo","HF",1,"n"
"sletten","LF",2,"n"
"rechter","HF",1,"n"
"verdand","Pseudo",3,"m"
"prodes","Pseudo",3,"m"
"buffers","LF",2,"n"
"zweepjes","LF",2,"n"
"dtjnae","Random",4,"m"
"trippen","LF",2,"n"
"alleen","HF",1,"n"
"type","HF",1,"n"
"emjsite","Random",4,"m"
"begrif","Pseudo",3,"m"
"begen","Pseudo",3,"m"
"plepfir","Random",4,"m"
"viel","HF",1,"n"
"wesdergj","Random",4,"m"
"zeurdibs","Random",4,"m"
"glaarde","Pseudo",3,"m"
"struikje","LF",2,"n"
"paahjcse","Random",4,"m"
"jematnsa","Random",4,"m"
"jklevos","Random",4,"m"
"hoorden","HF",1,"n"
"werden","HF",1,"n"
"bermaal","Pseudo",3,"m"
"hartjes","LF",2,"n"
"gieters","LF",2,"n"
"zinsdeel","LF",2,"n"
"ueedjnts","Random",4,"m"
"draten","Pseudo",3,"m"
"striek","Pseudo",3,"m"
"derton","Pseudo",3,"m"
"lamen","Pseudo",3,"m"
"pnoesns","Random",4,"m"
"hijf","Pseudo",3,"m"
"wiest","Pseudo",3,"m"
"leept","Pseudo",3,"m"
"lignwob","Random",4,"m"
"trtsseek","Random",4,"m"
"dansjes","LF",2,"n"
"afses","Random",4,"m"
"pode","Pseudo",3,"m"
"jederf","Pseudo",3,"m"
"boksers","LF",2,"n"
"earrspt","Random",4,"m"
"moeslijk","Pseudo",3,"m"
"drukken","HF",1,"n"
"rkoe","Random",4,"m"
"brnaso","Random",4,"m"
"cochten","Pseudo",3,"m"
"eplukk","Random",4,"m"
"legde","HF",1,"n"
"vlaaien","LF",2,"n"
"schrijgt","Pseudo",3,"m"
"wormpje","LF",2,"n"
"stemle","Pseudo",3,"m"
"pty'ans","Random",4,"m"
"uittejrs","Random",4,"m"
"secjepsh","Random",4,"m"
"hcmoa","Random",4,"m"
"zithoek","LF",2,"n"
"natuur","HF",1,"n"
"pelososd","Random",4,"m"
"wist","HF",1,"n"
"koospem","Random",4,"m"
"semutjs","Random",4,"m"
"verliefd","HF",1,"n"
"jatkalwe","Random",4,"m"
"vonkjes","LF",2,"n"
"groep","HF",1,"n"
"tmliuje","Random",4,"m"
"leven","HF",1,"n"
"strippen","LF",2,"n"
"slaan","HF",1,"n"
"doopsels","LF",2,"n"
"fluitjes","LF",2,"n"
"truitjes","LF",2,"n"
"kerden","Pseudo",3,"m"
"geurtje","LF",2,"n"
"bezwaar","HF",1,"n"
"cakes","LF",2,"n"
"lssaa","Random",4,"m"
"sezen","Pseudo",3,"m"
"langer","HF",1,"n"
"omforbas","Random",4,"m"
"mertel","Pseudo",3,"m"
"jecht","Pseudo",3,"m"
"stijt","Pseudo",3,"m"
"butlers","LF",2,"n"
"ookljef","Random",4,"m"
"drums","LF",2,"n"
"tntijere","Random",4,"m"
"tuin","HF",1,"n"
"wijd","HF",1,"n"
"pjseirl","Random",4,"m"
"pauzen","LF",2,"n"
"slaap","HF",1,"n"
"wratjes","LF",2,"n"
"meikje","Pseudo",3,"m"
"lijkjes","LF",2,"n"
"ejvoksr","Random",4,"m"
"kardom","Pseudo",3,"m"
"stemle","Pseudo",3,"m"
"okjres","Random",4,"m"
"vrenheid","Pseudo",3,"m"
"bestaat","HF",1,"n"
"punk","LF",2,"n"
"behoel","Pseudo",3,"m"
"voedsel","HF",1,"n"
"turnen","LF",2,"n"
"oopl","Random",4,"m"
"schaapje","LF",2,"n"
"hetzij","HF",1,"n"
"rolluik","LF",2,"n"
"stiften","LF",2,"n"
"uijfeds","Random",4,"m"
"kenons","Pseudo",3,"m"
"plastic","HF",1,"n"
"steeven","Pseudo",3,"m"
"ioperon","Random",4,"m"
"bosbes","LF",2,"n"
"jvejtli","Random",4,"m"
"steken","HF",1,"n"
"krrame","Random",4,"m"
"snoetjes","LF",2,"n"
"diek","Pseudo",3,"m"
"mondjes","LF",2,"n"
"zoter","Pseudo",3,"m"
"semfar","Random",4,"m"
"kuste","HF",1,"n"
"ergste","HF",1,"n"
"proces","HF",1,"n"
"meerdig","Pseudo",3,"m"
"dond","Pseudo",3,"m"
"seks","HF",1,"n"
"bsireej","Random",4,"m"
"steekjes","LF",2,"n"
"zeiltje","LF",2,"n"
"puistje","LF",2,"n"
"vaklui","LF",2,"n"
"gfsalnig","Random",4,"m"
"vrije","HF",1,"n"
"vermde","Pseudo",3,"m"
"naaldjes","LF",2,"n"
"brandje","LF",2,"n"
"tijden","HF",1,"n"
"rokjes","LF",2,"n"
"rede","HF",1,"n"
"anver","Pseudo",3,"m"
"aalg","Random",4,"m"
"cross","LF",2,"n"
"hbnakol","Random",4,"m"
"stad","HF",1,"n"
"sneller","HF",1,"n"
"muur","HF",1,"n"
"jogging","LF",2,"n"
"roeier","LF",2,"n"
"rioeer","Random",4,"m"
"iotofej","Random",4,"m"
"brak","HF",1,"n"
"noeken","Pseudo",3,"m"
"daakt","Pseudo",3,"m"
"verdween","HF",1,"n"
"olok","Random",4,"m"
"mopjes","LF",2,"n"
"snack","LF",2,"n"
"ewekrsk","Random",4,"m"
"inhoud","HF",1,"n"
"sterktes","LF",2,"n"
"kassiers","LF",2,"n"
"hekjes","LF",2,"n"
"blijft","HF",1,"n"
"plort","Pseudo",3,"m"
"poortjes","LF",2,"n"
"verstaan","HF",1,"n"
"kwaaltje","LF",2,"n"
"plasjes","LF",2,"n"
"tandje","LF",2,"n"
"rechtop","HF",1,"n"
"logisch","HF",1,"n"
"veertien","HF",1,"n"
"leeding","Pseudo",3,"m"
"iaml","Random",4,"m"
"tellers","LF",2,"n"
"omvat","HF",1,"n"
"broers","HF",1,"n"
"diedde","Pseudo",3,"m"
"egen","Pseudo",3,"m"
"zjtleie","Random",4,"m"
"moet","HF",1,"n"
"orse","Pseudo",3,"m"
"sraless","Random",4,"m"
"waaf","Pseudo",3,"m"
"uetijps","Random",4,"m"
"wieltje","LF",2,"n"
"logo","LF",2,"n"
"kantoor","HF",1,"n"
"clowntje","LF",2,"n"
"vandaag","HF",1,"n"
"boezier","Pseudo",3,"m"
"ilwotfo","Random",4,"m"
"boven","HF",1,"n"
"grijs","HF",1,"n"
"kekken","Pseudo",3,"m"
"tikker","LF",2,"n"
"ebaewsr","Random",4,"m"
"tizjwnje","Random",4,"m"
"preeses","Pseudo",3,"m"
"pingpong","LF",2,"n"
"oorzaak","HF",1,"n"
"subies","Pseudo",3,"m"
