"stimulus","cond","condition","correct_response"
"kussen","HF",1,"n"
"kloofje","LF",2,"n"
"fjeiert","Random",4,"m"
"hoger","HF",1,"n"
"hant","Pseudo",3,"m"
"gooide","HF",1,"n"
"uknp","Random",4,"m"
"naaldjes","LF",2,"n"
"lutters","Pseudo",3,"m"
"kapot","HF",1,"n"
"party's","LF",2,"n"
"scanners","LF",2,"n"
"rkcicet","Random",4,"m"
"opnieuw","HF",1,"n"
"kassiers","LF",2,"n"
"kied","Pseudo",3,"m"
"spurten","LF",2,"n"
"strikje","LF",2,"n"
"pakti","Pseudo",3,"m"
"hetgeen","HF",1,"n"
"firma","HF",1,"n"
"skejtte","Random",4,"m"
"ejvoksr","Random",4,"m"
"hookte","Pseudo",3,"m"
"dadel","LF",2,"n"
"verliet","HF",1,"n"
"ajadmne","Random",4,"m"
"basis","HF",1,"n"
"simgkons","Random",4,"m"
"bevat","HF",1,"n"
"deuntjes","LF",2,"n"
"walrus","LF",2,"n"
"zweertje","LF",2,"n"
"berging","LF",2,"n"
"vanden","Pseudo",3,"m"
"voldoen","HF",1,"n"
"zending","HF",1,"n"
"smokings","LF",2,"n"
"staas","Pseudo",3,"m"
"gied","Pseudo",3,"m"
"trek","HF",1,"n"
"tocht","HF",1,"n"
"weeltijd","Pseudo",3,"m"
"kaas","HF",1,"n"
"bizon","LF",2,"n"
"warte","Pseudo",3,"m"
"blug","Pseudo",3,"m"
"lacht","HF",1,"n"
"snack","LF",2,"n"
"jivl","Random",4,"m"
"leept","Pseudo",3,"m"
"glijbaan","LF",2,"n"
"stiften","LF",2,"n"
"later","HF",1,"n"
"pemdrja","Random",4,"m"
"stem","HF",1,"n"
"waarmee","HF",1,"n"
"euiltjzs","Random",4,"m"
"muiltje","LF",2,"n"
"jgdraae","Random",4,"m"
"totaal","HF",1,"n"
"wekkers","LF",2,"n"
"haadt","Pseudo",3,"m"
"hindel","Pseudo",3,"m"
"jogging","LF",2,"n"
"micro's","LF",2,"n"
"eesewsj","Random",4,"m"
"wenste","HF",1,"n"
"smalel","Pseudo",3,"m"
"etsefji","Random",4,"m"
"behoort","HF",1,"n"
"mormels","LF",2,"n"
"trailer","LF",2,"n"
"outsen","Pseudo",3,"m"
"jorm","Pseudo",3,"m"
"merk","HF",1,"n"
"spuitjes","LF",2,"n"
"ponmer","Random",4,"m"
"ewjnclot","Random",4,"m"
"eenhoorn","LF",2,"n"
"drengt","Pseudo",3,"m"
"schagde","Pseudo",3,"m"
"sonds","Pseudo",3,"m"
"sleetje","LF",2,"n"
"lift","HF",1,"n"
"brijpen","Pseudo",3,"m"
"sgjkreoe","Random",4,"m"
"hingen","HF",1,"n"
"jaar","HF",1,"n"
"pauzen","LF",2,"n"
"kost","HF",1,"n"
"gommen","LF",2,"n"
"frames","LF",2,"n"
"salgo","Random",4,"m"
"rosndo","Random",4,"m"
"ssjaeak","Random",4,"m"
"jongens","HF",1,"n"
"tijfje","Pseudo",3,"m"
"moekte","Pseudo",3,"m"
"nhtsi","Random",4,"m"
"prekken","Pseudo",3,"m"
"raciaal","LF",2,"n"
"najaars","LF",2,"n"
"zawel","Pseudo",3,"m"
"blauw","HF",1,"n"
"tervas","Pseudo",3,"m"
"frietje","LF",2,"n"
"verbeld","Pseudo",3,"m"
"jopverms","Random",4,"m"
"steeg","HF",1,"n"
"slkovje","Random",4,"m"
"zeefje","LF",2,"n"
"baag","Pseudo",3,"m"
"greep","HF",1,"n"
"leeftijd","HF",1,"n"
"stinker","LF",2,"n"
"atoornsc","Random",4,"m"
"aand","Pseudo",3,"m"
"paahjcse","Random",4,"m"
"sprak","HF",1,"n"
"nksiert","Random",4,"m"
"ekzhito","Random",4,"m"
"loele","Pseudo",3,"m"
"asts","Pseudo",3,"m"
"seks","HF",1,"n"
"kemen","Pseudo",3,"m"
"uijfeds","Random",4,"m"
"leel","Pseudo",3,"m"
"zalfje","LF",2,"n"
"ltesoj","Random",4,"m"
"meidje","LF",2,"n"
"semfar","Random",4,"m"
"tteser","Random",4,"m"
"slijmen","LF",2,"n"
"selder","LF",2,"n"
"honkbal","LF",2,"n"
"april","HF",1,"n"
"leufgej","Random",4,"m"
"twijfel","HF",1,"n"
"cycloon","LF",2,"n"
"arrsad","Random",4,"m"
"fkjlea","Random",4,"m"
"slipper","LF",2,"n"
"zweepjes","LF",2,"n"
"duo's","LF",2,"n"
"foto","HF",1,"n"
"gdisje","Random",4,"m"
"stelzen","Pseudo",3,"m"
"legt","HF",1,"n"
"cout","Pseudo",3,"m"
"itesegr","Random",4,"m"
"ekjcat","Random",4,"m"
"deanbjr","Random",4,"m"
"rgbuej","Random",4,"m"
"biek","Pseudo",3,"m"
"vleeuw","Pseudo",3,"m"
"prinsjes","LF",2,"n"
"dand","Pseudo",3,"m"
"dkjijes","Random",4,"m"
"ontstaat","HF",1,"n"
"bestaan","HF",1,"n"
"oarcrtts","Random",4,"m"
"vroeie","Pseudo",3,"m"
"lelen","Pseudo",3,"m"
"vond","HF",1,"n"
"dond","Pseudo",3,"m"
"onder","HF",1,"n"
"omforbas","Random",4,"m"
"vliegje","LF",2,"n"
"wijzen","HF",1,"n"
"rarde","Pseudo",3,"m"
"meeirrs","Random",4,"m"
"tntijere","Random",4,"m"
"hoepels","LF",2,"n"
"biedara","Random",4,"m"
"spitcrs","Random",4,"m"
"geteel","Pseudo",3,"m"
"dieptes","LF",2,"n"
"vrachtje","LF",2,"n"
"ripenpt","Random",4,"m"
"dagen","HF",1,"n"
"bedram","Pseudo",3,"m"
"jesvo","Random",4,"m"
"lierap","Pseudo",3,"m"
"solo's","LF",2,"n"
"gesprek","HF",1,"n"
"treen","Pseudo",3,"m"
"seenstj","Random",4,"m"
"voelden","HF",1,"n"
"bereel","Pseudo",3,"m"
"treintje","LF",2,"n"
"eerjtlku","Random",4,"m"
"staart","HF",1,"n"
"geweest","HF",1,"n"
"duren","HF",1,"n"
"maandje","LF",2,"n"
"dingers","Pseudo",3,"m"
"lastig","HF",1,"n"
"konstens","Pseudo",3,"m"
"dielen","Pseudo",3,"m"
"drig","Pseudo",3,"m"
"galgen","LF",2,"n"
"dedden","Pseudo",3,"m"
"ajuin","LF",2,"n"
"rekkit","Random",4,"m"
"blik","HF",1,"n"
"geslacht","HF",1,"n"
"ttejru","Random",4,"m"
"feit","HF",1,"n"
"avond","HF",1,"n"
"mrojewps","Random",4,"m"
"zomaar","HF",1,"n"
"fouw","Pseudo",3,"m"
"goden","HF",1,"n"
"tmliuje","Random",4,"m"
"nmoerts","Random",4,"m"
"kwijt","HF",1,"n"
"merf","Pseudo",3,"m"
"griezels","LF",2,"n"
"skertjui","Random",4,"m"
"ejlztise","Random",4,"m"
"beisjes","Pseudo",3,"m"
"mutsjes","LF",2,"n"
"stierf","HF",1,"n"
"gifslang","LF",2,"n"
"sterktes","LF",2,"n"
"korargla","Random",4,"m"
"motto's","LF",2,"n"
"veertien","HF",1,"n"
"nover","Pseudo",3,"m"
"grees","Pseudo",3,"m"
"utiiscsb","Random",4,"m"
"bezorgd","HF",1,"n"
"rolkraag","LF",2,"n"
"cabt","Pseudo",3,"m"
"gerul","Pseudo",3,"m"
"dansjes","LF",2,"n"
"ashc","Random",4,"m"
"rends","Pseudo",3,"m"
"ugrteje","Random",4,"m"
