"stimulus","cond","condition","correct_response"
"ltesoj","Random",4,"m"
"taxi","HF",1,"n"
"verstagd","Pseudo",3,"m"
"setje","LF",2,"n"
"bijd","Pseudo",3,"m"
"strikjes","LF",2,"n"
"stes","Pseudo",3,"m"
"deur","HF",1,"n"
"kijn","Pseudo",3,"m"
"kloofje","LF",2,"n"
"jansara","Random",4,"m"
"esjmse","Random",4,"m"
"dnoser","Random",4,"m"
"terwijl","HF",1,"n"
"kansen","HF",1,"n"
"vijl","LF",2,"n"
"boekje","HF",1,"n"
"muin","Pseudo",3,"m"
"braan","Pseudo",3,"m"
"lwipnkap","Random",4,"m"
"soepje","LF",2,"n"
"koctor","Pseudo",3,"m"
"ekjcat","Random",4,"m"
"kleurtje","LF",2,"n"
"stopte","HF",1,"n"
"egtjjwi","Random",4,"m"
"trollen","LF",2,"n"
"zeunde","Pseudo",3,"m"
"dnjesar","Random",4,"m"
"sojeflok","Random",4,"m"
"iejfde","Random",4,"m"
"nhtsi","Random",4,"m"
"maantjes","LF",2,"n"
"uiltje","LF",2,"n"
"eembozs","Random",4,"m"
"apkjse","Random",4,"m"
"ditmaal","HF",1,"n"
"estlels","Random",4,"m"
"vlokjes","LF",2,"n"
"ezgreils","Random",4,"m"
"wekkers","LF",2,"n"
"bggyu","Random",4,"m"
"golf","HF",1,"n"
"kwijt","HF",1,"n"
"aktes","LF",2,"n"
"onze","HF",1,"n"
"lelen","Pseudo",3,"m"
"meikje","Pseudo",3,"m"
"spindig","Pseudo",3,"m"
"ortste","Pseudo",3,"m"
"verneeld","Pseudo",3,"m"
"kerden","Pseudo",3,"m"
"tussen","HF",1,"n"
"oortje","LF",2,"n"
"stofden","Pseudo",3,"m"
"steek","HF",1,"n"
"derken","Pseudo",3,"m"
"gaat","HF",1,"n"
"sekjne","Random",4,"m"
"jpoees","Random",4,"m"
"ryu'js","Random",4,"m"
"vrolijk","HF",1,"n"
"mopjes","LF",2,"n"
"jesvo","Random",4,"m"
"westerns","LF",2,"n"
"aangiep","Pseudo",3,"m"
"slag","HF",1,"n"
"mjapaens","Random",4,"m"
"cobra's","LF",2,"n"
"tissen","Pseudo",3,"m"
"polsjes","LF",2,"n"
"nopotr","Random",4,"m"
"gevoeld","HF",1,"n"
"kuddes","LF",2,"n"
"stekkers","LF",2,"n"
"nmoerts","Random",4,"m"
"blelen","Pseudo",3,"m"
"lieve","HF",1,"n"
"afloop","HF",1,"n"
"surfers","LF",2,"n"
"party's","LF",2,"n"
"jfelsza","Random",4,"m"
"rekkit","Random",4,"m"
"vinger","HF",1,"n"
"tausti","Random",4,"m"
"faven","Pseudo",3,"m"
"borpen","Pseudo",3,"m"
"frames","LF",2,"n"
"wisten","HF",1,"n"
"stafje","LF",2,"n"
"fiets","HF",1,"n"
"fkjlea","Random",4,"m"
"vond","HF",1,"n"
"tnrio","Random",4,"m"
"dingen","HF",1,"n"
"faarden","Pseudo",3,"m"
"ossrbek","Random",4,"m"
"bever","LF",2,"n"
"heren","HF",1,"n"
"volkjes","LF",2,"n"
"eignrgb","Random",4,"m"
"struikje","LF",2,"n"
"poepje","LF",2,"n"
"aanleg","HF",1,"n"
"zwijntje","LF",2,"n"
"truitjes","LF",2,"n"
"brang","Pseudo",3,"m"
"vijltje","LF",2,"n"
"gewoon","HF",1,"n"
"jgdraae","Random",4,"m"
"gedacht","HF",1,"n"
"drong","HF",1,"n"
"behoort","HF",1,"n"
"bijeen","HF",1,"n"
"woede","HF",1,"n"
"donter","Pseudo",3,"m"
"dsgktuuo","Random",4,"m"
"spuitjes","LF",2,"n"
"bevel","HF",1,"n"
"snoetjes","LF",2,"n"
"velatks","Random",4,"m"
"kenst","Pseudo",3,"m"
"matjes","LF",2,"n"
"wieltje","LF",2,"n"
"kejsaa","Random",4,"m"
"leunde","HF",1,"n"
"ojstep","Random",4,"m"
"trap","HF",1,"n"
"stiften","LF",2,"n"
"keek","HF",1,"n"
"reedling","Pseudo",3,"m"
"heidt","Pseudo",3,"m"
"tmjaes","Random",4,"m"
"vleesmes","LF",2,"n"
"eopjpe","Random",4,"m"
"koospem","Random",4,"m"
"alsof","HF",1,"n"
"meetlat","LF",2,"n"
"rosndo","Random",4,"m"
"pukkel","LF",2,"n"
"blijs","Pseudo",3,"m"
"cartoon","LF",2,"n"
"slaap","HF",1,"n"
"klotte","Pseudo",3,"m"
"nieuwe","HF",1,"n"
"popcorn","LF",2,"n"
"ortanco","Random",4,"m"
"verdrok","Pseudo",3,"m"
"voorjaar","HF",1,"n"
"tempo","HF",1,"n"
"precekt","Pseudo",3,"m"
"prooien","LF",2,"n"
"gebaar","HF",1,"n"
"ruilte","Pseudo",3,"m"
"edbjsonl","Random",4,"m"
"dijkjes","LF",2,"n"
"zangen","LF",2,"n"
"eiksnjk","Random",4,"m"
"tespja","Random",4,"m"
"broee","Pseudo",3,"m"
"duurt","HF",1,"n"
"cinnen","Pseudo",3,"m"
"maap","Pseudo",3,"m"
"drumstel","LF",2,"n"
"jort","Pseudo",3,"m"
"zombie","LF",2,"n"
"korargla","Random",4,"m"
"goals","LF",2,"n"
"benger","Pseudo",3,"m"
"labels","LF",2,"n"
"pty'ans","Random",4,"m"
"buffers","LF",2,"n"
"pandje","LF",2,"n"
"zaaltjes","LF",2,"n"
"voordier","Pseudo",3,"m"
"krijg","HF",1,"n"
"mekend","Pseudo",3,"m"
"peent","Pseudo",3,"m"
"keerde","HF",1,"n"
"bechte","Pseudo",3,"m"
"muur","HF",1,"n"
"arrsad","Random",4,"m"
"gedaan","HF",1,"n"
"ujitlefs","Random",4,"m"
"blijgen","Pseudo",3,"m"
"uuagrk","Random",4,"m"
"krant","HF",1,"n"
"gede","Pseudo",3,"m"
"forums","LF",2,"n"
"tlrslee","Random",4,"m"
"eeejlutw","Random",4,"m"
"koopjes","LF",2,"n"
"kaasje","LF",2,"n"
"tollenr","Random",4,"m"
"mossels","LF",2,"n"
"sneegde","Pseudo",3,"m"
"puistje","LF",2,"n"
"toestand","HF",1,"n"
"rgaif","Random",4,"m"
"moelden","Pseudo",3,"m"
"tnjeesv","Random",4,"m"
"reeds","HF",1,"n"
"richting","HF",1,"n"
"begen","Pseudo",3,"m"
"soemand","Pseudo",3,"m"
"rief","Pseudo",3,"m"
"geschakt","Pseudo",3,"m"
"jplesak","Random",4,"m"
"mondim","Pseudo",3,"m"
"iceet","Pseudo",3,"m"
"bedram","Pseudo",3,"m"
"ykceoh","Random",4,"m"
"emjsite","Random",4,"m"
"leven","HF",1,"n"
"rood","HF",1,"n"
"wagen","HF",1,"n"
"schebe","Pseudo",3,"m"
"moesten","HF",1,"n"
"viet","Pseudo",3,"m"
"krokus","LF",2,"n"
"toneel","HF",1,"n"
"boepje","Pseudo",3,"m"
"krechten","Pseudo",3,"m"
"spurten","LF",2,"n"
"sloon","Pseudo",3,"m"
"soepbord","LF",2,"n"
"gezort","Pseudo",3,"m"
"blop","Pseudo",3,"m"
"tselke","Random",4,"m"
"vlaktes","LF",2,"n"
"krijgt","HF",1,"n"
"hoge","HF",1,"n"
"rerslait","Random",4,"m"
"koer","LF",2,"n"
"advies","HF",1,"n"
"maken","HF",1,"n"
"rgbuej","Random",4,"m"
"sturken","Pseudo",3,"m"
"rkoe","Random",4,"m"
"vind","HF",1,"n"
