"stimulus","cond","condition","correct_response"
"hendels","LF",2,"n"
"bord","HF",1,"n"
"uknp","Random",4,"m"
"stuur","HF",1,"n"
"stofden","Pseudo",3,"m"
"invloed","HF",1,"n"
"eilavan","Random",4,"m"
"dode","HF",1,"n"
"pilsjes","LF",2,"n"
"zetten","HF",1,"n"
"zithoek","LF",2,"n"
"oude","HF",1,"n"
"sandaal","LF",2,"n"
"kicht","Pseudo",3,"m"
"kapjes","LF",2,"n"
"cout","Pseudo",3,"m"
"ejzeewps","Random",4,"m"
"teksten","HF",1,"n"
"ruilte","Pseudo",3,"m"
"baag","Pseudo",3,"m"
"oarcrtts","Random",4,"m"
"zebra's","LF",2,"n"
"tnjeesv","Random",4,"m"
"ocsrotes","Random",4,"m"
"westerns","LF",2,"n"
"padjes","LF",2,"n"
"sraless","Random",4,"m"
"neutnr","Random",4,"m"
"pemdrja","Random",4,"m"
"leunde","HF",1,"n"
"drum","LF",2,"n"
"boos","HF",1,"n"
"bedoeld","HF",1,"n"
"sprong","HF",1,"n"
"partij","HF",1,"n"
"tsrjike","Random",4,"m"
"deukje","LF",2,"n"
"bsireej","Random",4,"m"
"rkcicet","Random",4,"m"
"ting","Pseudo",3,"m"
"clip","LF",2,"n"
"handen","HF",1,"n"
"relsgak","Random",4,"m"
"tumors","LF",2,"n"
"raciaal","LF",2,"n"
"vooruit","HF",1,"n"
"mutsjes","LF",2,"n"
"soepbord","LF",2,"n"
"scat","Random",4,"m"
"meeirrs","Random",4,"m"
"ueedjnts","Random",4,"m"
"echt","HF",1,"n"
"treintje","LF",2,"n"
"jkbees","Random",4,"m"
"gegaald","Pseudo",3,"m"
"chef","HF",1,"n"
"sportlui","LF",2,"n"
"kuto","Pseudo",3,"m"
"gedoord","Pseudo",3,"m"
"erkel","Pseudo",3,"m"
"motto's","LF",2,"n"
"flipper","LF",2,"n"
"lwipnkap","Random",4,"m"
"hoerzan","Pseudo",3,"m"
"produkt","HF",1,"n"
"smokings","LF",2,"n"
"vonkjes","LF",2,"n"
"gepraat","HF",1,"n"
"noks","Pseudo",3,"m"
"vrachtje","LF",2,"n"
"jiksube","Random",4,"m"
"boot","HF",1,"n"
"kenk","Pseudo",3,"m"
"mieder","Pseudo",3,"m"
"spoeg","Pseudo",3,"m"
"neesztjo","Random",4,"m"
"pers","HF",1,"n"
"leed","HF",1,"n"
"sofa's","LF",2,"n"
"gonmem","Random",4,"m"
"geduld","HF",1,"n"
"mogel","Pseudo",3,"m"
"jplesak","Random",4,"m"
"retebjes","Random",4,"m"
"school","HF",1,"n"
"gevolgd","HF",1,"n"
"belaap","Pseudo",3,"m"
