"stimulus","cond","condition","correct_response"
"factors","LF",2,"n"
"iets","HF",1,"n"
"omvang","HF",1,"n"
"passen","HF",1,"n"
"molgde","Pseudo",3,"m"
"bowling","LF",2,"n"
"mopor","Pseudo",3,"m"
"oasj","Random",4,"m"
"dadel","LF",2,"n"
"serste","Pseudo",3,"m"
"kichten","Pseudo",3,"m"
"clip","LF",2,"n"
"meeten","Pseudo",3,"m"
"hujcvrte","Random",4,"m"
"csaesjht","Random",4,"m"
"raims'ps","Random",4,"m"
"asnact","Pseudo",3,"m"
"deanbjr","Random",4,"m"
"ekzhito","Random",4,"m"
"biscuits","LF",2,"n"
"bezerft","Pseudo",3,"m"
"ewekrsk","Random",4,"m"
"zegt","HF",1,"n"
"uetijps","Random",4,"m"
"zware","HF",1,"n"
"'gantos","Random",4,"m"
"gidsje","LF",2,"n"
"mondjes","LF",2,"n"
"toontjes","LF",2,"n"
"roegste","Pseudo",3,"m"
"mahstec","Random",4,"m"
"nadat","HF",1,"n"
"tizjwnje","Random",4,"m"
"galgen","LF",2,"n"
"bizons","LF",2,"n"
"figuur","HF",1,"n"
"eobbss","Random",4,"m"
"etsefji","Random",4,"m"
"fluitjes","LF",2,"n"
"brochten","Pseudo",3,"m"
"ronde","HF",1,"n"
"jiksube","Random",4,"m"
"braag","Pseudo",3,"m"
"stortbui","LF",2,"n"
"eenheid","HF",1,"n"
"lijnen","HF",1,"n"
"tekstje","LF",2,"n"
"ontslag","HF",1,"n"
"krokus","LF",2,"n"
"waarva","Pseudo",3,"m"
"kaadt","Pseudo",3,"m"
"ryu'js","Random",4,"m"
"bever","LF",2,"n"
"sfeertje","LF",2,"n"
"beloofd","HF",1,"n"
"zaken","HF",1,"n"
"riacaal","Random",4,"m"
"koopjes","LF",2,"n"
"gelijk","HF",1,"n"
"rimeupsr","Random",4,"m"
"stukje","HF",1,"n"
"spijt","HF",1,"n"
"raken","HF",1,"n"
"teefjes","LF",2,"n"
"knuffel","LF",2,"n"
"traantje","LF",2,"n"
"knipsel","LF",2,"n"
"emters","Pseudo",3,"m"
"ocsrotes","Random",4,"m"
"kroegjes","LF",2,"n"
"zuiltjes","LF",2,"n"
"veldjes","LF",2,"n"
"balkjes","LF",2,"n"
"kliekjes","LF",2,"n"
"glaarde","Pseudo",3,"m"
"slijper","LF",2,"n"
"pjseirl","Random",4,"m"
"kusrko","Random",4,"m"
"moeders","HF",1,"n"
"krreco","Random",4,"m"
"fases","LF",2,"n"
"gien","Pseudo",3,"m"
"pisjuets","Random",4,"m"
"koffer","HF",1,"n"
"plezier","HF",1,"n"
"facht","Pseudo",3,"m"
"ditmaal","HF",1,"n"
"vlokjes","LF",2,"n"
"leept","Pseudo",3,"m"
"finde","Pseudo",3,"m"
"partie","Pseudo",3,"m"
"velen","HF",1,"n"
"arrsad","Random",4,"m"
"leek","HF",1,"n"
"cotaal","Pseudo",3,"m"
"ajaelsg","Random",4,"m"
"plaatsen","HF",1,"n"
"nader","HF",1,"n"
"kuto","Pseudo",3,"m"
"clisas","Pseudo",3,"m"
"snack","LF",2,"n"
"racist","LF",2,"n"
"ajsped","Random",4,"m"
"printers","LF",2,"n"
"jederf","Pseudo",3,"m"
"herm","Pseudo",3,"m"
"klapjes","LF",2,"n"
"motor","HF",1,"n"
"seenstj","Random",4,"m"
"nood","HF",1,"n"
"griepje","LF",2,"n"
"geteel","Pseudo",3,"m"
"tellers","LF",2,"n"
"pakje","HF",1,"n"
"kreeg","HF",1,"n"
"raad","HF",1,"n"
"selder","LF",2,"n"
"trjeoo","Random",4,"m"
"cartoons","LF",2,"n"
"jeer","Pseudo",3,"m"
"oortje","LF",2,"n"
"meerdien","Pseudo",3,"m"
"waarna","HF",1,"n"
"hergen","Pseudo",3,"m"
"dwars","HF",1,"n"
"cochten","Pseudo",3,"m"
"sheriffs","LF",2,"n"
"goolde","Pseudo",3,"m"
"keeewjs","Random",4,"m"
"starters","LF",2,"n"
"wader","Pseudo",3,"m"
"lotjes","LF",2,"n"
"saken","Pseudo",3,"m"
"tseej","Random",4,"m"
"hoken","Pseudo",3,"m"
"ewjnclot","Random",4,"m"
"ovkoeet","Random",4,"m"
"primeurs","LF",2,"n"
"vooral","HF",1,"n"
"vroeg","HF",1,"n"
"buiven","Pseudo",3,"m"
"stolm","Pseudo",3,"m"
"kijn","Pseudo",3,"m"
"iertmje","Random",4,"m"
"nechzelf","Pseudo",3,"m"
"vrienden","HF",1,"n"
"keuze","HF",1,"n"
"volgt","HF",1,"n"
"steags","Random",4,"m"
"trouwens","HF",1,"n"
"emits","Random",4,"m"
"stel","HF",1,"n"
"papjes","LF",2,"n"
"doctors","LF",2,"n"
"ortocds","Random",4,"m"
"eletjiz","Random",4,"m"
"jrkipue","Random",4,"m"
"ebnfof","Random",4,"m"
"fauna's","LF",2,"n"
"ztaasejl","Random",4,"m"
"daar","HF",1,"n"
"nakken","Pseudo",3,"m"
"jesvo","Random",4,"m"
"soepbord","LF",2,"n"
"stukken","HF",1,"n"
"brak","HF",1,"n"
"nonder","Pseudo",3,"m"
"jeer","Pseudo",3,"m"
"avond","HF",1,"n"
"malen","HF",1,"n"
"anam","Pseudo",3,"m"
"zeiden","HF",1,"n"
"lwipnkap","Random",4,"m"
"tmliuje","Random",4,"m"
"oijnnt","Random",4,"m"
"ookljef","Random",4,"m"
"gamma's","LF",2,"n"
"mail","LF",2,"n"
"begen","Pseudo",3,"m"
"lelen","Pseudo",3,"m"
"maakte","HF",1,"n"
"likjes","LF",2,"n"
"lentes","LF",2,"n"
"treedt","HF",1,"n"
"blaasje","LF",2,"n"
"massa","HF",1,"n"
"gala","LF",2,"n"
"akjtesn","Random",4,"m"
"ermen","Pseudo",3,"m"
"baby","HF",1,"n"
"zeurdibs","Random",4,"m"
"doordan","Pseudo",3,"m"
"vreep","Pseudo",3,"m"
"vanzelf","HF",1,"n"
"kang","Pseudo",3,"m"
"laat","HF",1,"n"
"scheben","Pseudo",3,"m"
"csa'lo","Random",4,"m"
"hentje","Pseudo",3,"m"
"zachtjes","HF",1,"n"
"eerzet","Pseudo",3,"m"
"egams","Random",4,"m"
"spatels","LF",2,"n"
"aanzien","HF",1,"n"
"schempen","Pseudo",3,"m"
"teelij","Pseudo",3,"m"
"kuisen","LF",2,"n"
"jacket","LF",2,"n"
"tnjeesv","Random",4,"m"
"euiltjzs","Random",4,"m"
"scappen","Pseudo",3,"m"
"meken","Pseudo",3,"m"
"richtte","HF",1,"n"
"brechtig","Pseudo",3,"m"
"loed","Pseudo",3,"m"
"vanuit","HF",1,"n"
"sauan's","Random",4,"m"
"dwergjes","LF",2,"n"
"erdij","Pseudo",3,"m"
"ntasuls","Random",4,"m"
"nisten","Pseudo",3,"m"
"heus","HF",1,"n"
"gonmem","Random",4,"m"
"iiznjb","Random",4,"m"
"prinsjes","LF",2,"n"
"t'aasps","Random",4,"m"
"zorg","HF",1,"n"
"hoogtes","LF",2,"n"
"eddkus","Random",4,"m"
"tjszie","Random",4,"m"
"beter","HF",1,"n"
"rmuds","Random",4,"m"
"wjzetere","Random",4,"m"
"kleine","HF",1,"n"
"acarabne","Random",4,"m"
"cingen","Pseudo",3,"m"
"verblijf","HF",1,"n"
"beertjes","LF",2,"n"
