"stimulus","cond","condition","correct_response"
"slipper","LF",2,"n"
"gegicht","Pseudo",3,"m"
"klas","HF",1,"n"
"flechts","Pseudo",3,"m"
"spieren","HF",1,"n"
"geden","Pseudo",3,"m"
"cochten","Pseudo",3,"m"
"eilavan","Random",4,"m"
"vliessej","Random",4,"m"
"rekkit","Random",4,"m"
"stroom","HF",1,"n"
"vangen","HF",1,"n"
"rbz'aes","Random",4,"m"
"shirtje","LF",2,"n"
"lieverds","LF",2,"n"
"lekker","HF",1,"n"
"brouben","Pseudo",3,"m"
"ouders","HF",1,"n"
"beertjes","LF",2,"n"
"steags","Random",4,"m"
"koevoet","LF",2,"n"
"prijs","HF",1,"n"
"drumstel","LF",2,"n"
"echt","HF",1,"n"
"buggy","LF",2,"n"
"deukje","LF",2,"n"
"paar","HF",1,"n"
"bergen","HF",1,"n"
"mond","HF",1,"n"
"panty's","LF",2,"n"
"ntasuls","Random",4,"m"
"uodj","Random",4,"m"
"normen","HF",1,"n"
"dintraal","Pseudo",3,"m"
"tafel","HF",1,"n"
"raster","LF",2,"n"
"solsmes","Random",4,"m"
"snecht","Pseudo",3,"m"
"knuffel","LF",2,"n"
"mekend","Pseudo",3,"m"
"rerslait","Random",4,"m"
"ashc","Random",4,"m"
"rocker","LF",2,"n"
"goals","LF",2,"n"
"trtsersa","Random",4,"m"
"rmuds","Random",4,"m"
"tellers","LF",2,"n"
"pizza's","LF",2,"n"
"jark","Pseudo",3,"m"
"borsten","HF",1,"n"
"scheben","Pseudo",3,"m"
"voorstok","Pseudo",3,"m"
"witloof","LF",2,"n"
"meende","HF",1,"n"
"laal","Pseudo",3,"m"
"loop","HF",1,"n"
"pemdrja","Random",4,"m"
"moekten","Pseudo",3,"m"
"iacrts","Random",4,"m"
"jtliejps","Random",4,"m"
"borkers","Pseudo",3,"m"
"ernstig","HF",1,"n"
"breeg","Pseudo",3,"m"
"jergeus","Pseudo",3,"m"
"tijesgwj","Random",4,"m"
"priester","HF",1,"n"
"koer","LF",2,"n"
"soemand","Pseudo",3,"m"
"vergiet","LF",2,"n"
"besef","HF",1,"n"
"ujitlefs","Random",4,"m"
"keiper","Pseudo",3,"m"
"zeemeeuw","LF",2,"n"
"maapte","Pseudo",3,"m"
"eesfejtr","Random",4,"m"
"fgsueejl","Random",4,"m"
"anam","Pseudo",3,"m"
"adries","Pseudo",3,"m"
"ttejru","Random",4,"m"
"kerk","HF",1,"n"
"akind","Pseudo",3,"m"
"sausjes","LF",2,"n"
"setje","LF",2,"n"
"stilte","HF",1,"n"
"beurt","HF",1,"n"
"bevindt","HF",1,"n"
"usjem","Random",4,"m"
"plonsen","LF",2,"n"
"sgao't","Random",4,"m"
"zokte","Pseudo",3,"m"
"fouw","Pseudo",3,"m"
"jopverms","Random",4,"m"
"project","HF",1,"n"
"pelzen","LF",2,"n"
"kraker","LF",2,"n"
"sector","HF",1,"n"
"boos","HF",1,"n"
"upnoocs","Random",4,"m"
"utjbrue","Random",4,"m"
"vrochten","Pseudo",3,"m"
"vriendin","HF",1,"n"
"tizjwnje","Random",4,"m"
"leegten","LF",2,"n"
"vlaktes","LF",2,"n"
"bracht","HF",1,"n"
"stages","LF",2,"n"
"tliezju","Random",4,"m"
"facht","Pseudo",3,"m"
"nied","Pseudo",3,"m"
"pukkel","LF",2,"n"
"ofpsr","Random",4,"m"
"beitels","LF",2,"n"
"fauna's","LF",2,"n"
"vliegjes","LF",2,"n"
"voorstel","HF",1,"n"
"mixers","LF",2,"n"
"buizerd","LF",2,"n"
"randjes","LF",2,"n"
"sgnjaor","Random",4,"m"
"neemt","HF",1,"n"
"moesten","HF",1,"n"
"maag","HF",1,"n"
"sgjkreoe","Random",4,"m"
"koordjes","LF",2,"n"
"vooram","Pseudo",3,"m"
"sterden","Pseudo",3,"m"
"speemt","Pseudo",3,"m"
"jematnsa","Random",4,"m"
"wandkast","LF",2,"n"
"edrijr","Random",4,"m"
"nsesjad","Random",4,"m"
"sjaasde","Pseudo",3,"m"
"poosje","HF",1,"n"
"slijmen","LF",2,"n"
"franse","HF",1,"n"
"onter","Pseudo",3,"m"
"dute","Pseudo",3,"m"
"raard","Pseudo",3,"m"
"bechte","Pseudo",3,"m"
"dinden","Pseudo",3,"m"
"mossels","LF",2,"n"
"ajewts","Random",4,"m"
"semfar","Random",4,"m"
"fouw","Pseudo",3,"m"
"look","LF",2,"n"
"jochies","LF",2,"n"
"nestjes","LF",2,"n"
"gerint","Pseudo",3,"m"
"fase","HF",1,"n"
"voelde","HF",1,"n"
"aand","Pseudo",3,"m"
"paslejs","Random",4,"m"
"laagjes","LF",2,"n"
"snack","LF",2,"n"
"huilen","HF",1,"n"
"westen","HF",1,"n"
"boogjes","LF",2,"n"
"hoepels","LF",2,"n"
"zitjes","LF",2,"n"
"tmliuje","Random",4,"m"
"lingen","Pseudo",3,"m"
"etubrls","Random",4,"m"
"syndeem","Pseudo",3,"m"
"lsede","Random",4,"m"
"jlsueki","Random",4,"m"
"kljetee","Random",4,"m"
"eilabs","Random",4,"m"
"aktes","LF",2,"n"
"nfekufl","Random",4,"m"
"rivier","HF",1,"n"
"juiste","HF",1,"n"
"zombies","LF",2,"n"
"luikjes","LF",2,"n"
"tetozn","Random",4,"m"
"frames","LF",2,"n"
"waarmee","HF",1,"n"
"slurt","Pseudo",3,"m"
"vanwels","Pseudo",3,"m"
"grehans","Random",4,"m"
"waandach","Pseudo",3,"m"
"kast","HF",1,"n"
"tonijn","LF",2,"n"
"zwijrend","Pseudo",3,"m"
"gidsje","LF",2,"n"
"tselke","Random",4,"m"
"praatte","HF",1,"n"
"mesjes","LF",2,"n"
"praten","HF",1,"n"
"geboop","Pseudo",3,"m"
"taxi","HF",1,"n"
"viel","HF",1,"n"
"sau'al","Random",4,"m"
"izobsn","Random",4,"m"
"stinker","LF",2,"n"
"broee","Pseudo",3,"m"
"veertien","HF",1,"n"
"klusse","Pseudo",3,"m"
"pomen","Pseudo",3,"m"
"rteawj","Random",4,"m"
"brieven","HF",1,"n"
"tetso","Pseudo",3,"m"
"factors","LF",2,"n"
"pastoor","HF",1,"n"
"mede","HF",1,"n"
"pabt","Pseudo",3,"m"
"daarvan","HF",1,"n"
"hesteel","Pseudo",3,"m"
"trailers","LF",2,"n"
"ltesbei","Random",4,"m"
"haamde","Pseudo",3,"m"
"redden","HF",1,"n"
"soja","LF",2,"n"
"andslaa","Random",4,"m"
"bijd","Pseudo",3,"m"
"gewerkt","HF",1,"n"
"ewekrsk","Random",4,"m"
"tanden","HF",1,"n"
"kstwadan","Random",4,"m"
"scat","Random",4,"m"
"pgonnpgi","Random",4,"m"
"eletjiz","Random",4,"m"
"balies","LF",2,"n"
"zellen","Pseudo",3,"m"
"jugi","Pseudo",3,"m"
"cobra's","LF",2,"n"
