"stimulus","cond","condition","correct_response"
"stappen","HF",1,"n"
"portier","HF",1,"n"
"nekjes","LF",2,"n"
"pgonnpgi","Random",4,"m"
"nakken","Pseudo",3,"m"
"begen","Pseudo",3,"m"
"egnect","Pseudo",3,"m"
"verdween","HF",1,"n"
"pind","Pseudo",3,"m"
"rimeupsr","Random",4,"m"
"emits","Random",4,"m"
"behoel","Pseudo",3,"m"
"foten","Pseudo",3,"m"
"ebnfof","Random",4,"m"
"neuiks","Random",4,"m"
"nhtsi","Random",4,"m"
"belin","Pseudo",3,"m"
"gelegd","HF",1,"n"
"spindig","Pseudo",3,"m"
"ajsped","Random",4,"m"
"vmeelses","Random",4,"m"
"wieper","Pseudo",3,"m"
"zaal","HF",1,"n"
"prinsjes","LF",2,"n"
"nopotr","Random",4,"m"
"boezems","LF",2,"n"
"uiltje","LF",2,"n"
"tmjaes","Random",4,"m"
"werkzaam","HF",1,"n"
"blanke","HF",1,"n"
"dieken","Pseudo",3,"m"
"paarden","HF",1,"n"
"gifslang","LF",2,"n"
"merries","LF",2,"n"
"ineens","HF",1,"n"
"motor","HF",1,"n"
"eirtnprs","Random",4,"m"
"trek","HF",1,"n"
"groeg","Pseudo",3,"m"
"dieren","HF",1,"n"
"setje","LF",2,"n"
"nachtjes","LF",2,"n"
"party's","LF",2,"n"
"kopen","HF",1,"n"
"vertrok","HF",1,"n"
"panty's","LF",2,"n"
"drig","Pseudo",3,"m"
"stropje","LF",2,"n"
"verniet","Pseudo",3,"m"
"etubrls","Random",4,"m"
"stelsel","HF",1,"n"
"liggen","HF",1,"n"
"damer","Pseudo",3,"m"
"sekjne","Random",4,"m"
"delen","HF",1,"n"
"iplc","Random",4,"m"
"peukjes","LF",2,"n"
"schade","HF",1,"n"
"ylllo","Random",4,"m"
"nierp","Pseudo",3,"m"
"slijper","LF",2,"n"
"diva","LF",2,"n"
"slagen","HF",1,"n"
"disco's","LF",2,"n"
"zacht","HF",1,"n"
"lalen","Pseudo",3,"m"
"schoud","Pseudo",3,"m"
"verblek","Pseudo",3,"m"
"lieverds","LF",2,"n"
"scraken","Pseudo",3,"m"
"baseball","LF",2,"n"
