"stimulus","cond","condition","correct_response"
"sausjes","LF",2,"n"
"broeg","Pseudo",3,"m"
"erkst","Pseudo",3,"m"
"maak","HF",1,"n"
"smyjpeg","Random",4,"m"
"python","LF",2,"n"
"hoerzan","Pseudo",3,"m"
"preosjt","Random",4,"m"
"roegste","Pseudo",3,"m"
"randjes","LF",2,"n"
"ijsbeer","LF",2,"n"
"karoolsp","Random",4,"m"
"hoodaat","Pseudo",3,"m"
"komst","HF",1,"n"
"oorbel","LF",2,"n"
"plaaiden","Pseudo",3,"m"
"bobjet","Pseudo",3,"m"
"tende","Pseudo",3,"m"
"kist","HF",1,"n"
"pukkel","LF",2,"n"
"wordt","HF",1,"n"
"zeling","Pseudo",3,"m"
"ware","HF",1,"n"
"coupon","LF",2,"n"
"kans","HF",1,"n"
"mail","LF",2,"n"
"moruts","Random",4,"m"
"cruises","LF",2,"n"
"vliesjes","LF",2,"n"
"geurtje","LF",2,"n"
"brood","HF",1,"n"
"kotje","LF",2,"n"
"gelijk","HF",1,"n"
"pelzen","LF",2,"n"
"paast","Pseudo",3,"m"
"legse","Pseudo",3,"m"
"lssaa","Random",4,"m"
"helpen","HF",1,"n"
"pind","Pseudo",3,"m"
"ltesbei","Random",4,"m"
"polsjes","LF",2,"n"
"atoornsc","Random",4,"m"
"kamers","HF",1,"n"
"vooram","Pseudo",3,"m"
"buurtjes","LF",2,"n"
"frietje","LF",2,"n"
"matjes","LF",2,"n"
"rokjes","LF",2,"n"
"blauwe","HF",1,"n"
"foten","Pseudo",3,"m"
"daakt","Pseudo",3,"m"
"kljove","Random",4,"m"
"genoer","Pseudo",3,"m"
"vusters","Pseudo",3,"m"
"vaklui","LF",2,"n"
"oesjnets","Random",4,"m"
"ontreit","Pseudo",3,"m"
"raster","LF",2,"n"
"nader","HF",1,"n"
"rends","Pseudo",3,"m"
"ortocds","Random",4,"m"
"tseej","Random",4,"m"
"snonning","Pseudo",3,"m"
"waarag","Pseudo",3,"m"
"bedit","Pseudo",3,"m"
"kluur","Pseudo",3,"m"
