"stimulus","cond","condition","correct_response"
"bechte","Pseudo",3,"m"
"coupons","LF",2,"n"
"fetssoj","Random",4,"m"
"foten","Pseudo",3,"m"
"hartjes","LF",2,"n"
"koer","LF",2,"n"
"hierop","HF",1,"n"
"gasten","HF",1,"n"
"elfzaj","Random",4,"m"
"zette","HF",1,"n"
"verf","HF",1,"n"
"turnen","LF",2,"n"
"moze","Pseudo",3,"m"
"pinda","LF",2,"n"
"praatte","HF",1,"n"
"jacket","LF",2,"n"
"sauna's","LF",2,"n"
"eiksnjk","Random",4,"m"
"fluitjes","LF",2,"n"
"tonaar","Pseudo",3,"m"
"rokjes","LF",2,"n"
"knieën","HF",1,"n"
"dechtte","Pseudo",3,"m"
"atoornsc","Random",4,"m"
"ebkoer","Random",4,"m"
"iepgjer","Random",4,"m"
"maar","HF",1,"n"
"ouwe","HF",1,"n"
"rkoe","Random",4,"m"
"utjbrue","Random",4,"m"
"lengtes","LF",2,"n"
"cest","Pseudo",3,"m"
"roorts","Pseudo",3,"m"
"huid","HF",1,"n"
"bijzin","LF",2,"n"
"deek","Pseudo",3,"m"
"toon","HF",1,"n"
"robtu","Random",4,"m"
"noodse","Pseudo",3,"m"
"strand","HF",1,"n"
"gras","HF",1,"n"
"modem","LF",2,"n"
"eddal","Random",4,"m"
"koctor","Pseudo",3,"m"
"centraal","HF",1,"n"
"lijken","HF",1,"n"
"factor","HF",1,"n"
"vrachtje","LF",2,"n"
"ajaelsg","Random",4,"m"
"elipskn","Random",4,"m"
"padjes","LF",2,"n"
"dorg","Pseudo",3,"m"
"serres","LF",2,"n"
"buik","HF",1,"n"
"koevoet","LF",2,"n"
"vormden","HF",1,"n"
"vechten","HF",1,"n"
"sotel","Pseudo",3,"m"
"mens","HF",1,"n"
"mrojewps","Random",4,"m"
"mader","Pseudo",3,"m"
"eteljs","Random",4,"m"
"zeende","Pseudo",3,"m"
"schepjes","LF",2,"n"
"lindt","Pseudo",3,"m"
"doewel","Pseudo",3,"m"
"tespja","Random",4,"m"
"egtjjwi","Random",4,"m"
"prisma's","LF",2,"n"
"gommen","LF",2,"n"
"ivignsk","Random",4,"m"
"dechten","Pseudo",3,"m"
"zwaar","HF",1,"n"
"jark","Pseudo",3,"m"
"scooters","LF",2,"n"
"baseball","LF",2,"n"
"szza'ip","Random",4,"m"
"vaag","HF",1,"n"
"lienen","Pseudo",3,"m"
"matches","LF",2,"n"
"kicht","Pseudo",3,"m"
"schade","HF",1,"n"
"deek","Pseudo",3,"m"
"iaml","Random",4,"m"
"nota","HF",1,"n"
"naabhdar","Random",4,"m"
"sponsen","LF",2,"n"
"vast","HF",1,"n"
"lieks","Pseudo",3,"m"
"ontplaat","Pseudo",3,"m"
"spreken","HF",1,"n"
"bezwaar","HF",1,"n"
"snallen","Pseudo",3,"m"
"stons","Pseudo",3,"m"
"hoepels","LF",2,"n"
"waartje","Pseudo",3,"m"
"setje","LF",2,"n"
"marker","LF",2,"n"
"eletjiz","Random",4,"m"
"truitjes","LF",2,"n"
"atsfje","Random",4,"m"
"lijn","HF",1,"n"
"fede","Pseudo",3,"m"
"karoolsp","Random",4,"m"
"solpejs","Random",4,"m"
"zeven","HF",1,"n"
"sraless","Random",4,"m"
"ontbijt","HF",1,"n"
"ereiss","Random",4,"m"
"lijt","Pseudo",3,"m"
"grijt","Pseudo",3,"m"
"haalt","HF",1,"n"
"uetisjn","Random",4,"m"
"zuster","HF",1,"n"
"lsede","Random",4,"m"
"lolly's","LF",2,"n"
"tuiker","Pseudo",3,"m"
"sutilpor","Random",4,"m"
"steren","Pseudo",3,"m"
"vraagjes","LF",2,"n"
"eopjpe","Random",4,"m"
"leven","HF",1,"n"
"geluid","HF",1,"n"
"oesjnets","Random",4,"m"
"kleiner","HF",1,"n"
"daarop","HF",1,"n"
"vreend","Pseudo",3,"m"
"omvat","HF",1,"n"
"gevoomd","Pseudo",3,"m"
"retebjes","Random",4,"m"
"kwaaltje","LF",2,"n"
"gieters","LF",2,"n"
"neesztjo","Random",4,"m"
"kruikjes","LF",2,"n"
"klapjes","LF",2,"n"
"buizerds","LF",2,"n"
"fases","LF",2,"n"
"wormpjes","LF",2,"n"
"reebok","LF",2,"n"
"blop","Pseudo",3,"m"
"cartoons","LF",2,"n"
"kussen","HF",1,"n"
"mopor","Pseudo",3,"m"
"massa","HF",1,"n"
"poucon","Random",4,"m"
