"stimulus","cond","condition","correct_response"
"vippen","Pseudo",3,"m"
"sluit","HF",1,"n"
"koevoet","LF",2,"n"
"opzij","HF",1,"n"
"meukje","Pseudo",3,"m"
"c'isrmo","Random",4,"m"
"gehoem","Pseudo",3,"m"
"dikke","HF",1,"n"
"istief","Pseudo",3,"m"
"geacht","HF",1,"n"
"nasnok","Random",4,"m"
"tijesgwj","Random",4,"m"
"etwjese","Random",4,"m"
"kroegjes","LF",2,"n"
"gehoord","HF",1,"n"
"buggy","LF",2,"n"
"randjes","LF",2,"n"
"maandje","LF",2,"n"
"piemels","LF",2,"n"
"buurtje","LF",2,"n"
"belaap","Pseudo",3,"m"
"avhjcrte","Random",4,"m"
"eujtds","Random",4,"m"
"adgent","Pseudo",3,"m"
"kskderid","Random",4,"m"
"voorwerp","HF",1,"n"
"ajadmne","Random",4,"m"
"ldosoje","Random",4,"m"
"ubtrsoti","Random",4,"m"
"tocht","HF",1,"n"
"dand","Pseudo",3,"m"
"geemt","Pseudo",3,"m"
"soepbord","LF",2,"n"
"snajaled","Random",4,"m"
"fezjee","Random",4,"m"
"striek","Pseudo",3,"m"
"kozing","Pseudo",3,"m"
"tegen","HF",1,"n"
"uodj","Random",4,"m"
"thee","HF",1,"n"
"sauna's","LF",2,"n"
"sneegde","Pseudo",3,"m"
"daarmei","Pseudo",3,"m"
"druifjes","LF",2,"n"
"etters","LF",2,"n"
"nfekufl","Random",4,"m"
"esttkren","Random",4,"m"
"auto","HF",1,"n"
"vandaan","HF",1,"n"
"fjeiert","Random",4,"m"
"prosact","Pseudo",3,"m"
"klessen","Pseudo",3,"m"
"wordt","HF",1,"n"
"ueadfrs","Random",4,"m"
"unies","LF",2,"n"
"ismeukt","Random",4,"m"
"negen","HF",1,"n"
"hoeten","Pseudo",3,"m"
"laal","Pseudo",3,"m"
"paus","HF",1,"n"
"provikt","Pseudo",3,"m"
"ujekde","Random",4,"m"
"vervoen","Pseudo",3,"m"
"oekejt","Random",4,"m"
"hadden","HF",1,"n"
"voegde","HF",1,"n"
"minst","HF",1,"n"
"steags","Random",4,"m"
"tmliuje","Random",4,"m"
"gieters","LF",2,"n"
"bedrok","Pseudo",3,"m"
"naampjes","LF",2,"n"
"blop","Pseudo",3,"m"
"fooitje","LF",2,"n"
"hanten","Pseudo",3,"m"
"stitie","Pseudo",3,"m"
"moruts","Random",4,"m"
"kamp","HF",1,"n"
"glak","Pseudo",3,"m"
"dooruit","Pseudo",3,"m"
"jorm","Pseudo",3,"m"
"vorkjes","LF",2,"n"
"schoden","Pseudo",3,"m"
"scooters","LF",2,"n"
