"stimulus","cond","condition","correct_response"
"jotra","Pseudo",3,"m"
"lentes","LF",2,"n"
"jojo","LF",2,"n"
"ssuaqh","Random",4,"m"
"lukt","HF",1,"n"
"nagjabil","Random",4,"m"
"verband","HF",1,"n"
"edbjsonl","Random",4,"m"
"eerels","Pseudo",3,"m"
"krokus","LF",2,"n"
"groeien","HF",1,"n"
"stonden","HF",1,"n"
"loorden","Pseudo",3,"m"
"tellers","LF",2,"n"
"deelhns","Random",4,"m"
"upnoocs","Random",4,"m"
"slaren","Pseudo",3,"m"
"puistje","LF",2,"n"
"ijgv","Random",4,"m"
"astleps","Random",4,"m"
"lalen","Pseudo",3,"m"
"fluitjes","LF",2,"n"
"vliessej","Random",4,"m"
"beelden","HF",1,"n"
"jfwole","Random",4,"m"
"lengtes","LF",2,"n"
"sterkten","LF",2,"n"
"breng","HF",1,"n"
"estlels","Random",4,"m"
"cirla","Pseudo",3,"m"
"keste","Pseudo",3,"m"
"tnjoteso","Random",4,"m"
"duis","Pseudo",3,"m"
"stortbui","LF",2,"n"
"beitels","LF",2,"n"
"vrienden","HF",1,"n"
"vormt","HF",1,"n"
"belond","Pseudo",3,"m"
"andang","Pseudo",3,"m"
"dnoser","Random",4,"m"
"eemeuwez","Random",4,"m"
"o'usd","Random",4,"m"
"eeejlutw","Random",4,"m"
"mrojewps","Random",4,"m"
"proester","Pseudo",3,"m"
"waren","HF",1,"n"
"rjteiefs","Random",4,"m"
"bafin","Pseudo",3,"m"
"nstuts","Random",4,"m"
"blaan","Pseudo",3,"m"
"prijs","HF",1,"n"
"grag","Pseudo",3,"m"
"zweeg","HF",1,"n"
"deurt","Pseudo",3,"m"
"neuiks","Random",4,"m"
"ruim","HF",1,"n"
"sekjne","Random",4,"m"
"mensheid","HF",1,"n"
"otters","LF",2,"n"
"loojitpe","Random",4,"m"
"spront","Pseudo",3,"m"
"tizjwnje","Random",4,"m"
"vaatst","Pseudo",3,"m"
"brieven","HF",1,"n"
"ging","HF",1,"n"
"spurten","LF",2,"n"
"brieken","Pseudo",3,"m"
"brand","HF",1,"n"
"wiegjes","LF",2,"n"
"kekken","Pseudo",3,"m"
"ueadfrs","Random",4,"m"
"schuldig","HF",1,"n"
"asts","Pseudo",3,"m"
"tfsroac","Random",4,"m"
"jochies","LF",2,"n"
"sarals","Pseudo",3,"m"
"belin","Pseudo",3,"m"
"jorpesot","Random",4,"m"
"gesteld","HF",1,"n"
"atjenrta","Random",4,"m"
"rceuiss","Random",4,"m"
"scat","Random",4,"m"
"rietjes","LF",2,"n"
"look","LF",2,"n"
"daakt","Pseudo",3,"m"
"elfzaj","Random",4,"m"
"minna","Pseudo",3,"m"
"liever","HF",1,"n"
"schoemen","Pseudo",3,"m"
"ltesoj","Random",4,"m"
"spiertje","LF",2,"n"
"tekort","HF",1,"n"
"strijm","Pseudo",3,"m"
"slotje","LF",2,"n"
"gedend","Pseudo",3,"m"
"kennis","HF",1,"n"
"folven","Pseudo",3,"m"
"takken","HF",1,"n"
"trots","HF",1,"n"
"leunde","HF",1,"n"
"deng","Pseudo",3,"m"
"hangt","HF",1,"n"
"eisers","LF",2,"n"
"macho","LF",2,"n"
"racebaan","LF",2,"n"
"biscuits","LF",2,"n"
"zelfs","HF",1,"n"
"deanbjr","Random",4,"m"
"mail","LF",2,"n"
"dtjnae","Random",4,"m"
"starters","LF",2,"n"
"plaven","Pseudo",3,"m"
"sa'ammg","Random",4,"m"
"saken","Pseudo",3,"m"
"meest","HF",1,"n"
"klagers","LF",2,"n"
"ryu'js","Random",4,"m"
"beertjes","LF",2,"n"
"veertien","HF",1,"n"
"uetisjn","Random",4,"m"
"zweertje","LF",2,"n"
"blijkt","HF",1,"n"
"lso'os","Random",4,"m"
"kopen","HF",1,"n"
"widden","Pseudo",3,"m"
"eujtds","Random",4,"m"
"brukken","Pseudo",3,"m"
"cruises","LF",2,"n"
"kartons","LF",2,"n"
"oprpcno","Random",4,"m"
"trjeoo","Random",4,"m"
"gelooft","HF",1,"n"
"buizerds","LF",2,"n"
"ito'rs","Random",4,"m"
"scooters","LF",2,"n"
"toga's","LF",2,"n"
"waarif","Pseudo",3,"m"
"raster","LF",2,"n"
"zwarte","HF",1,"n"
"blad","HF",1,"n"
"muben","Pseudo",3,"m"
"glikken","Pseudo",3,"m"
"iiznjb","Random",4,"m"
"prisma's","LF",2,"n"
"fnstiet","Random",4,"m"
"spiegel","HF",1,"n"
"haal","HF",1,"n"
"vlokjes","LF",2,"n"
"dieptes","LF",2,"n"
"wakker","HF",1,"n"
"sturken","Pseudo",3,"m"
"saesriks","Random",4,"m"
"gevoomd","Pseudo",3,"m"
"voch","Pseudo",3,"m"
"zithoek","LF",2,"n"
"hookte","Pseudo",3,"m"
"verder","HF",1,"n"
"direct","HF",1,"n"
"diede","Pseudo",3,"m"
"naabhdar","Random",4,"m"
"cangs","Pseudo",3,"m"
"obojegs","Random",4,"m"
"film","HF",1,"n"
"toonde","HF",1,"n"
"zwas","Pseudo",3,"m"
"dansjes","LF",2,"n"
"gedrag","HF",1,"n"
"muljpepi","Random",4,"m"
"foden","Pseudo",3,"m"
"trailer","LF",2,"n"
"jeirets","Random",4,"m"
"ofpsr","Random",4,"m"
"bijzin","LF",2,"n"
"traantje","LF",2,"n"
"surfen","LF",2,"n"
"verdroen","Pseudo",3,"m"
"vlokje","LF",2,"n"
"cekker","Pseudo",3,"m"
"greerde","Pseudo",3,"m"
"pizza's","LF",2,"n"
"zebra's","LF",2,"n"
"iertmje","Random",4,"m"
"eitujl","Random",4,"m"
"vijl","LF",2,"n"
"ekstejes","Random",4,"m"
"bezerft","Pseudo",3,"m"
"blelen","Pseudo",3,"m"
"sloeg","HF",1,"n"
"najaars","LF",2,"n"
"hood","Pseudo",3,"m"
"liefst","HF",1,"n"
"uodj","Random",4,"m"
"schaal","HF",1,"n"
"bdejas","Random",4,"m"
"nfekufl","Random",4,"m"
"schepen","HF",1,"n"
"opnocht","Pseudo",3,"m"
"ervbe","Random",4,"m"
"benen","HF",1,"n"
"centraal","HF",1,"n"
"waarden","HF",1,"n"
"forums","LF",2,"n"
"aktcer","Random",4,"m"
"olders","Pseudo",3,"m"
"uren","HF",1,"n"
"dachten","HF",1,"n"
"slag","HF",1,"n"
"zaaltjes","LF",2,"n"
"vocaal","LF",2,"n"
"liep","HF",1,"n"
"doegde","Pseudo",3,"m"
"stemmen","HF",1,"n"
"kast","HF",1,"n"
"brandje","LF",2,"n"
"topjes","LF",2,"n"
"facht","Pseudo",3,"m"
"tumors","LF",2,"n"
"bagen","Pseudo",3,"m"
"utjbrue","Random",4,"m"
"omvat","HF",1,"n"
"honkbal","LF",2,"n"
"spraat","Pseudo",3,"m"
"frietjes","LF",2,"n"
"aavgrsej","Random",4,"m"
"zoutvat","LF",2,"n"
"huimen","Pseudo",3,"m"
"ezgreils","Random",4,"m"
"haantjes","LF",2,"n"
"raciaal","LF",2,"n"
"knipsel","LF",2,"n"
"dames","HF",1,"n"
"raard","Pseudo",3,"m"
"delde","Pseudo",3,"m"
"gedicht","HF",1,"n"
"nummer","HF",1,"n"
"starte","Pseudo",3,"m"
"nsesjad","Random",4,"m"
"helder","HF",1,"n"
"deals","LF",2,"n"
"vertoont","HF",1,"n"
