"stimulus","cond","condition","correct_response"
"tiepstip","Pseudo",3,"m"
"duim","HF",1,"n"
"dtjnae","Random",4,"m"
"getten","Pseudo",3,"m"
"diedt","Pseudo",3,"m"
"ofpsr","Random",4,"m"
"look","LF",2,"n"
"panters","LF",2,"n"
"partger","Pseudo",3,"m"
"mjlisne","Random",4,"m"
"obojegs","Random",4,"m"
"blijgen","Pseudo",3,"m"
"hiek","Pseudo",3,"m"
"bestond","HF",1,"n"
"derken","Pseudo",3,"m"
"mour","Pseudo",3,"m"
"erdesl","Random",4,"m"
"zaaltjes","LF",2,"n"
"bedoeld","HF",1,"n"
"fovo","Pseudo",3,"m"
"utiiscsb","Random",4,"m"
"gewerkt","HF",1,"n"
"diepe","HF",1,"n"
"mossels","LF",2,"n"
"weks","Pseudo",3,"m"
"ipystt","Random",4,"m"
"usfren","Random",4,"m"
"ortanco","Random",4,"m"
"dame","HF",1,"n"
"mopjes","LF",2,"n"
"otters","LF",2,"n"
"loy'lsl","Random",4,"m"
"duizend","HF",1,"n"
"drinzen","Pseudo",3,"m"
"wieper","Pseudo",3,"m"
"boord","HF",1,"n"
"asbbalel","Random",4,"m"
"jargons","LF",2,"n"
"snoetjes","LF",2,"n"
"tjszie","Random",4,"m"
"grijpen","HF",1,"n"
"voch","Pseudo",3,"m"
"zwijntje","LF",2,"n"
"jesvo","Random",4,"m"
"jeirets","Random",4,"m"
"owprjme","Random",4,"m"
"jievelg","Random",4,"m"
"sauan's","Random",4,"m"
"maandje","LF",2,"n"
"zuiden","HF",1,"n"
"leeg","HF",1,"n"
"krreco","Random",4,"m"
"donsheid","Pseudo",3,"m"
"liggen","HF",1,"n"
"ziek","HF",1,"n"
"ventjes","LF",2,"n"
"borkers","Pseudo",3,"m"
"mango's","LF",2,"n"
"ugrteje","Random",4,"m"
"ookten","Pseudo",3,"m"
"verniet","Pseudo",3,"m"
"veilig","HF",1,"n"
"paak","Pseudo",3,"m"
"glazen","HF",1,"n"
"zouden","HF",1,"n"
"ito'rs","Random",4,"m"
"willen","HF",1,"n"
"roorts","Pseudo",3,"m"
"letsels","LF",2,"n"
"sponsen","LF",2,"n"
"waarmie","Pseudo",3,"m"
"schijft","Pseudo",3,"m"
"coudt","Pseudo",3,"m"
"ereiss","Random",4,"m"
"gesprek","HF",1,"n"
"dkjijes","Random",4,"m"
"rietjes","LF",2,"n"
"voon","Pseudo",3,"m"
"paak","Pseudo",3,"m"
"totdat","HF",1,"n"
"badjes","LF",2,"n"
"ming","Pseudo",3,"m"
"jokers","LF",2,"n"
"eiland","HF",1,"n"
"sehrfifs","Random",4,"m"
"lkaebj","Random",4,"m"
"invloed","HF",1,"n"
"grantte","Pseudo",3,"m"
"cruises","LF",2,"n"
"eivnfu","Random",4,"m"
"nfekufl","Random",4,"m"
"naampjes","LF",2,"n"
"ohsoetg","Random",4,"m"
"vuile","HF",1,"n"
"hame","Pseudo",3,"m"
"walrus","LF",2,"n"
"klinst","Pseudo",3,"m"
"verwacht","HF",1,"n"
"ssjaeak","Random",4,"m"
"cingen","Pseudo",3,"m"
"albums","LF",2,"n"
"olijf","LF",2,"n"
"jurtbeus","Random",4,"m"
"schien","Pseudo",3,"m"
"eenmaal","HF",1,"n"
"vaid","Random",4,"m"
"epaspj","Random",4,"m"
"rdum","Random",4,"m"
"merries","LF",2,"n"
"zeefje","LF",2,"n"
"geurtjes","LF",2,"n"
"wansen","Pseudo",3,"m"
"likjes","LF",2,"n"
"cartoons","LF",2,"n"
"doopsels","LF",2,"n"
"gonmem","Random",4,"m"
"bezerft","Pseudo",3,"m"
"jfwole","Random",4,"m"
"geneigd","HF",1,"n"
"goudstuk","LF",2,"n"
"bestuur","HF",1,"n"
"voorbij","HF",1,"n"
"stroppen","LF",2,"n"
"kieden","Pseudo",3,"m"
"ontplaat","Pseudo",3,"m"
"blacht","Pseudo",3,"m"
"matjes","LF",2,"n"
"beeld","HF",1,"n"
"kiezen","HF",1,"n"
"belocht","Pseudo",3,"m"
"gebouw","HF",1,"n"
"jematnsa","Random",4,"m"
"robtu","Random",4,"m"
"tncshaej","Random",4,"m"
"esjmse","Random",4,"m"
"ontstond","HF",1,"n"
"ejdevls","Random",4,"m"
"eenhoorn","LF",2,"n"
"nksiert","Random",4,"m"
"item","LF",2,"n"
"paahjcse","Random",4,"m"
"weet","HF",1,"n"
"jivl","Random",4,"m"
"paniek","HF",1,"n"
"voegde","HF",1,"n"
"scholen","HF",1,"n"
"neus","HF",1,"n"
"neusjes","LF",2,"n"
"naaldjes","LF",2,"n"
"uuagrk","Random",4,"m"
"fussen","Pseudo",3,"m"
"barons","LF",2,"n"
"nasnok","Random",4,"m"
"breeg","Pseudo",3,"m"
"jeeg","Pseudo",3,"m"
"rally","LF",2,"n"
"eisen","HF",1,"n"
"sheriffs","LF",2,"n"
"pukkel","LF",2,"n"
"abant","Pseudo",3,"m"
"roken","HF",1,"n"
"gemien","Pseudo",3,"m"
"gelzen","Pseudo",3,"m"
"einde","HF",1,"n"
"scripts","LF",2,"n"
"bemend","Pseudo",3,"m"
"aanbol","Pseudo",3,"m"
"volgden","HF",1,"n"
"steen","HF",1,"n"
"alleen","HF",1,"n"
"gegt","Pseudo",3,"m"
"rond","HF",1,"n"
"gleufje","LF",2,"n"
"sarals","Pseudo",3,"m"
"zeven","HF",1,"n"
"plonsen","LF",2,"n"
"vormpjes","LF",2,"n"
"hoeft","HF",1,"n"
"breeg","Pseudo",3,"m"
"meetlat","LF",2,"n"
"zweertje","LF",2,"n"
"tmjaes","Random",4,"m"
"roopt","Pseudo",3,"m"
"lesud","Random",4,"m"
"jullen","Pseudo",3,"m"
"ebaewsr","Random",4,"m"
"aula's","LF",2,"n"
"schijnen","HF",1,"n"
"verslag","HF",1,"n"
"brnaso","Random",4,"m"
"meeten","Pseudo",3,"m"
"spitcrs","Random",4,"m"
"houdt","HF",1,"n"
"bloot","HF",1,"n"
"pnoesns","Random",4,"m"
"gewoon","HF",1,"n"
"dnjesar","Random",4,"m"
"miertje","LF",2,"n"
"mesjes","LF",2,"n"
"geleid","HF",1,"n"
"ssuaqh","Random",4,"m"
"drans","Pseudo",3,"m"
"derde","HF",1,"n"
"voekt","Pseudo",3,"m"
"vlaai","LF",2,"n"
"heuvel","HF",1,"n"
"eteelsj","Random",4,"m"
"eerel","Pseudo",3,"m"
"printers","LF",2,"n"
"hievees","Pseudo",3,"m"
"vuilbak","LF",2,"n"
"bedrok","Pseudo",3,"m"
"slipper","LF",2,"n"
"punk","LF",2,"n"
"verdient","HF",1,"n"
"setje","LF",2,"n"
"tnjoteso","Random",4,"m"
"micro's","LF",2,"n"
"zuiltjes","LF",2,"n"
"dsael","Random",4,"m"
"boest","Pseudo",3,"m"
"ookljef","Random",4,"m"
"stunts","LF",2,"n"
"oude","HF",1,"n"
"retebjes","Random",4,"m"
"pjdnea","Random",4,"m"
"liefde","HF",1,"n"
"sneller","HF",1,"n"
"geraakt","HF",1,"n"
