"stimulus","cond","condition","correct_response"
"lentes","LF",2,"n"
"levers","LF",2,"n"
"tizjwnje","Random",4,"m"
"zotten","LF",2,"n"
"muljpepi","Random",4,"m"
"edrijr","Random",4,"m"
"sutilpor","Random",4,"m"
"roorde","Pseudo",3,"m"
"pnoesns","Random",4,"m"
"oopl","Random",4,"m"
"korargla","Random",4,"m"
"limoen","LF",2,"n"
"tweede","HF",1,"n"
"duels","LF",2,"n"
"ejsdfrui","Random",4,"m"
"hangen","HF",1,"n"
"hiervan","HF",1,"n"
"trippen","LF",2,"n"
"leept","Pseudo",3,"m"
"jargons","LF",2,"n"
"broog","Pseudo",3,"m"
"kemen","Pseudo",3,"m"
"zwijgend","HF",1,"n"
"lengtes","LF",2,"n"
"stup","Pseudo",3,"m"
"enes","Pseudo",3,"m"
"pdteies","Random",4,"m"
"zeiltje","LF",2,"n"
"mieder","Pseudo",3,"m"
"soepje","LF",2,"n"
"peukjes","LF",2,"n"
"buizerds","LF",2,"n"
"hoger","HF",1,"n"
"kleine","HF",1,"n"
"doegde","Pseudo",3,"m"
"waard","HF",1,"n"
"luister","HF",1,"n"
"mitten","Pseudo",3,"m"
"serste","Pseudo",3,"m"
"snajaled","Random",4,"m"
"delen","HF",1,"n"
"wezen","HF",1,"n"
"ruersfs","Random",4,"m"
"badjes","LF",2,"n"
"bggyu","Random",4,"m"
"itesegr","Random",4,"m"
"ontmoet","HF",1,"n"
"ylllo","Random",4,"m"
"ltdea's","Random",4,"m"
"jorpesot","Random",4,"m"
"ribier","Pseudo",3,"m"
"witloof","LF",2,"n"
"bestond","HF",1,"n"
"kost","HF",1,"n"
"trein","HF",1,"n"
"maag","HF",1,"n"
"volgden","HF",1,"n"
"hujcvrte","Random",4,"m"
"gifslang","LF",2,"n"
"bedit","Pseudo",3,"m"
"jogging","LF",2,"n"
"sloon","Pseudo",3,"m"
"graadje","LF",2,"n"
"knikke","Pseudo",3,"m"
"ofpsr","Random",4,"m"
"kilms","Pseudo",3,"m"
"attemle","Random",4,"m"
"oekejt","Random",4,"m"
"lachte","HF",1,"n"
"bekend","HF",1,"n"
"beelden","HF",1,"n"
"stroom","HF",1,"n"
"daarman","Pseudo",3,"m"
"vraagjes","LF",2,"n"
"mipe","Pseudo",3,"m"
"watjes","LF",2,"n"
"ribeuzd","Random",4,"m"
"vanuit","HF",1,"n"
"laat","HF",1,"n"
"verbeld","Pseudo",3,"m"
"sletje","LF",2,"n"
"trol","LF",2,"n"
"oologrs","Random",4,"m"
"ashc","Random",4,"m"
"jaren","HF",1,"n"
