"stimulus","cond","condition","correct_response"
"eilabs","Random",4,"m"
"drumstel","LF",2,"n"
"alfo'rs","Random",4,"m"
"erdesl","Random",4,"m"
"echt","HF",1,"n"
"verhaal","HF",1,"n"
"cultuur","HF",1,"n"
"anncesrs","Random",4,"m"
"wmirpe","Random",4,"m"
"salsa","LF",2,"n"
"oten","Pseudo",3,"m"
"mutsjes","LF",2,"n"
"ojjo","Random",4,"m"
"begrijp","HF",1,"n"
"skejtte","Random",4,"m"
"nlgtese","Random",4,"m"
"gelocht","Pseudo",3,"m"
"jatkalwe","Random",4,"m"
"atoornsc","Random",4,"m"
"vliessej","Random",4,"m"
"tankjes","LF",2,"n"
"saart","Pseudo",3,"m"
"wiest","Pseudo",3,"m"
"ujekde","Random",4,"m"
"lolk","Pseudo",3,"m"
"loorden","Pseudo",3,"m"
"tonaar","Pseudo",3,"m"
"omforbas","Random",4,"m"
"jugi","Pseudo",3,"m"
"ebkoer","Random",4,"m"
"reebok","LF",2,"n"
"schaan","Pseudo",3,"m"
"matjes","LF",2,"n"
"vliegjes","LF",2,"n"
"besaald","Pseudo",3,"m"
"wang","HF",1,"n"
"tijesgwj","Random",4,"m"
"squash","LF",2,"n"
"lelend","Pseudo",3,"m"
"maap","Pseudo",3,"m"
"alleen","HF",1,"n"
"meteen","HF",1,"n"
"steekt","HF",1,"n"
"verslag","HF",1,"n"
"mopjes","LF",2,"n"
"poema's","LF",2,"n"
"voordeur","HF",1,"n"
"rokjes","LF",2,"n"
"trsshi","Random",4,"m"
"trio's","LF",2,"n"
"flat","HF",1,"n"
"hangers","LF",2,"n"
"ernstig","HF",1,"n"
"gestegd","Pseudo",3,"m"
"riacaal","Random",4,"m"
"jievelg","Random",4,"m"
"zoek","HF",1,"n"
"wimper","LF",2,"n"
"nasnok","Random",4,"m"
"ijlekjs","Random",4,"m"
"voelde","HF",1,"n"
"geluid","HF",1,"n"
"zuiltje","LF",2,"n"
"erger","HF",1,"n"
"winkel","HF",1,"n"
"oijnnt","Random",4,"m"
"ylllo","Random",4,"m"
"schijnt","HF",1,"n"
"blijgen","Pseudo",3,"m"
"hoogtes","LF",2,"n"
"wame","Pseudo",3,"m"
"stukken","HF",1,"n"
"keotj","Random",4,"m"
"snoetjes","LF",2,"n"
"dadel","LF",2,"n"
"vlug","HF",1,"n"
"merkt","HF",1,"n"
"geruld","Pseudo",3,"m"
"steeven","Pseudo",3,"m"
"kassiers","LF",2,"n"
"cotaal","Pseudo",3,"m"
"geden","Pseudo",3,"m"
"goolde","Pseudo",3,"m"
"estlels","Random",4,"m"
"niks","HF",1,"n"
"stafje","LF",2,"n"
"racket","LF",2,"n"
"deek","Pseudo",3,"m"
"leept","Pseudo",3,"m"
"bork","Pseudo",3,"m"
"paahjcse","Random",4,"m"
"rorde","Pseudo",3,"m"
"karoolsp","Random",4,"m"
"beloofd","HF",1,"n"
"soepkom","LF",2,"n"
"zich","HF",1,"n"
