"stimulus","cond","condition","correct_response"
"streken","HF",1,"n"
"kusrko","Random",4,"m"
"brnaso","Random",4,"m"
"motto's","LF",2,"n"
"ietm","Random",4,"m"
"skertjui","Random",4,"m"
"ofpsr","Random",4,"m"
"kant","HF",1,"n"
"mipe","Pseudo",3,"m"
"fave","Pseudo",3,"m"
"vandaar","HF",1,"n"
"ebkoer","Random",4,"m"
"noet","Pseudo",3,"m"
"hatte","Pseudo",3,"m"
"paak","Pseudo",3,"m"
"felle","HF",1,"n"
"geilig","Pseudo",3,"m"
"iobwrjod","Random",4,"m"
"sorbet","LF",2,"n"
"kljetee","Random",4,"m"
"glijbaan","LF",2,"n"
"grag","Pseudo",3,"m"
"gelk","Pseudo",3,"m"
"gympjes","LF",2,"n"
"tekst","HF",1,"n"
"geval","HF",1,"n"
"mango's","LF",2,"n"
"enkel","HF",1,"n"
"iiznjb","Random",4,"m"
"aden","Pseudo",3,"m"
"gelocht","Pseudo",3,"m"
"daaraan","HF",1,"n"
"klagers","LF",2,"n"
"zeemeeuw","LF",2,"n"
"heent","Pseudo",3,"m"
"fuder","Pseudo",3,"m"
"koetje","LF",2,"n"
"sfeertje","LF",2,"n"
"usjem","Random",4,"m"
"vikings","LF",2,"n"
"pelzen","LF",2,"n"
"keeltje","LF",2,"n"
"oarcrtts","Random",4,"m"
"scat","Random",4,"m"
"jlsueki","Random",4,"m"
"peent","Pseudo",3,"m"
"barons","LF",2,"n"
"alders","Pseudo",3,"m"
"isjtenwj","Random",4,"m"
"korfbal","LF",2,"n"
"poucon","Random",4,"m"
"glak","Pseudo",3,"m"
"opnieuw","HF",1,"n"
"teefjes","LF",2,"n"
"bezit","HF",1,"n"
"neutnr","Random",4,"m"
"bdejas","Random",4,"m"
"aktcer","Random",4,"m"
"wonen","HF",1,"n"
"haadt","Pseudo",3,"m"
"paleis","HF",1,"n"
"mjlisne","Random",4,"m"
"geleerd","HF",1,"n"
"sfa'os","Random",4,"m"
"jacht","HF",1,"n"
"hockey","LF",2,"n"
"treintje","LF",2,"n"
"bijwoord","LF",2,"n"
"dasten","Pseudo",3,"m"
"behat","Pseudo",3,"m"
"ossrbek","Random",4,"m"
"hieren","Pseudo",3,"m"
"zwijden","Pseudo",3,"m"
"hierin","HF",1,"n"
"donter","Pseudo",3,"m"
"joden","HF",1,"n"
"profs","LF",2,"n"
"slaebl","Random",4,"m"
"terras","HF",1,"n"
"spaties","LF",2,"n"
"kenst","Pseudo",3,"m"
"mitting","Pseudo",3,"m"
"ltesoj","Random",4,"m"
"etubrls","Random",4,"m"
"verloop","HF",1,"n"
"aantal","HF",1,"n"
"verkt","Pseudo",3,"m"
"jugi","Pseudo",3,"m"
"saesriks","Random",4,"m"
"deben","Pseudo",3,"m"
"sleetje","LF",2,"n"
"gede","Pseudo",3,"m"
"thee","HF",1,"n"
"vlaaien","LF",2,"n"
"cash","LF",2,"n"
"blad","HF",1,"n"
"deukje","LF",2,"n"
"scanners","LF",2,"n"
"lolly's","LF",2,"n"
"vormden","HF",1,"n"
"sportlui","LF",2,"n"
"eirtsn","Random",4,"m"
"acarabne","Random",4,"m"
"dsael","Random",4,"m"
"fauna's","LF",2,"n"
"vkeojns","Random",4,"m"
"werking","HF",1,"n"
"jonteohr","Random",4,"m"
"naus","Pseudo",3,"m"
"vonkjes","LF",2,"n"
"lachts","Pseudo",3,"m"
"gamma's","LF",2,"n"
"csaesjht","Random",4,"m"
"srejitep","Random",4,"m"
"utjbrue","Random",4,"m"
"cakes","LF",2,"n"
"eerjtlku","Random",4,"m"
"bachtjes","Pseudo",3,"m"
"rocker","LF",2,"n"
"koctor","Pseudo",3,"m"
"strand","HF",1,"n"
"iezer","Pseudo",3,"m"
"groei","HF",1,"n"
"diefje","LF",2,"n"
"vijg","LF",2,"n"
"ito'rs","Random",4,"m"
"snepnlo","Random",4,"m"
"iepgjer","Random",4,"m"
"leraar","HF",1,"n"
"zomaar","HF",1,"n"
"jeer","Pseudo",3,"m"
"café","HF",1,"n"
"burgers","HF",1,"n"
"halden","Pseudo",3,"m"
"jupvrouw","Pseudo",3,"m"
"deiden","Pseudo",3,"m"
"voeten","HF",1,"n"
"ceptuur","Pseudo",3,"m"
"gien","Pseudo",3,"m"
"borst","HF",1,"n"
"wapens","HF",1,"n"
"muskiet","LF",2,"n"
"hoting","Pseudo",3,"m"
"stimping","Pseudo",3,"m"
"zolang","HF",1,"n"
"rollen","HF",1,"n"
"jojo","LF",2,"n"
"smalel","Pseudo",3,"m"
"nmoerts","Random",4,"m"
"gdisje","Random",4,"m"
"gerint","Pseudo",3,"m"
"olpshee","Random",4,"m"
"zinnen","HF",1,"n"
"puiden","Pseudo",3,"m"
"laagjes","LF",2,"n"
"traag","HF",1,"n"
"heerlijk","HF",1,"n"
"vriend","HF",1,"n"
"brijpen","Pseudo",3,"m"
"egtjjwi","Random",4,"m"
"gemaakt","HF",1,"n"
"elke","HF",1,"n"
"boezems","LF",2,"n"
"balies","LF",2,"n"
"agenzn","Random",4,"m"
"fabriek","HF",1,"n"
"gele","HF",1,"n"
"bedram","Pseudo",3,"m"
"hoepels","LF",2,"n"
"zebra's","LF",2,"n"
"npdia","Random",4,"m"
"geurtjes","LF",2,"n"
"stezen","Pseudo",3,"m"
"gering","HF",1,"n"
"anncesrs","Random",4,"m"
"istief","Pseudo",3,"m"
"paast","Pseudo",3,"m"
"framboos","LF",2,"n"
"ujitlefs","Random",4,"m"
"o'mpaes","Random",4,"m"
