"stimulus","cond","condition","correct_response"
"volgde","HF",1,"n"
"verkocht","HF",1,"n"
"bevindt","HF",1,"n"
"hangers","LF",2,"n"
"dorp","HF",1,"n"
"nachtjes","LF",2,"n"
"helft","HF",1,"n"
"daakt","Pseudo",3,"m"
"ajsped","Random",4,"m"
"keste","Pseudo",3,"m"
"poosje","HF",1,"n"
"ijlekjs","Random",4,"m"
"facht","Pseudo",3,"m"
"slaebl","Random",4,"m"
"naaldjes","LF",2,"n"
"stages","LF",2,"n"
"daad","HF",1,"n"
"dechten","Pseudo",3,"m"
"durde","Pseudo",3,"m"
"veuren","Pseudo",3,"m"
"slinke","Pseudo",3,"m"
"eenhoorn","LF",2,"n"
"kruikjes","LF",2,"n"
"vrerde","Pseudo",3,"m"
"'artyps","Random",4,"m"
"ijeplss","Random",4,"m"
"lolk","Pseudo",3,"m"
"neusjes","LF",2,"n"
"blaasje","LF",2,"n"
"broog","Pseudo",3,"m"
"semutjs","Random",4,"m"
"okjres","Random",4,"m"
"ocsrotes","Random",4,"m"
"sjersoo","Random",4,"m"
"breeg","Pseudo",3,"m"
"vrouw","HF",1,"n"
"coupons","LF",2,"n"
"t'aasps","Random",4,"m"
"bijbet","Pseudo",3,"m"
"sleetje","LF",2,"n"
"nisten","Pseudo",3,"m"
"rand","HF",1,"n"
"kijn","Pseudo",3,"m"
"ejlztise","Random",4,"m"
"brepen","Pseudo",3,"m"
"neus","HF",1,"n"
"hierop","HF",1,"n"
"balkjes","LF",2,"n"
"rfomus","Random",4,"m"
"stuk","HF",1,"n"
"roosjes","LF",2,"n"
"produkt","HF",1,"n"
"koetje","LF",2,"n"
"najaars","LF",2,"n"
"ueedjnts","Random",4,"m"
"poucon","Random",4,"m"
"jogging","LF",2,"n"
"rtbseoj","Random",4,"m"
"kopje","HF",1,"n"
"zwijrend","Pseudo",3,"m"
"olkracht","Pseudo",3,"m"
"brouben","Pseudo",3,"m"
"kwaaltje","LF",2,"n"
"schein","Pseudo",3,"m"
"coho's","Pseudo",3,"m"
"stel","HF",1,"n"
"schepen","HF",1,"n"
"jkbees","Random",4,"m"
"anncesrs","Random",4,"m"
"zooie","Pseudo",3,"m"
"taluepas","Random",4,"m"
"systeem","HF",1,"n"
"hoting","Pseudo",3,"m"
"otel","Pseudo",3,"m"
