"stimulus","cond","condition","correct_response"
"hening","Pseudo",3,"m"
"jeirets","Random",4,"m"
"pemdrja","Random",4,"m"
"tijdje","HF",1,"n"
"nksiert","Random",4,"m"
"beslam","Pseudo",3,"m"
"soepje","LF",2,"n"
"akkoord","HF",1,"n"
"sfa'os","Random",4,"m"
"vaid","Random",4,"m"
"kljove","Random",4,"m"
"gevekt","Pseudo",3,"m"
"drode","Pseudo",3,"m"
"nstuts","Random",4,"m"
"minder","HF",1,"n"
"appis","Pseudo",3,"m"
"hiedden","Pseudo",3,"m"
"wochten","Pseudo",3,"m"
"rudtmsel","Random",4,"m"
"speemt","Pseudo",3,"m"
"stour","Pseudo",3,"m"
"tellen","HF",1,"n"
"kalfje","LF",2,"n"
"ijgv","Random",4,"m"
"staken","HF",1,"n"
"oizbmse","Random",4,"m"
"miertje","LF",2,"n"
"spiertje","LF",2,"n"
"plan","HF",1,"n"
"kanons","LF",2,"n"
"leit","Pseudo",3,"m"
"vaders","HF",1,"n"
"eloe","Pseudo",3,"m"
"hawen","Pseudo",3,"m"
"jplesak","Random",4,"m"
"dsael","Random",4,"m"
"dintraal","Pseudo",3,"m"
"autist","LF",2,"n"
"meestal","HF",1,"n"
"ortanco","Random",4,"m"
"eitujl","Random",4,"m"
"trol","LF",2,"n"
"ojstep","Random",4,"m"
"bechte","Pseudo",3,"m"
"rimeupsr","Random",4,"m"
"roept","HF",1,"n"
"gamma's","LF",2,"n"
"wuejtoms","Random",4,"m"
"eivnfu","Random",4,"m"
"mlione","Random",4,"m"
"plooitje","LF",2,"n"
"egnect","Pseudo",3,"m"
"ildste","Pseudo",3,"m"
"hoewel","HF",1,"n"
"gezien","HF",1,"n"
"moruts","Random",4,"m"
"druifjes","LF",2,"n"
"techniek","HF",1,"n"
"type","HF",1,"n"
"boogjes","LF",2,"n"
"bezit","HF",1,"n"
"vrijwel","HF",1,"n"
"noorden","HF",1,"n"
"ritsen","LF",2,"n"
"hoeft","HF",1,"n"
"aula's","LF",2,"n"
"randjes","LF",2,"n"
"iiznjb","Random",4,"m"
"jogging","LF",2,"n"
"balies","LF",2,"n"
"kloofjes","LF",2,"n"
"maken","HF",1,"n"
