"stimulus","cond","condition","correct_response"
"keurig","HF",1,"n"
"olijf","LF",2,"n"
"izobsn","Random",4,"m"
"geilig","Pseudo",3,"m"
"jacket","LF",2,"n"
"ijlekjs","Random",4,"m"
"geschikt","HF",1,"n"
"koetje","LF",2,"n"
"berging","LF",2,"n"
"staren","HF",1,"n"
"nisten","Pseudo",3,"m"
"gering","HF",1,"n"
"opdracht","HF",1,"n"
"partger","Pseudo",3,"m"
"bewust","HF",1,"n"
"hege","Pseudo",3,"m"
"bdejse","Random",4,"m"
"prsetpin","Random",4,"m"
"mekend","Pseudo",3,"m"
"uknp","Random",4,"m"
"ashc","Random",4,"m"
"keeewjs","Random",4,"m"
"vormt","HF",1,"n"
"logo","LF",2,"n"
"solpejs","Random",4,"m"
"vooram","Pseudo",3,"m"
"breeg","Pseudo",3,"m"
"noeken","Pseudo",3,"m"
"cricket","LF",2,"n"
"pronder","Pseudo",3,"m"
"leefde","HF",1,"n"
"tnokars","Random",4,"m"
"naowolt","Random",4,"m"
"surfen","LF",2,"n"
"koctor","Pseudo",3,"m"
"zawel","Pseudo",3,"m"
"fgsueejl","Random",4,"m"
"lmabus","Random",4,"m"
"extra","HF",1,"n"
"oijnnt","Random",4,"m"
"honger","HF",1,"n"
"wirze","Pseudo",3,"m"
"vermeld","HF",1,"n"
"geurtjes","LF",2,"n"
"daartje","Pseudo",3,"m"
"riacaal","Random",4,"m"
"volkjes","LF",2,"n"
"tfsroac","Random",4,"m"
"twijgje","LF",2,"n"
"klaproos","LF",2,"n"
"vocaal","LF",2,"n"
"bachtjes","Pseudo",3,"m"
"debliek","Pseudo",3,"m"
"lang","HF",1,"n"
"lso'os","Random",4,"m"
"jecht","Pseudo",3,"m"
"mail","LF",2,"n"
"snobs","LF",2,"n"
"weekjes","LF",2,"n"
"roonde","Pseudo",3,"m"
"wratjes","LF",2,"n"
"nachtjes","LF",2,"n"
"euiltjzs","Random",4,"m"
"biscuit","LF",2,"n"
"hcmoa","Random",4,"m"
"onilost","Random",4,"m"
"vaklui","LF",2,"n"
"vertel","HF",1,"n"
"uijfeds","Random",4,"m"
"grag","Pseudo",3,"m"
"paard","HF",1,"n"
"hookte","Pseudo",3,"m"
"smokings","LF",2,"n"
"prinsjes","LF",2,"n"
"kaas","HF",1,"n"
"rfomus","Random",4,"m"
"leggen","HF",1,"n"
"buffers","LF",2,"n"
"vaak","HF",1,"n"
"egen","Pseudo",3,"m"
"lienen","Pseudo",3,"m"
"cout","Pseudo",3,"m"
"loorden","Pseudo",3,"m"
"daartoe","HF",1,"n"
"eerst","HF",1,"n"
"lapij","Pseudo",3,"m"
"ietm","Random",4,"m"
"deals","LF",2,"n"
"vriendin","HF",1,"n"
"spuitjes","LF",2,"n"
"ltejeiw","Random",4,"m"
"stortbui","LF",2,"n"
"earrspt","Random",4,"m"
"brnaso","Random",4,"m"
"hoeten","Pseudo",3,"m"
"bedrijf","HF",1,"n"
"nestjes","LF",2,"n"
"farder","Pseudo",3,"m"
"wekkers","LF",2,"n"
"clowntje","LF",2,"n"
"desten","Pseudo",3,"m"
"gebied","HF",1,"n"
"schrik","HF",1,"n"
"jrkipue","Random",4,"m"
"noorden","HF",1,"n"
"sraless","Random",4,"m"
"nagjabil","Random",4,"m"
"cets","Pseudo",3,"m"
"deul","Pseudo",3,"m"
"naampjes","LF",2,"n"
"sponsen","LF",2,"n"
"maandje","LF",2,"n"
"koordjes","LF",2,"n"
"bowling","LF",2,"n"
"sgisend","Random",4,"m"
"savsjae","Random",4,"m"
"iejlvegs","Random",4,"m"
"belin","Pseudo",3,"m"
"symbool","HF",1,"n"
"tmliuje","Random",4,"m"
"preosjt","Random",4,"m"
"ortocds","Random",4,"m"
"schiet","HF",1,"n"
"coupons","LF",2,"n"
"pemdrja","Random",4,"m"
"vonkjes","LF",2,"n"
"o'usd","Random",4,"m"
"durven","HF",1,"n"
"donsheid","Pseudo",3,"m"
"ebaewsr","Random",4,"m"
"tramen","Pseudo",3,"m"
"zuster","HF",1,"n"
"plonsen","LF",2,"n"
"ajewts","Random",4,"m"
"aanbod","HF",1,"n"
"bopen","Pseudo",3,"m"
"gelard","Pseudo",3,"m"
"jotra","Pseudo",3,"m"
"gezeld","Pseudo",3,"m"
"haren","HF",1,"n"
"feiten","HF",1,"n"
"grootte","HF",1,"n"
"tikker","LF",2,"n"
"rally","LF",2,"n"
"stour","Pseudo",3,"m"
"sorbet","LF",2,"n"
"frietje","LF",2,"n"
"tmjaes","Random",4,"m"
"jgdraae","Random",4,"m"
"sleetje","LF",2,"n"
"lsede","Random",4,"m"
"tollenr","Random",4,"m"
"vanken","Pseudo",3,"m"
"mlione","Random",4,"m"
"jivl","Random",4,"m"
"itesegr","Random",4,"m"
"steet","Pseudo",3,"m"
"iezer","Pseudo",3,"m"
"zeurdibs","Random",4,"m"
"keeltje","LF",2,"n"
"kuddes","LF",2,"n"
"aard","HF",1,"n"
"lale","Pseudo",3,"m"
"trutje","LF",2,"n"
"deben","Pseudo",3,"m"
"vezig","Pseudo",3,"m"
"glas","HF",1,"n"
"kerk","HF",1,"n"
"geteel","Pseudo",3,"m"
"penten","Pseudo",3,"m"
"louter","HF",1,"n"
"serste","Pseudo",3,"m"
"lachend","HF",1,"n"
"zotten","LF",2,"n"
"smalle","HF",1,"n"
"praters","LF",2,"n"
"dending","Pseudo",3,"m"
"rudtmsel","Random",4,"m"
"steekt","HF",1,"n"
"ooit","HF",1,"n"
"blaan","Pseudo",3,"m"
"lshjpeu","Random",4,"m"
"armen","HF",1,"n"
"ossrbek","Random",4,"m"
"beus","Pseudo",3,"m"
"destijds","HF",1,"n"
"igwjees","Random",4,"m"
"likjes","LF",2,"n"
"isjtenwj","Random",4,"m"
"nstuts","Random",4,"m"
"lamen","Pseudo",3,"m"
"geemt","Pseudo",3,"m"
"brap","Pseudo",3,"m"
"dond","Pseudo",3,"m"
"dkjijes","Random",4,"m"
"stafje","LF",2,"n"
"gegt","Pseudo",3,"m"
"ontblam","Pseudo",3,"m"
"vullen","HF",1,"n"
"reviews","LF",2,"n"
"brede","HF",1,"n"
"spreken","HF",1,"n"
"foden","Pseudo",3,"m"
"strelg","Pseudo",3,"m"
"zonde","HF",1,"n"
"radars","LF",2,"n"
"sonbs","Random",4,"m"
"hoek","HF",1,"n"
"knikjes","LF",2,"n"
"toesrp","Random",4,"m"
"daad","HF",1,"n"
"ienuml","Random",4,"m"
"bongen","Pseudo",3,"m"
"oesjnets","Random",4,"m"
"trailer","LF",2,"n"
"ltesoj","Random",4,"m"
"lagen","HF",1,"n"
"dienst","HF",1,"n"
"zebra's","LF",2,"n"
"beste","HF",1,"n"
"sausjes","LF",2,"n"
"vast","HF",1,"n"
"pentool","Pseudo",3,"m"
"barons","LF",2,"n"
"badjes","LF",2,"n"
"slijmen","LF",2,"n"
"tseej","Random",4,"m"
"panty's","LF",2,"n"
"volle","HF",1,"n"
"bepaald","HF",1,"n"
"genoemd","HF",1,"n"
"gleufjes","LF",2,"n"
"halen","HF",1,"n"
"bijzin","LF",2,"n"
"open","HF",1,"n"
"lesud","Random",4,"m"
"kruis","HF",1,"n"
"tonaar","Pseudo",3,"m"
"lijden","HF",1,"n"
"kleren","HF",1,"n"
