"stimulus","cond","condition","correct_response"
"verdoep","Pseudo",3,"m"
"sneeuw","HF",1,"n"
"jievelg","Random",4,"m"
"zwijntje","LF",2,"n"
"vliesjes","LF",2,"n"
"eteljs","Random",4,"m"
"trsshi","Random",4,"m"
"drumstel","LF",2,"n"
"streek","HF",1,"n"
"balkje","LF",2,"n"
"wansen","Pseudo",3,"m"
"ebkoer","Random",4,"m"
"geilig","Pseudo",3,"m"
"vusten","Pseudo",3,"m"
"stroppen","LF",2,"n"
"naampjes","LF",2,"n"
"muiltje","LF",2,"n"
"trio's","LF",2,"n"
"modem","LF",2,"n"
"midden","HF",1,"n"
"rioeer","Random",4,"m"
"kringen","HF",1,"n"
"nale","Pseudo",3,"m"
"vreemde","HF",1,"n"
"flipper","LF",2,"n"
"kroegjes","LF",2,"n"
"vaker","HF",1,"n"
"stiften","LF",2,"n"
"sgnjaor","Random",4,"m"
"streken","HF",1,"n"
"wensen","HF",1,"n"
"schin","Pseudo",3,"m"
"klaproos","LF",2,"n"
"nagjabil","Random",4,"m"
"horgen","Pseudo",3,"m"
"moeten","HF",1,"n"
"hand","HF",1,"n"
"beler","Pseudo",3,"m"
"stofjes","LF",2,"n"
"bever","LF",2,"n"
"turnen","LF",2,"n"
"opdat","HF",1,"n"
"broee","Pseudo",3,"m"
"liende","Pseudo",3,"m"
"noller","Pseudo",3,"m"
"etlens","Random",4,"m"
"kale","HF",1,"n"
"gedrult","Pseudo",3,"m"
"ioperon","Random",4,"m"
"ldosoje","Random",4,"m"
"nekjes","LF",2,"n"
"trouw","HF",1,"n"
"cange","Pseudo",3,"m"
"wapens","HF",1,"n"
"snuitje","LF",2,"n"
"usjesne","Random",4,"m"
"items","LF",2,"n"
"alweer","HF",1,"n"
"nogms'a","Random",4,"m"
"ajuin","LF",2,"n"
"sleuden","Pseudo",3,"m"
"wormpjes","LF",2,"n"
"terrein","HF",1,"n"
"vertelt","HF",1,"n"
"panters","LF",2,"n"
"slipjes","LF",2,"n"
"voelde","HF",1,"n"
"pelzen","LF",2,"n"
"vijltje","LF",2,"n"
"bafin","Pseudo",3,"m"
"gala","LF",2,"n"
"krreco","Random",4,"m"
"ejvoksr","Random",4,"m"
"eenmaal","HF",1,"n"
"obzmie","Random",4,"m"
"esdoorn","LF",2,"n"
"zombies","LF",2,"n"
"bank","HF",1,"n"
"voordat","HF",1,"n"
"rijder","LF",2,"n"
"ejzeewps","Random",4,"m"
"ermen","Pseudo",3,"m"
"osgrle","Random",4,"m"
"ujitlefs","Random",4,"m"
"toesrp","Random",4,"m"
"sliem","Pseudo",3,"m"
"kkarer","Random",4,"m"
"esatips","Random",4,"m"
"lengtes","LF",2,"n"
"resixm","Random",4,"m"
"poucon","Random",4,"m"
"leegten","LF",2,"n"
"alleen","HF",1,"n"
"viet","Pseudo",3,"m"
"dames","HF",1,"n"
"seenstj","Random",4,"m"
"o'smott","Random",4,"m"
"bedoept","Pseudo",3,"m"
"fede","Pseudo",3,"m"
"steags","Random",4,"m"
"edrijr","Random",4,"m"
"dute","Pseudo",3,"m"
"bijzin","LF",2,"n"
"fuder","Pseudo",3,"m"
"jroteok","Random",4,"m"
"blijf","HF",1,"n"
"deven","Pseudo",3,"m"
"schirren","Pseudo",3,"m"
"slotje","LF",2,"n"
"abbes","Pseudo",3,"m"
"gezag","HF",1,"n"
"pandje","LF",2,"n"
"slechte","HF",1,"n"
"eraan","HF",1,"n"
"elkaar","HF",1,"n"
"sezen","Pseudo",3,"m"
"sauw","Pseudo",3,"m"
"jatkalwe","Random",4,"m"
"voelden","HF",1,"n"
"bdejse","Random",4,"m"
"stees","Pseudo",3,"m"
"ylllo","Random",4,"m"
"deurt","Pseudo",3,"m"
"igwjees","Random",4,"m"
"truegjes","Random",4,"m"
"geluk","HF",1,"n"
"haat","HF",1,"n"
"koetje","LF",2,"n"
"prappen","Pseudo",3,"m"
"look","LF",2,"n"
"lignwob","Random",4,"m"
"uren","HF",1,"n"
"gidsje","LF",2,"n"
"komt","HF",1,"n"
"inze","Pseudo",3,"m"
"dadel","LF",2,"n"
"kusrko","Random",4,"m"
"scat","Random",4,"m"
"naaldjes","LF",2,"n"
"verse","HF",1,"n"
"moekte","Pseudo",3,"m"
"euiltjzs","Random",4,"m"
"slapen","HF",1,"n"
"iejfde","Random",4,"m"
"jvejtli","Random",4,"m"
"gebeurd","HF",1,"n"
"geeerst","Pseudo",3,"m"
"paluis","Pseudo",3,"m"
"walrus","LF",2,"n"
"ebaewsr","Random",4,"m"
"lieuws","Pseudo",3,"m"
"geurtjes","LF",2,"n"
"gamma's","LF",2,"n"
"scripts","LF",2,"n"
"bloed","HF",1,"n"
"lijt","Pseudo",3,"m"
"ijlekjs","Random",4,"m"
"gezocht","HF",1,"n"
"utiiscsb","Random",4,"m"
"autist","LF",2,"n"
"vechten","HF",1,"n"
"laagjes","LF",2,"n"
"jansara","Random",4,"m"
"vrochten","Pseudo",3,"m"
"maagten","Pseudo",3,"m"
"kwirt","Pseudo",3,"m"
"nfekufl","Random",4,"m"
